,step,Validate_val,Lower_validate,Upper_validate,Probability_violations_validate,Violations_validate,Coverage_validate,Avg_prob_validate,Rho
0,"(0,)",-4.025227420328369,-6.638868592372473,0.0,[0.065],0.8483046248361991,0.78,0.065,1.0
1,"(100,)",-4.381907192135956,-7.185192939913705,-0.07718618886775941,[0.125],1.5419912214810048,0.68,0.125,1.0
2,"(200,)",-4.436862027309269,-7.290726303793692,-0.042077209424870254,[0.13],1.6792712470962143,0.66,0.13,1.0
3,"(300,)",-4.449217203192629,-7.312728202551332,-0.039526201007028305,[0.135],1.7146496143926064,0.66,0.135,1.0
4,"(400,)",-4.453175244872202,-7.320467096864123,-0.038939824473438855,[0.135],1.7262912702143172,0.66,0.135,1.0
5,"(500,)",-4.454037408247774,-7.321803819079376,-0.03900785186136138,[0.135],1.7290900597235832,0.66,0.135,1.0
