,step,Lagrangian_val,Train_val,Probability_violations_train,Violations_train,Avg_prob_train,A_norm,lam_list,mu,alpha,alphagrad,gradnorm,Rho
0,0,-22.364575508300106,-4.556914090547921,[0.05],0.7242466872156631,0.05,34.835334350106265,[1.72424669],1,0.0,tensor(-0.5747),"[np.float64(0.565849865975846), np.float64(9.158221855617407), np.float64(0.0), np.float64(2.4632301143860813)]",1.0
1,1,-24.970223633133624,-4.700584224823185,[0.065],0.8826613697908198,0.065,34.78834139282898,[1.72424669],1,9.999999826010978e-05,tensor(2.0421),"[np.float64(0.5656705231421759), np.float64(9.158362671417466), np.float64(0.00039999999975578137), np.float64(2.463073005091554)]",1.0
2,2,-25.107750814377237,-4.708794419676034,[0.065],0.8888573029933967,0.065,34.74180141443166,[1.72424669],1,4.6511899467025115e-05,tensor(2.0469),"[np.float64(0.5654927393332263), np.float64(9.158502604136874), np.float64(0.0007963260722043438), np.float64(2.4629168198867304)]",1.0
3,3,-25.244847641479122,-4.716989089347546,[0.065],0.8950895686734908,0.065,34.695377351344604,[1.72424669],1,-2.7603431535543248e-05,tensor(-4.1036),"[np.float64(0.5653152823305582), np.float64(9.15864238008525), np.float64(0.0011919294653766597), np.float64(2.462760815208843)]",1.0
4,4,-25.381857043853774,-4.72517772638409,[0.065],0.9012916081623906,0.065,34.64901724090284,[1.72424669],1,-1.579671208567147e-05,tensor(-4.1133),"[np.float64(0.5651379596901229), np.float64(9.158782115302012), np.float64(0.0015872426428928835), np.float64(2.4626048732042434)]",1.0
5,5,-25.518713977835862,-4.733362816654766,[0.065],0.9075050011145325,0.065,34.602708023414465,[1.72424669],1,2.6394351332088244e-05,tensor(2.0615),"[np.float64(0.5649607198573731), np.float64(9.158921842587299), np.float64(0.0019823508691847996), np.float64(2.4624489621033434)]",1.0
6,6,-25.655419298628296,-4.741545158594457,[0.065],0.9137344724962172,0.065,34.55644605346438,[1.72424669],1,4.529588147209657e-05,tensor(2.0664),"[np.float64(0.5647835455080291), np.float64(9.159061573851334), np.float64(0.0023772538264639105), np.float64(2.462293072056016)]",1.0
7,7,-25.7920624839891,-4.749725015381793,[0.065],0.9199475192728931,0.065,34.51023068322807,[1.72424669],1,4.6419109687504106e-05,tensor(2.0713),"[np.float64(0.5646064303898412), np.float64(9.159201313920295), np.float64(0.002771923145804625), np.float64(2.462137200773475)]",1.0
8,8,-25.928636189702484,-4.757902452017743,[0.065],0.9261470977770195,0.065,34.464062376032935,[1.72424669],1,3.353411229191454e-05,tensor(2.0761),"[np.float64(0.5644293724852391), np.float64(9.159341064745874), np.float64(0.0031663195389791954), np.float64(2.461981349102305)]",1.0
9,9,-26.06513391784558,-4.766077453020389,[0.065],0.932335267749954,0.065,34.41794204317942,[1.72424669],1,9.345852230219649e-06,tensor(2.0810),"[np.float64(0.5642523715902736), np.float64(9.159480826954137), np.float64(0.0035603988507829577), np.float64(2.4618255193795346)]",1.0
