,step,Validate_val,Lower_validate,Upper_validate,Probability_violations_validate,Violations_validate,Coverage_validate,Avg_prob_validate,Rho
0,"(0,)",-4.025227420328369,-6.638868592372473,0.0,[0.065],0.8483046248361991,0.78,0.065,1.0
1,"(100,)",-4.394081784741757,-7.192321641921978,-0.1214195574420256,[0.13],1.637768658021001,0.67,0.13,1.0
2,"(200,)",-4.464846512473074,-7.322364993788886,-0.14895323327327858,[0.145],1.9044332239164854,0.655,0.145,1.0
3,"(300,)",-4.480900599113398,-7.350424324433396,-0.15512777854676552,[0.15],1.9652529208927245,0.65,0.15,1.0
4,"(400,)",-4.484991727557434,-7.357718786252857,-0.1501007248593359,[0.15],1.979669974487238,0.65,0.15,1.0
5,"(500,)",-4.4861363539620704,-7.359510207800501,-0.14883218576598678,[0.15],1.9840399963391118,0.65,0.15,1.0
