,step,Lagrangian_val,Train_val,Probability_violations_train,Violations_train,Avg_prob_train,A_norm,lam_list,mu,alpha,alphagrad,gradnorm,grad,Rho
122,122,-16.051667565026914,-5.1289924583490025,[0.09166667],1.0923774669154138,0.09166666666666666,14.918546991222748,[7.56977244],1.0030030009999995,-4.900941648300466e-05,tensor(-15.6459),"[np.float64(0.5891608028232544), np.float64(9.129498061360286), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
123,123,-16.249624668032443,-5.173603233721456,[0.09166667],1.0845506006466255,0.09166666666666666,14.918546991222748,[7.56977244],1.0030030009999995,0.0002206718599868352,tensor(6.0122),"[np.float64(0.587781506715177), np.float64(9.129486068220732), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
124,124,-16.544421006050783,-5.236796683345962,[0.09166667],1.071725782329813,0.09166666666666666,14.918546991222748,[7.56977244],1.0030030009999995,0.0002861116737643213,tensor(6.0033),"[np.float64(0.586196796032651), np.float64(9.129519466170427), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
125,125,-16.823939124902125,-5.315099292621218,[0.08333333],1.0599693295717505,0.08333333333333333,14.918546991222748,[7.56977244],1.0030030009999995,0.00018838163911117172,tensor(6.2349),"[np.float64(0.5844660956355188), np.float64(9.12958965138299), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
126,126,-16.960405737715014,-5.41039637991614,[0.1],1.1031480356131438,0.1,14.918546991222748,[7.56977244],1.0030030009999995,-4.5674642982704674e-05,tensor(-14.2194),"[np.float64(0.5816535053353236), np.float64(9.129761922718401), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
127,127,-16.775267008280395,-5.478084681773463,[0.13333333],1.1906429056190855,0.13333333333333333,14.918546991222748,[7.56977244],1.0030030009999995,0.00012256488726200746,tensor(4.8689),"[np.float64(0.579173761320616), np.float64(9.12991314877532), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
128,128,-16.719391161230597,-5.496840402651409,[0.13333333],1.223921124293554,0.13333333333333333,14.918546991222748,[7.56977244],1.0030030009999995,0.00013543441636864654,tensor(4.8874),"[np.float64(0.5785699466122848), np.float64(9.129878777580995), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
129,129,-16.897082987023584,-5.482709514044219,[0.125],1.1989254906597433,0.125,14.918546991222748,[7.56977244],1.0030030009999995,2.3544359103737923e-05,tensor(5.1172),"[np.float64(0.5794811238962119), np.float64(9.12969384518848), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
130,130,-17.103422938624913,-5.43990117766643,[0.10833333],1.1464617472163008,0.10833333333333334,14.918546991222748,[7.56977244],1.0030030009999995,-0.0001938970369758651,tensor(-15.9861),"[np.float64(0.5814765105603619), np.float64(9.1294140661764), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
131,131,-17.146585314239818,-5.388930026695666,[0.1],1.101557082691816,0.1,14.918546991222748,[7.56977244],1.0030030009999995,3.180170920824127e-05,tensor(5.7831),"[np.float64(0.5836320116988294), np.float64(9.129127826601612), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
132,132,-17.122932321999993,-5.340006766896333,[0.08333333],1.0565701336787328,0.08333333333333333,14.918546991222748,[7.56977244],1.0030030009999995,6.778341451094643e-05,tensor(6.2324),"[np.float64(0.5858163604723096), np.float64(9.12885472894674), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
133,133,-17.075070188517454,-5.318769367338043,[0.08333333],1.056352836837046,0.08333333333333333,14.918546991222748,[7.56977244],1.0030030009999995,-5.924191694066024e-05,tensor(-14.1425),"[np.float64(0.5865688767292799), np.float64(9.128719409212065), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
134,134,-17.1359680922355,-5.333787980612407,[0.08333333],1.068118321985716,0.08333333333333333,14.918546991222748,[7.56977244],1.0030030009999995,0.00019269931287100344,tensor(6.2408),"[np.float64(0.5861975963566283), np.float64(9.128701343832002), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
135,135,-17.17479403269286,-5.37236315089061,[0.1],1.0898189449600257,0.1,14.918546991222748,[7.56977244],1.0030030009999995,0.00023823246591841884,tensor(5.7752),"[np.float64(0.585393084657348), np.float64(9.128741622203657), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
136,136,-17.16865573765367,-5.392531256159207,[0.1],1.097561091227443,0.1,14.918546991222748,[7.56977244],1.0030030009999995,0.00013027791983462344,tensor(5.7804),"[np.float64(0.5852290141233498), np.float64(9.128725310451502), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
137,137,-17.162091976954606,-5.403182482347462,[0.1],1.102148957709812,0.1,14.918546991222748,[7.56977244],1.0030030009999995,-0.00010059620881981392,tensor(-14.4587),"[np.float64(0.5851196088273947), np.float64(9.128698414755705), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
138,138,-17.169329259859555,-5.405811643715193,[0.1],1.1038256352961242,0.1,14.918546991222748,[7.56977244],1.0030030009999995,7.617245288555587e-05,tensor(5.7846),"[np.float64(0.5850538343552056), np.float64(9.128662835875284), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
139,139,-17.18475449402348,-5.4028590226932005,[0.1],1.10342117639945,0.1,14.918546991222748,[7.56977244],1.0030030009999995,7.297216785410425e-05,tensor(5.7843),"[np.float64(0.5850235490433479), np.float64(9.128620231172079), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
140,140,-17.204314868167614,-5.391397742383647,[0.1],1.0866150414529614,0.1,14.918546991222748,[7.56977244],1.0040060040009995,-7.419651334201872e-05,tensor(-14.4328),"[np.float64(0.5854797738583347), np.float64(9.128536975995617), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
141,141,-20.836280267160266,-6.203380993417824,[0.09166667],1.0092842915576299,0.09166666666666666,14.88935744363546,[7.56977244],1.0040060040009995,0.00016888731613738127,tensor(5.9605),"[np.float64(0.5862733521742624), np.float64(9.128427934262055), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
142,142,-21.013257653509132,-6.231675935452817,[0.09166667],1.0335547822121582,0.09166666666666666,14.88935744363546,[7.56977244],1.0040060040009995,0.0002143422282030218,tensor(5.9774),"[np.float64(0.5851024466677269), np.float64(9.128473391944334), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
143,143,-21.2607680973115,-6.289491796816942,[0.09166667],1.0772242612312606,0.09166666666666666,14.88935744363546,[7.56977244],1.0040060040009995,0.00010127095567207836,tensor(6.0079),"[np.float64(0.5829964957234952), np.float64(9.12859456215521), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
144,144,-21.474540034138922,-6.350320996394378,[0.09166667],1.1200924359414697,0.09166666666666666,14.88935744363546,[7.56977244],1.0040060040009995,-0.00013938245236819424,tensor(-14.7321),"[np.float64(0.5807943540428449), np.float64(9.12872961027865), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
145,145,-21.661511326069714,-6.426458710389093,[0.1],1.171042597033997,0.1,14.88935744363546,[7.56977244],1.0040060040009995,3.639723102645576e-05,tensor(5.8303),"[np.float64(0.5785436456282612), np.float64(9.128874211596791), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
146,146,-21.79231837655788,-6.499778107495063,[0.10833333],1.2219068742224772,0.10833333333333334,14.88935744363546,[7.56977244],1.0040060040009995,3.1262540453423097e-05,tensor(5.6200),"[np.float64(0.5767283239646788), np.float64(9.128980350642843), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
147,147,-21.96244351953953,-6.556360707933578,[0.10833333],1.2446137806967157,0.10833333333333334,14.88935744363546,[7.56977244],1.0040060040009995,-0.00011334605115171552,tensor(-15.9239),"[np.float64(0.576434285658514), np.float64(9.128962772939374), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
148,148,-22.191709110239188,-6.599768904833611,[0.10833333],1.2406301927493861,0.10833333333333334,14.88935744363546,[7.56977244],1.0040060040009995,0.00016906373499740932,tensor(5.6320),"[np.float64(0.5773783903513544), np.float64(9.128845135633052), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
149,149,-22.40944151289631,-6.631661191367518,[0.1],1.2302434581196058,0.1,14.88935744363546,[7.56977244],1.0040060040009995,0.00025419047375821593,tensor(5.8700),"[np.float64(0.5788881627600544), np.float64(9.128680761549472), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
150,150,-22.612180767386675,-6.6671681424212315,[0.1],1.2268134273341045,0.1,14.88935744363546,[7.56977244],1.0040060040009995,0.0001755427938119089,tensor(5.8677),"[np.float64(0.580145942293274), np.float64(9.128537278938575), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
151,151,-22.716082125986624,-6.685562489163812,[0.1],1.2269297784389377,0.1,14.88935744363546,[7.56977244],1.0040060040009995,7.073788445176454e-05,tensor(5.8677),"[np.float64(0.5806728774692348), np.float64(9.12847396520718), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
152,152,-22.820213282307797,-6.703576515595154,[0.1],1.228714817255912,0.1,14.88935744363546,[7.56977244],1.0040060040009995,-8.64528538947044e-05,tensor(-14.9169),"[np.float64(0.5811166067558168), np.float64(9.128417391146451), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
153,153,-22.927489515450254,-6.721792106172943,[0.1],1.2314902722698515,0.1,14.88935744363546,[7.56977244],1.0040060040009995,-2.5744340733610854e-05,tensor(-14.9216),"[np.float64(0.5814965482695926), np.float64(9.12836617229967), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
154,154,-23.03409284180089,-6.741132607863582,[0.1],1.2354076014619624,0.1,14.88935744363546,[7.56977244],1.0040060040009995,0.00020934259480831298,tensor(5.8734),"[np.float64(0.58182842645848), np.float64(9.128319180658762), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
155,155,-23.141713259578616,-6.761363439632532,[0.1],1.2400441731275642,0.1,14.88935744363546,[7.56977244],1.0040060040009995,0.00032399440084003215,tensor(5.8765),"[np.float64(0.582125031613945), np.float64(9.12827549023955), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
156,156,-23.236047654162164,-6.7817988582425075,[0.10833333],1.2468339932146788,0.10833333333333334,14.88935744363546,[7.56977244],1.0040060040009995,0.0003422593103820022,tensor(5.6360),"[np.float64(0.582396722279782), np.float64(9.128234345421827), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
157,157,-23.319963464196864,-6.795873426994309,[0.10833333],1.2505087683425267,0.10833333333333334,14.88935744363546,[7.56977244],1.0040060040009995,0.00028642095022208164,tensor(5.6384),"[np.float64(0.5828653412040459), np.float64(9.128172769893311), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
158,158,-23.40254472753843,-6.804771399423871,[0.11666667],1.2508840575511955,0.11666666666666667,14.88935744363546,[7.56977244],1.0040060040009995,0.00017127050957331896,tensor(5.3935),"[np.float64(0.5834929914622023), np.float64(9.128094764388619), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
159,159,-23.461286481449964,-6.8060502315689835,[0.11666667],1.2455182577711381,0.11666666666666667,14.88935744363546,[7.56977244],1.0040060040009995,1.1731863322656719e-05,tensor(5.3902),"[np.float64(0.5844233095828774), np.float64(9.127982186779052), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
160,160,-23.534518314015177,-6.801693212113079,[0.11666667],1.2317692644571157,0.11666666666666667,14.88935744363546,[7.56977244],1.0050100100050003,-0.0001832761944601155,tensor(-15.1667),"[np.float64(0.5855934303756879), np.float64(9.127842088625847), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
161,161,-21.626741692164924,-6.465550130517381,[0.16666667],1.4176461641635802,0.16666666666666666,14.94965554417149,[7.56977244],1.0050100100050003,-0.0001496987785636602,tensor(-18.2389),"[np.float64(0.5869522656924558), np.float64(9.12768032615121), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
162,162,-22.08900047993788,-6.432983354153013,[0.16666667],1.3261981670633145,0.16666666666666666,14.94965554417149,[7.56977244],1.0050100100050003,0.0001051492773462796,tensor(3.9567),"[np.float64(0.589326285822967), np.float64(9.127401328774496), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
163,163,-22.669172305986024,-6.38349004429313,[0.15833333],1.1979782999848845,0.15833333333333333,14.94965554417149,[7.56977244],1.0050100100050003,0.0002595687505625036,tensor(4.1432),"[np.float64(0.5924949224865228), np.float64(9.127031707155712), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
164,164,-23.18880829218818,-6.321648995089718,[0.14166667],1.0619581219352445,0.14166666666666666,14.94965554417149,[7.56977244],1.0050100100050003,0.00033131481712934854,tensor(4.5584),"[np.float64(0.5960995659570206), np.float64(9.126615315064551), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
165,165,-23.411012362729597,-6.25442328247369,[0.11666667],0.9588940713634923,0.11666666666666667,14.94965554417149,[7.56977244],1.0050100100050003,0.00033173112571180033,tensor(5.2149),"[np.float64(0.5995372156590778), np.float64(9.126215531403087), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
166,166,-23.549062006569706,-6.192038540071011,[0.10833333],0.8747390522926559,0.10833333333333334,14.94965554417149,[7.56977244],1.0050100100050003,0.0002668779389865219,tensor(5.3979),"[np.float64(0.6025574539651276), np.float64(9.125867387498246), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
167,167,-23.64659280970158,-6.136478490516341,[0.1],0.8088536479992627,0.1,14.94965554417149,[7.56977244],1.0050100100050003,0.00014752158381423465,tensor(5.5885),"[np.float64(0.604982467743378), np.float64(9.12558068639008), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
168,168,-23.749494353677164,-6.0924806925663075,[0.1],0.7582251074274216,0.1,14.94965554417149,[7.56977244],1.0050100100050003,-1.781915408884868e-05,tensor(-15.5064),"[np.float64(0.6068011865919043), np.float64(9.125360556698642), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
169,169,-23.824484572480188,-6.05489647719379,[0.125],0.7219952288814806,0.125,14.94965554417149,[7.56977244],1.0050100100050003,4.3738238067216894e-05,tensor(4.8390),"[np.float64(0.6081574324662832), np.float64(9.125192406113609), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
170,170,-23.77113786292094,-6.024302372726115,[0.125],0.6891243647229803,0.125,14.94965554417149,[7.56977244],1.0050100100050003,3.2496970439833014e-05,tensor(4.8197),"[np.float64(0.6094557034400908), np.float64(9.125034285832328), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
171,171,-23.734227536447126,-6.002228096820764,[0.125],0.6651093781394112,0.125,14.94965554417149,[7.56977244],1.0050100100050003,-3.674234081366706e-05,tensor(-13.7304),"[np.float64(0.610300520618364), np.float64(9.124915599000865), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
172,172,-23.71882371943724,-5.986866815981652,[0.125],0.6482250647905629,0.125,14.94965554417149,[7.56977244],1.0050100100050003,7.949566896979145e-05,tensor(4.7957),"[np.float64(0.6107738526789878), np.float64(9.124829018716529), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
173,173,-23.720251800913847,-5.978126799544717,[0.125],0.6372246811897156,0.125,14.94965554417149,[7.56977244],1.0050100100050003,0.00011253949781250689,tensor(4.7893),"[np.float64(0.610944731257643), np.float64(9.124768517850843), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
174,174,-23.73585005214629,-5.974720411686006,[0.125],0.6309304361656711,0.125,14.94965554417149,[7.56977244],1.0050100100050003,7.910859489161664e-05,tensor(4.7856),"[np.float64(0.6108708173892925), np.float64(9.124729137934617), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
175,175,-23.76162188304847,-5.975601881436635,[0.11666667],0.6285900029459022,0.11666666666666667,14.94965554417149,[7.56977244],1.0050100100050003,-7.455967966426777e-06,tensor(-13.4414),"[np.float64(0.6105999593263987), np.float64(9.124706802708406), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
176,176,-23.806097647998577,-5.986811374804798,[0.125],0.6366237475738923,0.125,14.94965554417149,[7.56977244],1.0050100100050003,9.130946138692907e-05,tensor(4.7889),"[np.float64(0.60994672080077), np.float64(9.124719156322595), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
177,177,-23.855142273282635,-5.999366598539335,[0.125],0.6456817029561902,0.125,14.94965554417149,[7.56977244],1.0050100100050003,0.00011046024263506655,tensor(4.7942),"[np.float64(0.6092154654795906), np.float64(9.12473807860736), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
178,178,-23.900857797172726,-6.012968307914851,[0.11666667],0.656346824526883,0.11666666666666667,14.94965554417149,[7.56977244],1.0050100100050003,6.585292690860669e-05,tensor(5.0291),"[np.float64(0.6084249195709388), np.float64(9.1247620461617), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
179,179,-23.90807551159257,-6.029985936813405,[0.11666667],0.6734640173177184,0.11666666666666667,14.94965554417149,[7.56977244],1.0050100100050003,-3.269645570319506e-05,tensor(-15.3479),"[np.float64(0.6073555698609707), np.float64(9.124807506183306), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
180,180,-23.905229577321315,-6.042563405029158,[0.125],0.6868785440980565,0.125,14.94965554417149,[7.56977244],1.0060150200150053,8.031226900211609e-05,tensor(4.8184),"[np.float64(0.6064607186851951), np.float64(9.124839150989187), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
181,181,-13.50094468795207,-4.710119236506783,[0.10833333],1.2671619126418812,0.10833333333333334,14.884523273540836,[7.56977244],1.0060150200150053,0.00011048940943296064,tensor(5.6507),"[np.float64(0.6059429394762489), np.float64(9.124841690297679), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
182,182,-13.559651176477308,-4.708618507764261,[0.10833333],1.266758271090905,0.10833333333333334,14.884523273540836,[7.56977244],1.0060150200150053,6.399751199116828e-05,tensor(5.6504),"[np.float64(0.6054918420789789), np.float64(9.124816837336724), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
183,183,-13.667130063918426,-4.701890260434307,[0.10833333],1.2623192086613877,0.10833333333333334,14.884523273540836,[7.56977244],1.0060150200150053,-4.38263728328834e-05,tensor(-15.7150),"[np.float64(0.6050968149138211), np.float64(9.124770078139212), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
184,184,-13.811729684948101,-4.690893590740524,[0.11666667],1.2548806053201051,0.11666666666666667,14.884523273540836,[7.56977244],1.0060150200150053,6.635195315074006e-05,tensor(5.3975),"[np.float64(0.6047507047846796), np.float64(9.124705891350613), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
185,185,-13.807297719244039,-4.675274974023595,[0.11666667],1.256117626443958,0.11666666666666667,14.884523273540836,[7.56977244],1.0060150200150053,8.702641050803039e-05,tensor(5.3982),"[np.float64(0.6044626565730843), np.float64(9.124623240759261), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
186,186,-13.776547159253706,-4.660158571273655,[0.11666667],1.2513699363719664,0.11666666666666667,14.884523273540836,[7.56977244],1.0060150200150053,3.6088266658603257e-05,tensor(5.3953),"[np.float64(0.6045564614315012), np.float64(9.124500467947694), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
187,187,-13.773149602811236,-4.6500795340616925,[0.11666667],1.2418079909094013,0.11666666666666667,14.884523273540836,[7.56977244],1.0060150200150053,-7.210347293206539e-05,tensor(-16.9032),"[np.float64(0.604780360950089), np.float64(9.124365160550322), np.float64(0.0), np.float64(2.4250920829558686)]","[[-0.40120894  0.02418514 -0.13161109 -0.04732285]
 [ 0.01020428 -0.38624268 -0.05036608 -0.12361126]]",1.0
