,target,test_prob,test_obj,0.25_test_obj,0.75_test_obj,test_prob_o,test_obj_o,0.25_test_obj_o,0.75_test_obj_o,mv_prob,mv_obj,0.25_mv_obj,0.75_mv_obj,pre_prob,pre_obj,0.25_pre_obj,0.75_pre_obj,dro_prob,dro_obj,0.25_dro_obj,0.75_dro_obj,nonrob_prob,nonrob_obj,scenario_prob,scenario_obj,0.25_nonrob_obj,0.75_nonrob_obj,0.25_scenario_obj,0.75_scenario_obj,lcx_prob,lcx_obj,0.25_lcx_obj,0.75_lcx_obj,test_avg_o,test_avg,0.25_test_avg,0.75_test_avg,test_avg_mv,0.25_test_avg_mv,0.75_test_avg_mv,test_avg_pre,0.25_test_avg_pre,0.75_test_avg_pre,test_avg_lcx,test_avg_dro,0.25_test_avg_dro,0.75_test_avg_dro,test_avg_scene,0.25_test_avg_scene,0.75_test_avg_scene,test_in,test_in_lcx,test_in_o,test_in_pre,test_in_mv,test_in_scene,test_in_dro,test_cvar,test_o_cvar,test_mv_cvar,0.25_mv_cvar,0.75_mv_cvar,test_pre_cvar,0.25_pre_cvar,0.75_pre_cvar,test_dro_cvar,0.25_dro_cvar,0.75_dro_cvar,test_scene_cvar
0,0.0,0.05840000000000001,-0.6774246749654533,-0.6798175226896059,-0.6708014986768014,0.0,-0.6817566136221124,-0.6939414701054812,-0.6759448161894774,0.007800000000000001,-0.6688944687470575,-0.6745960756753602,-0.6656339946076968,0.033600000000000005,-0.6830889492108112,-0.6858119282303213,-0.6767169292196868,0.014599999999999998,-0.6325685482672067,-0.6363835218558611,-0.6309389689966773,0.6596945605341407,0.011699942136887607,0.477694364966479,-0.5468658372066808,-0.031137947273382552,0.05463588087828705,-0.5582497388511979,-0.5343748683850268,0.000483870967741935,-0.535192734818095,-0.5542297857725611,-0.521347291167864,-0.84786035067921,-0.810025553183603,-0.813144377063969,-0.8066237200884001,-0.8059662558665741,-0.810184458983453,-0.8018090870181425,-0.8095036013502324,-0.8127518402488634,-0.8053011014177984,-0.8215846839416218,-0.8114070778536812,-0.8156706099025193,-0.8054281734423148,-0.8305687976404389,-0.8415195915550935,-0.8188110307172933,-0.6437068581866068,0.327534243890558,0.01316032995377663,-0.6210740764244902,-0.5142860934649955,-0.8255114511528225,-0.4407760599389217,-0.6325955297787059,-0.6071174897783838,-0.608986101975324,-0.6122915329267233,-0.6055502528882668,-0.6370783752538209,-0.6437944612373044,-0.6286776941663339,-0.5348278821645994,-0.5427389382146506,-0.5317301788904456,-0.43803576006855316
0,0.01,0.05840000000000001,-0.6774246749654533,-0.6798175226896059,-0.6708014986768014,0.0,-0.6817566136221124,-0.6939414701054812,-0.6759448161894774,0.016200000000000003,-0.6726889911158248,-0.6760098650289372,-0.670426410972995,0.035,-0.6830154554286185,-0.6858119282303213,-0.6767169292196868,0.023,-0.6332703386799076,-0.6377691309990732,-0.6301537812754843,0.6596945605341407,0.011699942136887607,0.477694364966479,-0.5468658372066808,-0.031137947273382552,0.05463588087828705,-0.5582497388511979,-0.5343748683850268,0.000483870967741935,-0.535192734818095,-0.5542297857725611,-0.521347291167864,-0.84786035067921,-0.810025553183603,-0.813144377063969,-0.8066237200884001,-0.8110315635281387,-0.8123177486846508,-0.8087054719917339,-0.8096506366643978,-0.8131419113748567,-0.8053011014177984,-0.8215846839416218,-0.8153666128546343,-0.816737604575356,-0.8113704379436106,-0.8305687976404389,-0.8415195915550935,-0.8188110307172933,-0.6437068581866068,0.327534243890558,0.01316032995377663,-0.622136870691657,-0.5625426272111914,-0.8255114511528225,-0.48595459710881006,-0.6325955297787059,-0.6071174897783838,-0.6102538576798866,-0.6117345985985891,-0.6059278041662102,-0.6371524649647234,-0.6437944612373044,-0.6288629184435904,-0.5346783441845605,-0.5424679627810197,-0.5327512028959684,-0.43803576006855316
0,0.02,0.05900000000000001,-0.6775587657669286,-0.6798175226896059,-0.6711367256804894,0.0,-0.6817566136221124,-0.6939414701054812,-0.6759448161894774,0.025,-0.6737967082770299,-0.6777464506078038,-0.6718489617640973,0.039400000000000004,-0.6841009487238303,-0.6873667639666647,-0.6788947079783065,0.0332,-0.6349640858751784,-0.6380768718729628,-0.6310302952434147,0.6596945605341407,0.011699942136887607,0.477694364966479,-0.5468658372066808,-0.031137947273382552,0.05463588087828705,-0.5582497388511979,-0.5343748683850268,0.000483870967741935,-0.535192734818095,-0.5542297857725611,-0.521347291167864,-0.84786035067921,-0.8101563698306709,-0.813144377063969,-0.8066670683177811,-0.8138684567439908,-0.8158283310202745,-0.8104942384103612,-0.8108531468655779,-0.8144291204123967,-0.8055044861868985,-0.8215846839416218,-0.820414972307708,-0.8253607158400484,-0.8155072786552633,-0.8305687976404389,-0.8415195915550935,-0.8188110307172933,-0.6446602442290694,0.327534243890558,0.01316032995377663,-0.6301748992887287,-0.5841139063774833,-0.8255114511528225,-0.5276112877974529,-0.6326520726458648,-0.6071174897783838,-0.6108221798225979,-0.6134202180108906,-0.6055709571953657,-0.6377036884230651,-0.6446273457488316,-0.6310229304846915,-0.5335667816028581,-0.538386387370601,-0.5319305049106704,-0.43803576006855316
0,0.03,0.05900000000000001,-0.6775587657669286,-0.6798175226896059,-0.6711367256804894,0.0,-0.6817566136221124,-0.6939414701054812,-0.6759448161894774,0.0274,-0.6744598309387474,-0.6777464506078038,-0.6724409027761078,0.039999999999999994,-0.6846071806694152,-0.6890308823621555,-0.6788947079783065,0.0376,-0.6355840869066272,-0.6391267644361627,-0.6319152492547488,0.6596945605341407,0.011699942136887607,0.477694364966479,-0.5468658372066808,-0.031137947273382552,0.05463588087828705,-0.5582497388511979,-0.5343748683850268,0.000483870967741935,-0.535192734818095,-0.5542297857725611,-0.521347291167864,-0.84786035067921,-0.8101563698306709,-0.813144377063969,-0.8066670683177811,-0.815522181648211,-0.817018056685485,-0.8131678886938024,-0.8111126338027204,-0.8152954009186905,-0.8055044861868985,-0.8215846839416218,-0.8222110349777203,-0.8274830061564449,-0.8157783625544271,-0.8305687976404389,-0.8415195915550935,-0.8188110307172933,-0.6446602442290694,0.327534243890558,0.01316032995377663,-0.6317327057080202,-0.5938728870330594,-0.8255114511528225,-0.538359665110403,-0.6326520726458648,-0.6071174897783838,-0.6109752036392415,-0.6134202180108906,-0.6056107796181388,-0.6378638014051594,-0.6454680631443693,-0.6310229304846915,-0.5329881603693303,-0.5363322194501716,-0.5311692772828298,-0.43803576006855316
0,0.05,0.06580000000000001,-0.679415008347146,-0.685865403323211,-0.6720080184450121,0.0,-0.6817566136221124,-0.6939414701054812,-0.6759448161894774,0.0474,-0.6755965978234053,-0.6793374725028284,-0.6716253622355927,0.06040000000000001,-0.6879818039253877,-0.695613415513881,-0.6791353694569485,0.053000000000000005,-0.6366978846286461,-0.6421029953033267,-0.6320777129808974,0.6596945605341407,0.011699942136887607,0.477694364966479,-0.5468658372066808,-0.031137947273382552,0.05463588087828705,-0.5582497388511979,-0.5343748683850268,0.000483870967741935,-0.535192734818095,-0.5542297857725611,-0.521347291167864,-0.84786035067921,-0.8113225672831405,-0.813144377063969,-0.808290675084413,-0.8219176668752267,-0.8226669312806472,-0.8176712957961669,-0.8154099775651135,-0.822278574304994,-0.8079723824078482,-0.8215846839416218,-0.8279998204912653,-0.8351883882128621,-0.8213254741885394,-0.8305687976404389,-0.8415195915550935,-0.8188110307172933,-0.6527874766932127,0.327534243890558,0.01316032995377663,-0.6558980440175699,-0.6279312523612812,-0.8255114511528225,-0.5752809145899378,-0.6332626409334794,-0.6071174897783838,-0.610727946186925,-0.6157374771231393,-0.6040106753478761,-0.640428296152038,-0.6504152179043278,-0.6325790483908913,-0.5308278825516726,-0.5341768893854489,-0.5282421921216978,-0.43803576006855316
0,0.08,0.0946,-0.6832769870077117,-0.6919022342587444,-0.6755740279369886,0.0,-0.6817566136221124,-0.6939414701054812,-0.6759448161894774,0.0728,-0.6785709012380756,-0.6812297110595709,-0.677103179328574,0.09580000000000001,-0.6895151301728604,-0.6972090407008659,-0.682731191093283,0.0824,-0.634546480686803,-0.6405407715741818,-0.628464566386314,0.6596945605341407,0.011699942136887607,0.477694364966479,-0.5468658372066808,-0.031137947273382552,0.05463588087828705,-0.5582497388511979,-0.5343748683850268,0.000483870967741935,-0.535192734818095,-0.5542297857725611,-0.521347291167864,-0.84786035067921,-0.8161204769925223,-0.8225119955038103,-0.8096624037752964,-0.8284171017923445,-0.8327728988925995,-0.8248026555336674,-0.8207757846415724,-0.8265589066795638,-0.8139794333063878,-0.8215846839416218,-0.8348921276389051,-0.84014332705247,-0.827595205008547,-0.8305687976404389,-0.8415195915550935,-0.8188110307172933,-0.6782436304475634,0.327534243890558,0.01316032995377663,-0.6842243294644085,-0.6549267691249947,-0.8255114511528225,-0.613386807621141,-0.6363097569926954,-0.6071174897783838,-0.6091476836566476,-0.6153928883344917,-0.6022408230915173,-0.6423377679640002,-0.6524901233904499,-0.6336950809266594,-0.5266403013192902,-0.5322854758160096,-0.5212766789526071,-0.43803576006855316
0,0.1,0.11100000000000002,-0.6844540968330972,-0.6935505171977414,-0.6753443628502644,0.0,-0.6817566136221124,-0.6939414701054812,-0.6759448161894774,0.0978,-0.6807072717167952,-0.6845070906047075,-0.6788239759155622,0.11620000000000001,-0.6906272116384685,-0.6972758072082847,-0.6878825047971174,0.10400000000000001,-0.6325052106770791,-0.6322429630850827,-0.6284126308411455,0.6596945605341407,0.011699942136887607,0.477694364966479,-0.5468658372066808,-0.031137947273382552,0.05463588087828705,-0.5582497388511979,-0.5343748683850268,0.000483870967741935,-0.535192734818095,-0.5542297857725611,-0.521347291167864,-0.84786035067921,-0.8181564510317733,-0.8253554314799951,-0.812424347663492,-0.8341847009790266,-0.8366147501842973,-0.8283915685247697,-0.8236400181510245,-0.8286574143983639,-0.8160617469263127,-0.8215846839416218,-0.8403315682171592,-0.8500540121776745,-0.8303974508983921,-0.8305687976404389,-0.8415195915550935,-0.8188110307172933,-0.688483540847385,0.327534243890558,0.01316032995377663,-0.6979826698615048,-0.677222894929493,-0.8255114511528225,-0.6394485578116091,-0.637138618292714,-0.6071174897783838,-0.6069008145893062,-0.6140588298916152,-0.5981865936415108,-0.6423696904383008,-0.6489616592380553,-0.6330733549661793,-0.5225286582522437,-0.5309506836640574,-0.5170603275432297,-0.43803576006855316
0,0.12,0.12720000000000004,-0.686291655796912,-0.69550309978866,-0.678101863490064,0.0,-0.6817566136221124,-0.6939414701054812,-0.6759448161894774,0.10979999999999998,-0.6794605595076635,-0.6844926331437403,-0.6741995624366675,0.13,-0.6906932253371836,-0.6976841005549894,-0.6867890181740296,0.12480000000000002,-0.6327601064463688,-0.633270006532449,-0.6267959166445689,0.6596945605341407,0.011699942136887607,0.477694364966479,-0.5468658372066808,-0.031137947273382552,0.05463588087828705,-0.5582497388511979,-0.5343748683850268,0.000483870967741935,-0.535192734818095,-0.5542297857725611,-0.521347291167864,-0.84786035067921,-0.8208555280619585,-0.8275699170831772,-0.8132745036388405,-0.8373803082139345,-0.8430057808508599,-0.8315958525347631,-0.826031776911879,-0.8312989173953919,-0.818902965091154,-0.8215846839416218,-0.8437397691156647,-0.8512995106219314,-0.8359013401631287,-0.8305687976404389,-0.8415195915550935,-0.8188110307172933,-0.6996362747538539,0.327534243890558,0.01316032995377663,-0.7082692060169307,-0.6896142262397699,-0.8255114511528225,-0.6591905069110748,-0.6381392650786036,-0.6071174897783838,-0.6046058761414028,-0.6128752291068642,-0.5960539272530364,-0.6420924209718459,-0.6489879793927473,-0.6324706549658392,-0.5194335772362859,-0.5296090512842254,-0.5102602829001796,-0.43803576006855316
0,0.15,0.1586,-0.6887733817842356,-0.6954960583989124,-0.6843868335924645,0.0,-0.6817566136221124,-0.6939414701054812,-0.6759448161894774,0.1416,-0.6776196290952962,-0.6835046187088104,-0.6695214812073371,0.16319999999999998,-0.692458952718923,-0.7000155098229165,-0.6869235740743244,0.1584,-0.6287424864516321,-0.6277165977438692,-0.6232182032954391,0.6596945605341407,0.011699942136887607,0.477694364966479,-0.5468658372066808,-0.031137947273382552,0.05463588087828705,-0.5582497388511979,-0.5343748683850268,0.000483870967741935,-0.535192734818095,-0.5542297857725611,-0.521347291167864,-0.84786035067921,-0.8261485124284198,-0.8312359339213623,-0.8206590235232172,-0.8421900447264188,-0.848016074601574,-0.8379579395817371,-0.8309998899652966,-0.8342776652272397,-0.8288185946988114,-0.8215846839416218,-0.8493361332805847,-0.8546041641515798,-0.8405934211352196,-0.8305687976404389,-0.8415195915550935,-0.8188110307172933,-0.7203140690955243,0.327534243890558,0.01316032995377663,-0.7258662467149775,-0.7093324344953483,-0.8255114511528225,-0.6865645205278644,-0.6380223411271455,-0.6071174897783838,-0.6010894296321757,-0.6106599355587983,-0.5914126911160424,-0.6409383486733546,-0.6458836575143793,-0.6315820637660641,-0.5116658727441589,-0.5223166557238774,-0.4979725236811018,-0.43803576006855316
0,0.18,0.18419999999999997,-0.6889845462521481,-0.6948004820983407,-0.6846245079112531,0.0,-0.6817566136221124,-0.6939414701054812,-0.6759448161894774,0.16999999999999998,-0.6749082844856735,-0.6814571446430229,-0.6673234993294401,0.18659999999999996,-0.6922684519575641,-0.6988992426851693,-0.68595176019676,0.179,-0.6249412701559134,-0.6254216680511315,-0.6194939552979248,0.6596945605341407,0.011699942136887607,0.477694364966479,-0.5468658372066808,-0.031137947273382552,0.05463588087828705,-0.5582497388511979,-0.5343748683850268,0.000483870967741935,-0.535192734818095,-0.5542297857725611,-0.521347291167864,-0.84786035067921,-0.8296104045610921,-0.833858437567413,-0.8247912347591027,-0.8472406149344269,-0.8526788114331062,-0.8417966081808882,-0.8348714406643385,-0.8399509999975882,-0.832416912679803,-0.8215846839416218,-0.8534668518471851,-0.8586984994537263,-0.8450176001581149,-0.8305687976404389,-0.8415195915550935,-0.8188110307172933,-0.7323192071663172,0.327534243890558,0.01316032995377663,-0.7392182368612417,-0.7241412340206693,-0.8255114511528225,-0.7044546514445098,-0.6375860213119399,-0.6071174897783838,-0.596790047407044,-0.6089639756071153,-0.5850001769187685,-0.6389349476251062,-0.6452103069132621,-0.6306946508156609,-0.5044505862282909,-0.5177008718898617,-0.48605777940343603,-0.43803576006855316
