seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in
30,30,0.6577583415252081,0.2824274252597737,0.4777765009436673,-0.42230813826622793,-0.8217373606005538,-1.091755892155007
