seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in
50,50,0.6791747166709685,0.15932290458382523,0.43669934797558485,-0.47893827323427784,-0.826845297805708,-1.1101224231016293
