seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in
70,70,0.6788261607901788,0.37686710470478707,0.4786171108584901,-0.4402835538666537,-0.8197720719928512,-1.1152369491888128
