seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in
90,90,0.6690801195861165,0.3841817834860691,0.4823170641480237,-0.4800738609657724,-0.8295665735591381,-1.1511464216185912
