seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in
10,10,0.6057741118797773,0.3896539636222185,0.3436689018554498,-0.4932208938248276,-0.7547742206992825,-1.0505689404301837
