seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in
70,70,0.5883519148873513,0.4183992290357056,0.3326118935032748,-0.48376150717453215,-0.7531059447273979,-1.046269263686306
