seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in
80,80,0.616384936254068,0.34601402581917173,0.33183032455989464,-0.5006828641452328,-0.7479442779505885,-1.0489098990086034
