seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in
40,40,0.6198556409501013,0.3896032065355711,0.3485633426891938,-0.4925231996085399,-0.757415225014793,-1.0398604651491012
