,mean_eta,mean_init_rho,mean_valid_obj,mean_valid_prob,mean_test_obj,mean_test_prob,0.25_eta,0.25_init_rho,0.25_valid_obj,0.25_valid_prob,0.25_test_obj,0.25_test_prob,0.75_eta,0.75_init_rho,0.75_valid_obj,0.75_valid_prob,0.75_test_obj,0.75_test_prob
0,0.05,1.0,-353.6962474222063,0.21964,-353.13546081296926,0.21505600000000002,0.05,1.0,-387.0739235200145,0.0325,-386.8106107364103,0.041,0.05,1.0,-329.8803512417419,0.38,-329.53998562270937,0.328
1,0.1,1.0,-391.9985606074668,0.02536,-391.8642406864698,0.018704000000000002,0.1,1.0,-403.1879987111147,0.0,-403.0476902050461,0.004,0.1,1.0,-382.3096595927194,0.03,-382.2094056275009,0.02
2,0.15,1.0,-401.0204187810214,0.05052,-400.81917822426755,0.03872,0.15,1.0,-409.62317533604426,0.01,-409.45921647277106,0.008,0.15,1.0,-393.63796074484696,0.06,-393.48301978371194,0.044
3,0.2,1.0,-403.7044176588195,0.06196,-403.519055310018,0.0512,0.2,1.0,-410.28318175704874,0.01,-410.0629232353823,0.012,0.2,1.0,-397.261685640005,0.07,-397.06180603072204,0.063
4,0.25,1.0,-405.76165565441687,0.07432000000000001,-405.58391434220835,0.059984,0.25,1.0,-411.1865155125736,0.02,-410.9870091307008,0.012,0.25,1.0,-400.1680634268656,0.1,-399.9223120581405,0.076
