,mean_Rho,mean_Test_val,mean_Avg_prob_test,mean_Validate_val,mean_Avg_prob_validate,0.25_Rho,0.25_Test_val,0.25_Avg_prob_test,0.25_Validate_val,0.25_Avg_prob_validate,0.75_Rho,0.75_Test_val,0.75_Avg_prob_test,0.75_Validate_val,0.75_Avg_prob_validate
0,1.0,-418.6977709144092,0.6712,-418.687892506394,0.7060000000000001,1.0,-418.8638848831844,0.648,-418.8536355911284,0.66,1.0,-418.6929967831438,0.696,-418.6844055468219,0.74
1,1.0612244897959184,-418.1083392331272,0.636,-418.0981545155264,0.666,1.0612244897959184,-418.26579633296313,0.62,-418.2552609976199,0.62,1.0612244897959184,-418.10492809808,0.656,-418.09591829282414,0.7
2,1.1224489795918366,-417.5189075561178,0.5904,-417.508416548875,0.62,1.1224489795918366,-417.6677077539738,0.58,-417.65688638800566,0.58,1.1224489795918366,-417.5168593403004,0.596,-417.5074310228909,0.63
3,1.183673469387755,-416.9294758420633,0.5512,-416.91867854292485,0.5900000000000001,1.183673469387755,-417.06961909587847,0.536,-417.05851168809806,0.56,1.183673469387755,-416.9287905064893,0.576,-416.91894368050015,0.61
4,1.2448979591836735,-416.3400441133488,0.5168,-416.32894053172924,0.546,1.2448979591836735,-416.4715303986361,0.496,-416.4601369548205,0.53,1.2448979591836735,-416.3407217037025,0.536,-416.3304563675431,0.56
5,1.306122448979592,-415.75061237805386,0.4816,-415.7392024963186,0.49800000000000005,1.306122448979592,-415.87344162205983,0.472,-415.8617621305439,0.48,1.306122448979592,-415.75265288162194,0.476,-415.7419690334691,0.51
6,1.3673469387755102,-415.16118066297906,0.45039999999999997,-415.1494644889841,0.46799999999999997,1.3673469387755102,-415.2753529312507,0.44,-415.2633873984116,0.45,1.3673469387755102,-415.1645840580261,0.448,-415.1534816846262,0.48
7,1.4285714285714286,-414.5717489508055,0.4208,-414.55972649814913,0.438,1.4285714285714286,-414.6772642350052,0.412,-414.6650126611633,0.43,1.4285714285714286,-414.5765152256328,0.424,-414.5649943818194,0.45
8,1.489795918367347,-413.98231725195467,0.3856,-413.96998851395256,0.41,1.489795918367347,-414.07917559220897,0.372,-414.0666379764178,0.39,1.489795918367347,-413.9884464011124,0.396,-413.9765070575918,0.41
9,1.5510204081632653,-413.39288552915104,0.3608,-413.38025050041614,0.386,1.5510204081632653,-413.4905215095754,0.352,-413.481424659055,0.36,1.5510204081632653,-413.4003775941698,0.372,-413.3880197290155,0.4
10,1.6122448979591837,-412.80345382339766,0.32639999999999997,-412.7905124945929,0.36,1.6122448979591837,-412.912150280358,0.308,-412.9028690138555,0.35,1.6122448979591837,-412.8123087948386,0.352,-412.7995324160872,0.35
11,1.673469387755102,-412.2140221132028,0.3064,-412.2007744916209,0.32799999999999996,1.673469387755102,-412.3337790114463,0.284,-412.3243133483232,0.31,1.673469387755102,-412.2242399869901,0.336,-412.2110450994086,0.32
12,1.7346938775510203,-411.6245904015191,0.2848,-411.61103649067826,0.3,1.7346938775510203,-411.75540774288834,0.26,-411.74575768322103,0.27,1.7346938775510203,-411.6361711708439,0.308,-411.6225577743503,0.3
13,1.7959183673469388,-411.03515869375116,0.2632,-411.02129849677567,0.278,1.7959183673469388,-411.17703647480624,0.24,-411.1672020186634,0.26,1.7959183673469388,-411.0481023461812,0.288,-411.0340704416163,0.27
14,1.8571428571428572,-410.4457269912121,0.24,-410.43156050844357,0.248,1.8571428571428572,-410.5986652072588,0.204,-410.58864635473714,0.23,1.8571428571428572,-410.4600335194393,0.276,-410.44558310807554,0.26
15,1.9183673469387752,-409.8562952878136,0.22080000000000002,-409.8418225111015,0.22599999999999998,1.9183673469387752,-410.02029394020775,0.188,-410.0100906913845,0.21,1.9183673469387752,-409.8719646959418,0.264,-409.8570957770587,0.25
16,1.979591836734694,-409.2668635755075,0.2016,-409.2520845129046,0.21000000000000002,1.979591836734694,-409.4419226734057,0.172,-409.4315350283021,0.17,1.979591836734694,-409.2838958563695,0.236,-409.2686084353372,0.23
17,2.0408163265306123,-408.6774318691075,0.18480000000000002,-408.6623465163684,0.202,2.0408163265306123,-408.8635514069797,0.156,-408.8529793656468,0.17,2.0408163265306123,-408.6958270506197,0.224,-408.680121120224,0.23
18,2.1020408163265305,-408.0880001985867,0.1672,-408.0726085633022,0.186,2.1020408163265305,-408.2851801409936,0.144,-408.2744237034887,0.16,2.1020408163265305,-408.0982891080643,0.212,-408.0828910897268,0.21
19,2.163265306122449,-407.49856852267334,0.152,-407.48287058947534,0.172,2.163265306122449,-407.7068088753403,0.132,-407.6958680416976,0.16,2.163265306122449,-407.5002004167011,0.188,-407.48451634683494,0.18
20,2.2244897959183674,-406.9091368427616,0.1392,-406.8931326258929,0.166,2.2244897959183674,-407.1284375643421,0.112,-407.1173123549592,0.15,2.2244897959183674,-406.902111801492,0.176,-406.8861417095433,0.18
21,2.2857142857142856,-406.31970512225257,0.12079999999999999,-406.30339462334877,0.152,2.2857142857142856,-406.5500663123751,0.092,-406.5387567008099,0.14,2.2857142857142856,-406.3040231313007,0.156,-406.28776699721567,0.17
22,2.346938775510204,-405.7302734367818,0.1152,-405.7136566409485,0.134,2.346938775510204,-405.9716950331068,0.088,-405.9602010026665,0.12,2.346938775510204,-405.7059345356145,0.152,-405.68939237414713,0.16
23,2.4081632653061225,-405.14084171631725,0.0992,-405.1239186249235,0.126,2.4081632653061225,-405.39332377311297,0.064,-405.3816453507214,0.1,2.4081632653061225,-405.10784591310465,0.12,-405.09101770532186,0.16
24,2.4693877551020407,-404.5514100336807,0.09440000000000001,-404.5341806399915,0.11400000000000002,2.4693877551020407,-404.814952508,0.064,-404.80308969046496,0.08,2.4693877551020407,-404.5097572689818,0.112,-404.4926430210114,0.15
25,2.5306122448979593,-403.96197832775186,0.08399999999999999,-403.9444426485988,0.092,2.5306122448979593,-404.23658119371,0.06,-404.22453398635975,0.07,2.5306122448979593,-403.9116686619113,0.108,-403.8942683706052,0.13
26,2.5918367346938775,-403.372546615975,0.08,-403.35470465082165,0.08399999999999999,2.5918367346938775,-403.65820994218865,0.056,-403.6459783499889,0.06,2.5918367346938775,-403.313580008113,0.096,-403.29589367722633,0.12
27,2.653061224489796,-402.78311495327415,0.068,-402.76496670316607,0.08,2.653061224489796,-403.0798387324824,0.048,-403.0674227315995,0.05,2.653061224489796,-402.7154913493389,0.076,-402.6975189788567,0.12
28,2.7142857142857144,-402.19368320557413,0.0608,-402.1752286627492,0.06799999999999999,2.7142857142857144,-402.50146739725943,0.04,-402.4888670060902,0.04,2.7142857142857144,-402.11740268540785,0.064,-402.0991442786184,0.09
29,2.7755102040816326,-401.60425150483206,0.0576,-401.58549066593,0.064,2.7755102040816326,-401.92309617616263,0.036,-401.9103113797043,0.03,2.7755102040816326,-401.51931396992086,0.06,-401.5007695253809,0.09
30,2.836734693877551,-401.0148198032733,0.056799999999999996,-400.9957526934172,0.06,2.836734693877551,-401.344724947883,0.036,-401.331755757714,0.03,2.836734693877551,-400.9212253079511,0.06,-400.9023948326689,0.09
31,2.8979591836734695,-400.42538810757304,0.052000000000000005,-400.406014703348,0.052000000000000005,2.8979591836734695,-400.76635368076046,0.036,-400.753200095006,0.02,2.8979591836734695,-400.32313669778046,0.06,-400.30402017739186,0.08
32,2.9591836734693877,-399.83595635478514,0.048,-399.81627665415897,0.05,2.9591836734693877,-400.18798241623585,0.032,-400.1746444340388,0.02,2.9591836734693877,-399.7250480470352,0.048,-399.7056454869102,0.08
33,3.020408163265306,-399.24652464049007,0.043199999999999995,-399.2265386544783,0.042,3.020408163265306,-399.60961115441467,0.028,-399.5960887759373,0.02,3.020408163265306,-399.12695935056627,0.044,-399.1072707638731,0.07
34,3.0816326530612246,-398.6570929223773,0.036,-398.6368006433873,0.038,3.0816326530612246,-399.03123982437654,0.02,-399.01753305341254,0.02,3.0816326530612246,-398.52887059762713,0.036,-398.5088959783204,0.06
35,3.142857142857143,-398.0676612204858,0.033600000000000005,-398.04706264403944,0.033999999999999996,3.142857142857143,-398.4528684847908,0.02,-398.43897730783135,0.02,3.142857142857143,-397.9307819173526,0.032,-397.9105212504808,0.04
36,3.204081632653061,-397.47822949184933,0.028000000000000004,-397.4573246258759,0.03,3.204081632653061,-397.8744971896725,0.016,-397.8604215943181,0.01,3.204081632653061,-397.3326931502095,0.028,-397.3121464423948,0.04
