seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj
90,0.5,90,0.1,0.5,1,-0.8536617052917199,0.7575,-0.8531934040307045,0.775,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,0.5423728813559322,90,0.1,0.5,1,-0.8511145853940508,0.7775,-0.8523141653497094,0.772,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,0.5847457627118644,90,0.1,0.5,1,-0.8497529665826985,0.785,-0.8513300370332095,0.776,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,0.6271186440677966,90,0.1,0.5,1,-0.8489158394413038,0.7825,-0.8505880688853549,0.773,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,0.6694915254237288,90,0.1,0.5,1,-0.8483100770409103,0.7675,-0.8501485780461993,0.759,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,0.711864406779661,90,0.1,0.5,1,-0.8477799784129476,0.7425,-0.8497335798323179,0.75,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,0.7542372881355932,90,0.1,0.5,1,-0.847369600937115,0.6975,-0.8494243959820045,0.713,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,0.7966101694915254,90,0.1,0.5,1,-0.8470406539339669,0.6625,-0.8491817747677403,0.672,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,0.8389830508474576,90,0.1,0.5,1,-0.8467492101339542,0.5925,-0.8489658707832457,0.603,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,0.8813559322033898,90,0.1,0.5,1,-0.8465115004068603,0.51,-0.8487813028338981,0.53,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,0.923728813559322,90,0.1,0.5,1,-0.8462808331437227,0.3925,-0.8485681886728617,0.408,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,0.9661016949152542,90,0.1,0.5,1,-0.8460634664257293,0.2675,-0.8483589940580508,0.278,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,1.0084745762711864,90,0.1,0.5,1,-0.8458837710630905,0.185,-0.848183592873128,0.19,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,1.0508474576271185,90,0.1,0.5,1,-0.8457264866042259,0.16,-0.8480316337856466,0.15,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,1.0932203389830508,90,0.1,0.5,1,-0.8455879246541431,0.135,-0.8479036368234937,0.12,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,1.1355932203389831,90,0.1,0.5,1,-0.8454483661099524,0.1275,-0.847777847469229,0.11,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,1.1779661016949152,90,0.1,0.5,1,-0.8452655312872761,0.1175,-0.8476001284230367,0.105,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,1.2203389830508473,90,0.1,0.5,1,-0.8450830350550433,0.105,-0.8474239048242693,0.095,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,1.2627118644067796,90,0.1,0.5,1,-0.8449094986312551,0.1025,-0.8472534422747124,0.086,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,1.305084745762712,90,0.1,0.5,1,-0.8447257694703226,0.0975,-0.8470754137813753,0.082,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,1.347457627118644,90,0.1,0.5,1,-0.8445529617169742,0.09,-0.8469048309717425,0.077,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,1.3898305084745761,90,0.1,0.5,1,-0.8443945255132186,0.0825,-0.8467284238013498,0.067,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,1.4322033898305084,90,0.1,0.5,1,-0.8442448859096412,0.0825,-0.846562366884165,0.064,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,1.4745762711864407,90,0.1,0.5,1,-0.8441154421260311,0.08,-0.8463686941109507,0.062,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,1.5169491525423728,90,0.1,0.5,1,-0.8439811142018252,0.075,-0.8461614896906312,0.057,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,1.559322033898305,90,0.1,0.5,1,-0.8438506361937722,0.07,-0.8459740202739808,0.056,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,1.6016949152542372,90,0.1,0.5,1,-0.8437195648049658,0.0675,-0.8457915857901322,0.051,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,1.6440677966101696,90,0.1,0.5,1,-0.8436147921788648,0.065,-0.845634825583759,0.046,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,1.6864406779661016,90,0.1,0.5,1,-0.8435164498616565,0.06,-0.8454891522962108,0.043,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,1.7288135593220337,90,0.1,0.5,1,-0.8434183599401873,0.06,-0.8453436987339635,0.039,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,1.771186440677966,90,0.1,0.5,1,-0.8432993858650581,0.06,-0.8451441331917365,0.038,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,1.8135593220338984,90,0.1,0.5,1,-0.8431625067861401,0.0525,-0.8449278969049974,0.037,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,1.8559322033898304,90,0.1,0.5,1,-0.8430012368863512,0.05,-0.844697037093962,0.035,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,1.8983050847457625,90,0.1,0.5,1,-0.8428361114801837,0.0475,-0.844466957903444,0.033,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
90,1.9406779661016949,90,0.1,0.5,1,-0.8426798480114168,0.0475,-0.8442511387634568,0.03,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
