,target,test_prob,test_obj,0.25_test_obj,0.75_test_obj,mv_prob,mv_obj,0.25_mv_obj,0.75_mv_obj,pre_prob,pre_obj,0.25_pre_obj,0.75_pre_obj,nonrob_prob,nonrob_obj,scenario_prob,scenario_obj,0.25_nonrob_obj,0.75_nonrob_obj,0.25_scenario_obj,0.75_scenario_obj
0,0.01,0.0199,-0.8504461902952567,-0.8560850190977469,-0.845636904512871,0.0235,-0.827355479409977,-0.832809711355199,-0.8214600839215329,0.0415,-0.840752044179798,-0.8433982986610957,-0.8381057896985002,0.612973809818642,-0.8752308746858584,0.32122416965876854,-0.832762406875451,-0.8844672042504274,-0.8630527410143979,-0.8388400325850516,-0.8302737458093677
0,0.02,0.033600000000000005,-0.8526575391144556,-0.85744774307969,-0.8465817558479483,0.034199999999999994,-0.8312841669215436,-0.834775428821058,-0.8263703675854217,0.035250000000000004,-0.8359868054057746,-0.8366926984602653,-0.8331538897768007,0.612973809818642,-0.8752308746858584,0.32122416965876854,-0.832762406875451,-0.8844672042504274,-0.8630527410143979,-0.8388400325850516,-0.8302737458093677
0,0.03,0.0411,-0.8537401167110052,-0.8593208151485521,-0.8486900265779658,0.0409,-0.8333292662154814,-0.8363371214422233,-0.8286234340618341,0.042555555555555555,-0.83775210754963,-0.8381491067209975,-0.8353002973779007,0.612973809818642,-0.8752308746858584,0.32122416965876854,-0.832762406875451,-0.8844672042504274,-0.8630527410143979,-0.8388400325850516,-0.8302737458093677
0,0.05,0.06100000000000001,-0.8537021761892742,-0.8599586032934559,-0.8497674476125777,0.0655,-0.8398704635100611,-0.8416375151088895,-0.8370142739452182,0.06020000000000001,-0.841925237073559,-0.8426105266533113,-0.8397806228737004,0.612973809818642,-0.8752308746858584,0.32122416965876854,-0.832762406875451,-0.8844672042504274,-0.8630527410143979,-0.8388400325850516,-0.8302737458093677
0,0.08,0.0934,-0.8566278111498425,-0.8632594945450214,-0.8519200127285281,0.0915,-0.84521891340689,-0.8491143977184421,-0.8418955092960031,0.08829999999999999,-0.8471500336123461,-0.8494620954790351,-0.8431970621037082,0.612973809818642,-0.8752308746858584,0.32122416965876854,-0.832762406875451,-0.8844672042504274,-0.8630527410143979,-0.8388400325850516,-0.8302737458093677
0,0.1,0.11140000000000001,-0.8580856760575765,-0.864503029617739,-0.8533815116941945,0.1101,-0.8480302130844033,-0.8518650084477607,-0.8451840450896755,0.11139999999999999,-0.850440593875352,-0.8535723949499677,-0.8460851201306059,0.612973809818642,-0.8752308746858584,0.32122416965876854,-0.832762406875451,-0.8844672042504274,-0.8630527410143979,-0.8388400325850516,-0.8302737458093677
0,0.12,0.12600000000000003,-0.8576576206834071,-0.8656935910991423,-0.8531191597983289,0.1274,-0.8505618030484721,-0.8556295412773953,-0.8480859959443923,0.13209999999999997,-0.8535656936901003,-0.8563069628313379,-0.8488832861502853,0.612973809818642,-0.8752308746858584,0.32122416965876854,-0.832762406875451,-0.8844672042504274,-0.8630527410143979,-0.8388400325850516,-0.8302737458093677
0,0.15,0.1586,-0.8612826655977418,-0.8684353310146625,-0.8567130796146945,0.1568,-0.8550018503760846,-0.8605128798586473,-0.8526358494082824,0.1614,-0.857181046578399,-0.8600146883262687,-0.8522236004751296,0.612973809818642,-0.8752308746858584,0.32122416965876854,-0.832762406875451,-0.8844672042504274,-0.8630527410143979,-0.8388400325850516,-0.8302737458093677
0,0.18,0.18549999999999997,-0.8642608226857312,-0.8711664018043237,-0.8593659632901369,0.18369999999999997,-0.8598394236624867,-0.8628464348208068,-0.8574758450597071,0.19060000000000002,-0.8608648193401915,-0.8641218650378091,-0.8571192027652754,0.612973809818642,-0.8752308746858584,0.32122416965876854,-0.832762406875451,-0.8844672042504274,-0.8630527410143979,-0.8388400325850516,-0.8302737458093677
0,0.2,0.21140000000000003,-0.8641095218250987,-0.8722178742558941,-0.8617573901869826,0.2003,-0.8630776157140845,-0.8677672437037632,-0.8592255926508475,0.2085,-0.8634122021409487,-0.8671961674541282,-0.8593885495697051,0.612973809818642,-0.8752308746858584,0.32122416965876854,-0.832762406875451,-0.8844672042504274,-0.8630527410143979,-0.8388400325850516,-0.8302737458093677
