seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob
40,0.0001,40,0.15,1,1,-0.8111333283498992,0.075,-0.7063550803609616,0.13
40,0.0001438449888287663,40,0.15,1,1,-0.8111333284752831,0.075,-0.7063550811740874,0.13
40,0.00020691380811147902,40,0.15,1,1,-0.8111333284623433,0.075,-0.7063550810852719,0.13
40,0.00029763514416313193,40,0.15,1,1,-0.8111333283734712,0.075,-0.706355080531434,0.13
40,0.00042813323987193956,40,0.15,1,1,-0.8111333283397832,0.075,-0.7063550802963178,0.13
40,0.0006158482110660267,40,0.15,1,1,-0.811133328337622,0.075,-0.7063550813570989,0.13
40,0.0008858667904100822,40,0.15,1,1,-0.8111333283648021,0.075,-0.7063550804113958,0.13
40,0.0012742749857031334,40,0.15,1,1,-0.8111333286878305,0.075,-0.7063550821671604,0.13
40,0.0018329807108324356,40,0.15,1,1,-0.811133328495169,0.075,-0.7063550810465107,0.13
40,0.0026366508987303583,40,0.15,1,1,-0.8111333287294842,0.075,-0.7063550821558524,0.13
40,0.00379269019073225,40,0.15,1,1,-0.8111333284254352,0.075,-0.7063550807021203,0.13
40,0.005455594781168515,40,0.15,1,1,-0.811133328872647,0.075,-0.7063550829626688,0.13
40,0.007847599703514606,40,0.15,1,1,-0.8111333284563266,0.075,-0.7063550808265204,0.13
40,0.011288378916846883,40,0.15,1,1,-0.8111333283853902,0.075,-0.7063550804630571,0.13
40,0.01623776739188721,40,0.15,1,1,-0.8111333290980215,0.075,-0.7063550822891657,0.13
40,0.023357214690901212,40,0.15,1,1,-0.8111333283281397,0.07,-0.7063550805088897,0.13
40,0.03359818286283781,40,0.15,1,1,-0.8111333296147692,0.065,-0.7063550836422862,0.13
40,0.04832930238571752,40,0.15,1,1,-0.8111333299705887,0.065,-0.7063550834640759,0.128
40,0.06951927961775606,40,0.15,1,1,-0.8285662999924979,0.05,-0.7214517954929819,0.086
40,0.1,40,0.15,1,1,-0.8516998131704306,0.01,-0.7691474533793259,0.026
40,0.11,40,0.15,1,1,-0.8547345609736984,0.01,-0.7768414920506936,0.02
40,0.1831578947368421,40,0.15,1,1,-0.8655776975075002,0.015,-0.8023531276390461,0.01
40,0.2563157894736842,40,0.15,1,1,-0.8729303093185848,0.01,-0.8171319027413907,0.002
40,0.3294736842105263,40,0.15,1,1,-0.8667727908761662,0.01,-0.8229727167711189,0.002
40,0.4026315789473684,40,0.15,1,1,-0.8609913761650684,0.01,-0.8253403950733247,0.0
40,0.4757894736842105,40,0.15,1,1,-0.8574333248088442,0.01,-0.8267979812243893,0.0
40,0.5489473684210526,40,0.15,1,1,-0.8527858280083674,0.01,-0.8237984560580556,0.0
40,0.6221052631578947,40,0.15,1,1,-0.8489073624931208,0.01,-0.8205597607229568,0.0
40,0.6952631578947368,40,0.15,1,1,-0.8460264816454627,0.01,-0.8181494072180857,0.0
40,0.7684210526315789,40,0.15,1,1,-0.8433931207877151,0.005,-0.816692099295276,0.0
40,0.841578947368421,40,0.15,1,1,-0.8410906738471785,0.005,-0.8156355064615709,0.0
40,0.9147368421052631,40,0.15,1,1,-0.8392481781940974,0.005,-0.8145148673130339,0.0
40,0.9878947368421053,40,0.15,1,1,-0.8377674581157782,0.005,-0.813502336206883,0.0
40,1.0610526315789475,40,0.15,1,1,-0.8354034386717325,0.005,-0.8120855127890554,0.0
40,1.1342105263157896,40,0.15,1,1,-0.8324048083991576,0.005,-0.8093322880220869,0.0
40,1.2073684210526316,40,0.15,1,1,-0.8276390302643523,0.005,-0.8048195304169846,0.0
40,1.2805263157894737,40,0.15,1,1,-0.8230451238911263,0.005,-0.80071897891647,0.0
40,1.3536842105263158,40,0.15,1,1,-0.8195555602920678,0.005,-0.7981257271620102,0.0
40,1.426842105263158,40,0.15,1,1,-0.8167013787439646,0.005,-0.7960424735216937,0.0
40,1.5,40,0.15,1,1,-0.8142442188890534,0.005,-0.7941986600783012,0.0
