,step,Validate_val,Lower_validate,Upper_validate,Probability_violations_validate,Violations_validate,Coverage_validate,Avg_prob_validate,Rho
0,"(0,)",-4.1959111210343325,-6.6739249738805135,0.0,[0.035],0.7570735276866661,0.745,0.035,1.0
1,"(100,)",-4.666887384337489,-7.210093815801745,0.0,[0.085],1.438215895148153,0.68,0.085,1.0
2,"(200,)",-4.727542183029231,-7.271336370925447,0.0,[0.095],1.5772696587760122,0.66,0.095,1.0
3,"(300,)",-4.736869789605596,-7.280967312241742,0.0,[0.095],1.59698524195075,0.66,0.095,1.0
4,"(400,)",-4.743116478066112,-7.288399626257878,0.0,[0.095],1.6116587438429562,0.66,0.095,1.0
5,"(500,)",-4.744138256171462,-7.28967186755051,0.0,[0.095],1.6132913194941423,0.66,0.095,1.0
