,seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob
11,0,1.673469387755102,0,0.2,2.0,1,-409.773294560822,0.05,-409.19569459842506,0.068
13,10,1.7959183673469388,10,0.3,1.0,1,-407.48140050775214,0.05,-407.2458234762682,0.028
17,20,2.0408163265306123,20,0.3,1.0,1,-410.76573353772807,0.06,-410.53146135514623,0.088
9,30,1.5510204081632653,30,0.2,0.5,1,-406.0441130030915,0.06,-405.8666240295981,0.044
17,40,2.0408163265306123,40,0.2,2.0,1,-405.517392129326,0.06,-404.9860556748762,0.028
