seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in
0,0,0.6223959479356779,0.19195010264875784,0.44239011599206507,-0.4778451332397645,-0.8305945722098054,-1.1221415296213595
