,target,test_prob,test_obj,0.25_test_obj,0.75_test_obj,mv_prob,mv_obj,0.25_mv_obj,0.75_mv_obj,pre_prob,pre_obj,0.25_pre_obj,0.75_pre_obj,dro_prob,dro_obj,0.25_dro_obj,0.75_dro_obj,nonrob_prob,nonrob_obj,scenario_prob,scenario_obj,0.25_nonrob_obj,0.75_nonrob_obj,0.25_scenario_obj,0.75_scenario_obj
0,0.01,0.032200000000000006,-0.8541602328011546,-0.8628758597898629,-0.8434723681378036,0.020399999999999998,-0.8058244548017042,-0.8106046472132958,-0.7995037230478295,0.027199999999999995,-0.8191350428309828,-0.8278781270106657,-0.8113471037429999,0.0264,-0.8051233960431807,-0.8179467601545929,-0.7962636522709327,0.6266721719396646,-0.8742552271981519,0.39788827173502633,-0.8230205657245733,-0.9030131676169048,-0.8571562882475992,-0.8276007650036177,-0.8135806781494475
0,0.02,0.045799999999999993,-0.8592782758502564,-0.8631183640752973,-0.8551525677551036,0.032,-0.8088217487410979,-0.8119953121848923,-0.8043395893400187,0.0404,-0.8218097428904247,-0.8280668854144229,-0.8153862266697296,0.0392,-0.8089207698274423,-0.8197820294757602,-0.7998983258799612,0.6266721719396646,-0.8742552271981519,0.39788827173502633,-0.8230205657245733,-0.9030131676169048,-0.8571562882475992,-0.8276007650036177,-0.8135806781494475
0,0.03,0.0512,-0.8592390895249498,-0.8638722144976108,-0.8551855231416527,0.035,-0.8094757043239946,-0.812247194479949,-0.8049962048738359,0.0508,-0.8238701938409472,-0.8292011903399972,-0.8165697491214383,0.04359999999999999,-0.8103264744372349,-0.8205717799997362,-0.8016173377529625,0.6266721719396646,-0.8742552271981519,0.39788827173502633,-0.8230205657245733,-0.9030131676169048,-0.8571562882475992,-0.8276007650036177,-0.8135806781494475
0,0.05,0.0736,-0.8628820936400923,-0.8699292882492283,-0.8566219362805936,0.06040000000000001,-0.8153579367395414,-0.8195155448069307,-0.8138496757851783,0.06920000000000001,-0.8277138254202349,-0.8333575500751271,-0.8187873292006935,0.06939999999999999,-0.8169583952133281,-0.8277387651984695,-0.8072847987340019,0.6266721719396646,-0.8742552271981519,0.39788827173502633,-0.8230205657245733,-0.9030131676169048,-0.8571562882475992,-0.8276007650036177,-0.8135806781494475
0,0.08,0.1014,-0.8649708814514542,-0.8693834764801778,-0.8581669829765883,0.09559999999999999,-0.8239736495149745,-0.8299363805936181,-0.8210537362827898,0.1012,-0.8323002947504035,-0.8414454563580263,-0.8226304588149139,0.1006,-0.8244142735837345,-0.8333958387826683,-0.8171082050673111,0.6266721719396646,-0.8742552271981519,0.39788827173502633,-0.8230205657245733,-0.9030131676169048,-0.8571562882475992,-0.8276007650036177,-0.8135806781494475
0,0.1,0.1332,-0.866671304445104,-0.8713026125468237,-0.8604272520446856,0.1106,-0.8278488481806383,-0.8342998847959868,-0.8231957247510409,0.12940000000000002,-0.8362355503405062,-0.8445563937517843,-0.8257753573549478,0.1182,-0.828615290440253,-0.8380433879012748,-0.8201025755239449,0.6266721719396646,-0.8742552271981519,0.39788827173502633,-0.8230205657245733,-0.9030131676169048,-0.8571562882475992,-0.8276007650036177,-0.8135806781494475
0,0.12,0.1496,-0.8677090095777231,-0.874358567389548,-0.8607550624167692,0.1318,-0.8324005789748181,-0.8401881350641371,-0.8260824144285821,0.1416,-0.8374453780745128,-0.8470544827178512,-0.8271704956694469,0.13599999999999998,-0.8315675692672284,-0.8404296816925646,-0.8223249973015767,0.6266721719396646,-0.8742552271981519,0.39788827173502633,-0.8230205657245733,-0.9030131676169048,-0.8571562882475992,-0.8276007650036177,-0.8135806781494475
0,0.15,0.17959999999999998,-0.8680301326066319,-0.8764814223169312,-0.858144236432918,0.15979999999999997,-0.838189361985107,-0.8463783211087695,-0.8316924091816029,0.16419999999999996,-0.8406594880939517,-0.848478116917025,-0.8302162314752447,0.1636,-0.8368426190456043,-0.8470801917609967,-0.8268904334762944,0.6266721719396646,-0.8742552271981519,0.39788827173502633,-0.8230205657245733,-0.9030131676169048,-0.8571562882475992,-0.8276007650036177,-0.8135806781494475
0,0.18,0.2084,-0.8707371047044095,-0.8811726379985778,-0.858340060110155,0.19280000000000003,-0.8450120126195356,-0.8507340253375396,-0.8401309338516161,0.19419999999999998,-0.8452577208655704,-0.8522626956220682,-0.8344679559770932,0.2,-0.8435722144704372,-0.8536720811240344,-0.833773071389798,0.6266721719396646,-0.8742552271981519,0.39788827173502633,-0.8230205657245733,-0.9030131676169048,-0.8571562882475992,-0.8276007650036177,-0.8135806781494475
0,0.2,0.2378,-0.872601443148014,-0.88163980513436,-0.861379399164578,0.2162,-0.8504766105372614,-0.8552875084762043,-0.8441951159444496,0.2184,-0.8474936733726033,-0.855435733044966,-0.8348341192222617,0.2156,-0.8462236804602531,-0.8543814427422063,-0.8368693595984826,0.6266721719396646,-0.8742552271981519,0.39788827173502633,-0.8230205657245733,-0.9030131676169048,-0.8571562882475992,-0.8276007650036177,-0.8135806781494475
