seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time
90,0.0001,90,0.05,1,1,-0.835821099901765,0.955,-0.7471955401228154,0.964,0.000558318
90,0.00021544346900318845,90,0.05,1,1,-0.8358210998509551,0.955,-0.7471955401380492,0.964,0.000558318
90,0.00046415888336127773,90,0.05,1,1,-0.8358210998871152,0.955,-0.7471955401468335,0.964,0.000558318
90,0.001,90,0.05,1,1,-0.8358210998657364,0.955,-0.747195540128794,0.964,0.000558318
90,0.002154434690031882,90,0.05,1,1,-0.835821099867883,0.955,-0.7471955401298256,0.964,0.000558318
90,0.004641588833612777,90,0.05,1,1,-0.8358210999048155,0.955,-0.7471955401278051,0.964,0.000558318
90,0.01,90,0.05,1,1,-0.8358210998631108,0.95,-0.7471955401237065,0.962,0.000558318
90,0.021544346900318822,90,0.05,1,1,-0.835821099889873,0.945,-0.7471955401377379,0.958,0.000558318
90,0.046415888336127774,90,0.05,1,1,-0.8358210999332003,0.93,-0.7471955401312251,0.946,0.000558318
90,0.1,90,0.05,1,1,-0.8560936946812256,0.9,-0.7425867286777188,0.902,0.000558318
90,0.11,90,0.05,1,1,-0.8571050935027367,0.87,-0.7424211519716232,0.896,0.000558318
90,0.14708333333333334,90,0.05,1,1,-0.8590668864204034,0.845,-0.7420295125519291,0.878,0.000558318
90,0.18416666666666667,90,0.05,1,1,-0.8608601079685431,0.815,-0.751426763053415,0.812,0.000558318
90,0.22125,90,0.05,1,1,-0.866374340416879,0.76,-0.7569258556636462,0.778,0.000558318
90,0.25833333333333336,90,0.05,1,1,-0.8634993275998468,0.7,-0.757455524442447,0.712,0.000558318
90,0.29541666666666666,90,0.05,1,1,-0.8487252413017045,0.63,-0.7606797708915933,0.652,0.000558318
90,0.3325,90,0.05,1,1,-0.8550855398203457,0.53,-0.7692077046877653,0.56,0.000558318
90,0.3695833333333333,90,0.05,1,1,-0.8738910499395902,0.49,-0.7822569233238051,0.506,0.000558318
90,0.4066666666666667,90,0.05,1,1,-0.8737058372893256,0.435,-0.7850769148133254,0.462,0.000558318
90,0.44375000000000003,90,0.05,1,1,-0.8797141974129845,0.37,-0.8013111545863366,0.372,0.000558318
90,0.48083333333333333,90,0.05,1,1,-0.8790665865713126,0.335,-0.8027254223810324,0.342,0.000558318
90,0.5179166666666667,90,0.05,1,1,-0.8792571849483473,0.315,-0.8032214131266544,0.31,0.000558318
90,0.555,90,0.05,1,1,-0.8786657553924863,0.25,-0.8034565522167582,0.276,0.000558318
90,0.5920833333333334,90,0.05,1,1,-0.8780468522924673,0.21,-0.8036465089748791,0.186,0.000558318
90,0.6291666666666667,90,0.05,1,1,-0.87493055147474,0.165,-0.8115777875218463,0.126,0.000558318
90,0.66625,90,0.05,1,1,-0.8722641991849415,0.135,-0.8183860895838243,0.114,0.000558318
90,0.7033333333333334,90,0.05,1,1,-0.871137914475938,0.13,-0.8207550301429926,0.106,0.000558318
90,0.7404166666666667,90,0.05,1,1,-0.8831210493329528,0.065,-0.8290557892465642,0.07,0.000558318
90,0.7775000000000001,90,0.05,1,1,-0.8837031812207252,0.045,-0.8292536858633921,0.056,0.000558318
90,0.8145833333333333,90,0.05,1,1,-0.8932471930493842,0.035,-0.8370531909129372,0.048,0.000558318
90,0.8516666666666667,90,0.05,1,1,-0.8954846678510873,0.03,-0.8389574749078444,0.04,0.000558318
90,0.88875,90,0.05,1,1,-0.8963117948663037,0.025,-0.8398738201502045,0.032,0.000558318
90,0.9258333333333334,90,0.05,1,1,-0.8968723938393603,0.025,-0.8409494936977592,0.032,0.000558318
90,0.9629166666666668,90,0.05,1,1,-0.8971789259442927,0.025,-0.841512928881481,0.024,0.000558318
90,1.0,90,0.05,1,1,-0.8972983850014086,0.02,-0.8419635212690804,0.018,0.000558318
90,1.1,90,0.05,1,1,-0.8974010891069675,0.02,-0.8427321724843106,0.018,0.000558318
90,1.2512820512820513,90,0.05,1,1,-0.8973042185761352,0.005,-0.842970181211185,0.01,0.000558318
90,1.4025641025641027,90,0.05,1,1,-0.9022041295186075,0.005,-0.8434584932574202,0.006,0.000558318
