,step,Lagrangian_val,Train_val,Probability_violations_train,Violations_train,Avg_prob_train,A_norm,lam_list,mu,alpha,alphagrad,gradnorm,Rho
0,0,-2.975214812897022,-4.654748414481924,[0.04],0.4429403857374693,0.04,34.289299269092155,[1.44294039],1,0.0,tensor(-0.4329),"[np.float64(0.6136624199953791), np.float64(9.131995783165918), np.float64(0.0), np.float64(2.424619603530999)]",1.0
1,1,-2.7620673876936395,-4.69717788020804,[0.03],0.601124673534711,0.03,34.24382079300692,[1.44294039],1,9.99999976899023e-05,tensor(1.8397),"[np.float64(0.6135082727071941), np.float64(9.132137045589518), np.float64(0.00039999999528868757), np.float64(2.4244675473483928)]",1.0
2,2,-2.779190794886559,-4.703105558821309,[0.03],0.6040932662645511,0.03,34.19864172765825,[1.44294039],1,4.290304025450064e-05,tensor(1.8423),"[np.float64(0.6133546326034991), np.float64(9.132276371231882), np.float64(0.0007971078722740839), np.float64(2.424316034419442)]",1.0
3,3,-2.7961771457558284,-4.709038598509097,[0.03],0.6071163717225059,0.03,34.15351056197143,[1.44294039],1,-3.329660142108569e-05,tensor(-2.6309),"[np.float64(0.6132011794691291), np.float64(9.132416255712721), np.float64(0.001194107572203222), np.float64(2.424164481351739)]",1.0
4,4,-2.813146216413427,-4.714974375680969,[0.03],0.6101388766447561,0.03,34.10841861379693,[1.44294039],1,-3.644393978896014e-05,tensor(-2.6348),"[np.float64(0.6130478544409006), np.float64(9.13255652680808), np.float64(0.0015910108028074712), np.float64(2.424012882886479)]",1.0
5,5,-2.8301843292599185,-4.720910811789353,[0.03],0.6131185795478915,0.03,34.06337035642001,[1.44294039],1,-7.105589455403752e-06,tensor(-2.6386),"[np.float64(0.6128946396344792), np.float64(9.132697051232643), np.float64(0.001987688368100583), np.float64(2.423861259502142)]",1.0
6,6,-2.847070440433073,-4.726846594351921,[0.03],0.6161623834313646,0.03,34.01837076501301,[1.44294039],1,4.0933164685202727e-05,tensor(1.8532),"[np.float64(0.6127415284689983), np.float64(9.132837746359709), np.float64(0.0023840045349965704), np.float64(2.423709629378994)]",1.0
7,7,-2.863953753457283,-4.7327808535665215,[0.03],0.6191970261979354,0.03,33.973424135304946,[1.44294039],1,6.369271056221805e-05,tensor(1.8559),"[np.float64(0.6125885187362724), np.float64(9.132978558604282), np.float64(0.0027798285961708447), np.float64(2.4235580072828427)]",1.0
8,8,-2.8804260732176705,-4.73865043430934,[0.035],0.6224196532671048,0.035,33.92853405866737,[1.44294039],1,6.708124179127853e-05,tensor(1.8244),"[np.float64(0.6124356100584797), np.float64(9.133119451334805), np.float64(0.0031750348339001713), np.float64(2.4234064053646853)]",1.0
9,9,-2.896530119755459,-4.7444668435550685,[0.035],0.6257834858524594,0.035,33.88380375227492,[1.44294039],1,5.546238123881735e-05,tensor(1.8274),"[np.float64(0.6122830907631084), np.float64(9.133259827300103), np.float64(0.003568564761751282), np.float64(2.423255270175977)]",1.0
10,10,-2.912603114429655,-4.750278452655474,[0.035],0.6291305263130428,0.035,33.83921224545158,[1.44294039],1,3.1724570692874546e-05,tensor(1.8303),"[np.float64(0.6121308938389227), np.float64(9.133399797918168), np.float64(0.003960500583042915), np.float64(2.4231045096797366)]",1.0
