,step,Validate_val,Lower_validate,Upper_validate,Probability_violations_validate,Violations_validate,Coverage_validate,Avg_prob_validate,Rho
0,"(0,)",-4.0939454420843875,-6.608797931353957,-8.886864577561937e-10,[0.065],0.8648123910977312,0.725,0.065,1.0
1,"(100,)",-4.150641325757516,-6.613367644629168,-0.01638169046457083,[0.065],0.9964345996624847,0.72,0.065,1.0
2,"(200,)",-4.067667904523271,-6.497973957992436,-0.06292345662672894,[0.065],0.9407178641160429,0.725,0.065,1.0
3,"(300,)",-4.064347531296616,-6.494398342035582,0.0,[0.065],0.9270713918880216,0.73,0.065,1.0
4,"(400,)",-4.060147602788109,-6.488849759372718,0.0,[0.065],0.9237576449950283,0.73,0.065,1.0
5,"(500,)",-4.059216734668862,-6.487857707071816,0.0,[0.065],0.923710423429135,0.73,0.065,1.0
