seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj
90,0.5,90,0.4,0.5,1,-0.9251416259749548,0.7725,-0.9225100430082616,0.782,0.6652949948240707,-0.866083882893195,0.38725687367727235,-0.8459449300411975
90,0.5423728813559322,90,0.4,0.5,1,-0.9242828953320149,0.77,-0.9215975181560789,0.774,0.6652949948240707,-0.866083882893195,0.38725687367727235,-0.8459449300411975
90,0.5847457627118644,90,0.4,0.5,1,-0.9235134258854294,0.7625,-0.9209442739004627,0.756,0.6652949948240707,-0.866083882893195,0.38725687367727235,-0.8459449300411975
90,0.6271186440677966,90,0.4,0.5,1,-0.9228243915515643,0.7425,-0.9202473926167376,0.74,0.6652949948240707,-0.866083882893195,0.38725687367727235,-0.8459449300411975
90,0.6694915254237288,90,0.4,0.5,1,-0.9222781177376149,0.71,-0.919631247523927,0.713,0.6652949948240707,-0.866083882893195,0.38725687367727235,-0.8459449300411975
90,0.711864406779661,90,0.4,0.5,1,-0.9217883000779702,0.68,-0.9190505859869551,0.684,0.6652949948240707,-0.866083882893195,0.38725687367727235,-0.8459449300411975
90,0.7542372881355932,90,0.4,0.5,1,-0.9213582671054303,0.64,-0.9185535593585816,0.654,0.6652949948240707,-0.866083882893195,0.38725687367727235,-0.8459449300411975
90,0.7966101694915254,90,0.4,0.5,1,-0.9209904740836589,0.5925,-0.9181240998176148,0.604,0.6652949948240707,-0.866083882893195,0.38725687367727235,-0.8459449300411975
90,0.8389830508474576,90,0.4,0.5,1,-0.9206807090822986,0.5175,-0.9177300974725745,0.544,0.6652949948240707,-0.866083882893195,0.38725687367727235,-0.8459449300411975
90,0.8813559322033898,90,0.4,0.5,1,-0.92040550768699,0.41,-0.917409795397103,0.451,0.6652949948240707,-0.866083882893195,0.38725687367727235,-0.8459449300411975
90,0.923728813559322,90,0.4,0.5,1,-0.9201766503564198,0.3325,-0.9171429583759712,0.385,0.6652949948240707,-0.866083882893195,0.38725687367727235,-0.8459449300411975
90,0.9661016949152542,90,0.4,0.5,1,-0.9199816399156336,0.2875,-0.9169111638737552,0.331,0.6652949948240707,-0.866083882893195,0.38725687367727235,-0.8459449300411975
90,1.0084745762711864,90,0.4,0.5,1,-0.9198241413661791,0.2475,-0.9166785630396885,0.282,0.6652949948240707,-0.866083882893195,0.38725687367727235,-0.8459449300411975
90,1.0508474576271185,90,0.4,0.5,1,-0.9196801168197354,0.2325,-0.9164684652133656,0.258,0.6652949948240707,-0.866083882893195,0.38725687367727235,-0.8459449300411975
90,1.0932203389830508,90,0.4,0.5,1,-0.9195210046814484,0.2125,-0.9162504992795839,0.242,0.6652949948240707,-0.866083882893195,0.38725687367727235,-0.8459449300411975
90,1.1355932203389831,90,0.4,0.5,1,-0.919353211966106,0.1925,-0.9160382486545211,0.224,0.6652949948240707,-0.866083882893195,0.38725687367727235,-0.8459449300411975
90,1.1779661016949152,90,0.4,0.5,1,-0.9192023705214402,0.175,-0.9158474308513526,0.207,0.6652949948240707,-0.866083882893195,0.38725687367727235,-0.8459449300411975
90,1.2203389830508473,90,0.4,0.5,1,-0.9190639056250187,0.155,-0.9156630211980392,0.181,0.6652949948240707,-0.866083882893195,0.38725687367727235,-0.8459449300411975
