,mean_eta,mean_init_rho,mean_valid_obj,mean_valid_prob,mean_test_obj,mean_test_prob,mean_time,0.25_eta,0.25_init_rho,0.25_valid_obj,0.25_valid_prob,0.25_test_obj,0.25_test_prob,0.25_time,0.75_eta,0.75_init_rho,0.75_valid_obj,0.75_valid_prob,0.75_test_obj,0.75_test_prob,0.75_time
0,0.05,1.0,-0.8267385060709098,0.13244,-0.8224597189616886,0.13175466666666666,0.0004703637,0.05,1.0,-0.864046015121228,0.0,-0.8547901393773949,0.0,0.000405559,0.05,1.0,-0.7894713466202222,0.17,-0.7933416142916432,0.176,0.000539258
1,0.1,1.0,-0.8266867647833481,0.19128,-0.8161591607002628,0.188896,0.00048102,0.1,1.0,-0.8953096908167641,0.0,-0.8515110203092698,0.0,0.000399479,0.1,1.0,-0.763462121227676,0.33,-0.7922857491661043,0.332,0.000555979
2,0.15,1.0,-0.8198219183220649,0.27725333333333335,-0.8174839711450309,0.28162133333333333,0.0004553131,0.15,1.0,-0.8608833965122351,0.0,-0.8765987711583674,0.0,0.000422959,0.15,1.0,-0.7799382995895243,0.6074999999999999,-0.7655816334351181,0.61,0.000513239
3,0.2,1.0,-0.8270530582039333,0.28661333333333333,-0.8250004208847374,0.28874133333333335,0.000464463,0.2,1.0,-0.8791926772230263,0.0,-0.8577842163121016,0.0,0.000418139,0.2,1.0,-0.7725009035862652,0.61,-0.7746446635726641,0.615,0.000516559
4,0.23,1.0,-0.8430647204206528,0.30404,-0.8322383312584641,0.30937600000000004,0.00042417690000000005,0.23,1.0,-0.8863139583673962,0.0,-0.8895221360712339,0.0,0.000350079,0.23,1.0,-0.7994078072374079,0.6875,-0.7893661332997072,0.701,0.000482899
5,0.25,1.0,-0.8315712871579196,0.31248,-0.8322466913313945,0.314864,0.0004693099,0.25,1.0,-0.8790008405546406,0.0,-0.8771279594381896,0.0,0.000403039,0.25,1.0,-0.797311699951669,0.715,-0.792110183515754,0.711,0.000555688
6,0.3,1.0,-0.8419609232630978,0.31356,-0.8212965077727887,0.32124800000000003,0.0004240342,0.3,1.0,-0.8914148864773294,0.0,-0.861330872367013,0.0,0.000356429,0.3,1.0,-0.7848260188636496,0.69,-0.7861953464404944,0.727,0.000480429
7,0.33,1.0,-0.8387753216101975,0.31284,-0.8130456446605774,0.32061866666666666,0.000435479,0.33,1.0,-0.8815152292847452,0.0,-0.855104727487317,0.0,0.000356849,0.33,1.0,-0.797705917812964,0.69,-0.7605301997448063,0.719,0.000528978
8,0.35,1.0,-0.8377728010789061,0.3240266666666667,-0.8149768610282411,0.3272853333333333,0.0004967637,0.35,1.0,-0.8747977589097399,0.0,-0.8606455378007252,0.0,0.000424519,0.35,1.0,-0.7899679588145256,0.74,-0.7795130095223516,0.751,0.000532878
