,mean_eta,mean_init_rho,mean_valid_obj,mean_valid_prob,mean_test_obj,mean_test_prob,mean_time,mean_valid_cover,mean_test_cover,0.25_eta,0.25_init_rho,0.25_valid_obj,0.25_valid_prob,0.25_test_obj,0.25_test_prob,0.25_time,0.25_valid_cover,0.25_test_cover,0.75_eta,0.75_init_rho,0.75_valid_obj,0.75_valid_prob,0.75_test_obj,0.75_test_prob,0.75_time,0.75_valid_cover,0.75_test_cover
0,0.05,1.0,-0.8298452996890631,0.22429333333333334,-0.8334303785957973,0.22155199999999997,0.00046369040000000003,0.0,4.800000000000001e-05,0.05,1.0,-0.8839283913973062,0.0,-0.8464857842032688,0.0,0.00039667,0.0,0.0,0.05,1.0,-0.8064054475638189,0.4475,-0.8120875809883205,0.44,0.00051625,0.0,0.0
1,0.1,1.0,-0.8331863280072729,0.24992,-0.817380772466153,0.2535786666666667,0.00039652210000000004,0.0,0.0,0.1,1.0,-0.9032733314902569,0.0,-0.8756488242831739,0.0,0.00033644,0.0,0.0,0.1,1.0,-0.7522506742321412,0.5,-0.7645402849945969,0.524,0.00046332,0.0,0.0
2,0.15,1.0,-0.8211440716749077,0.2651466666666667,-0.8099892674622927,0.272368,0.0003972352,0.0,0.00022933333333333334,0.15,1.0,-0.8843460558311911,0.0,-0.844755809187067,0.0,0.00031138,0.0,0.0,0.15,1.0,-0.7475541765822777,0.57,-0.7705594328530896,0.579,0.00048103,0.0,0.0
3,0.2,1.0,-0.8155858234859759,0.2901066666666667,-0.8260939630349053,0.29152,0.0004277633,0.0,0.0,0.2,1.0,-0.858116966602784,0.0,-0.8621771783671104,0.0,0.000353171,0.0,0.0,0.2,1.0,-0.7668517430787649,0.63,-0.7861164756685108,0.632,0.00051665,0.0,0.0
4,0.23,1.0,-0.8259606788574161,0.30402666666666667,-0.8082880092887391,0.305328,0.0004100526,2.6666666666666667e-05,0.0,0.23,1.0,-0.8792372302439078,0.0,-0.8494047581331877,0.004,0.00034928,0.0,0.0,0.23,1.0,-0.777656037571552,0.63,-0.7715726219928258,0.656,0.000415691,0.0,0.0
5,0.25,1.0,-0.8307478362290994,0.28881333333333337,-0.8236819752124189,0.29064533333333337,0.00038455750000000006,0.0,0.0,0.25,1.0,-0.8896299729740953,0.0,-0.8719980148119962,0.004,0.00032877,0.0,0.0,0.25,1.0,-0.74864247252701,0.61,-0.7858425446600136,0.612,0.00044329,0.0,0.0
6,0.3,1.0,-0.8419821241180961,0.3151466666666667,-0.8347351425855614,0.31441066666666667,0.0003986985,0.0,3.2e-05,0.3,1.0,-0.9010208719520341,0.0,-0.882626786675046,0.0,0.000358441,0.0,0.0,0.3,1.0,-0.8035177424890332,0.67,-0.790689022410851,0.684,0.000466391,0.0,0.0
7,0.33,1.0,-0.8394938169769655,0.31673333333333337,-0.8337133687556825,0.3239306666666667,0.00038690799999999994,0.0,6.933333333333334e-05,0.33,1.0,-0.9139302878415414,0.0,-0.8724137624287532,0.0,0.00033463,0.0,0.0,0.33,1.0,-0.7703300906441859,0.68,-0.8037578418034059,0.72,0.00040561,0.0,0.0
8,0.35,1.0,-0.8340636021557254,0.3208933333333333,-0.8092316176975276,0.3306826666666667,0.000398861,0.0,0.0,0.35,1.0,-0.8990461926291824,0.0,-0.8595827834435864,0.004,0.0003271,0.0,0.0,0.35,1.0,-0.7769674766066519,0.69,-0.7671679441258482,0.71,0.00048531,0.0,0.0
