,mean_eta,mean_init_rho,mean_valid_obj,mean_valid_prob,mean_test_obj,mean_test_prob,mean_time,0.25_eta,0.25_init_rho,0.25_valid_obj,0.25_valid_prob,0.25_test_obj,0.25_test_prob,0.25_time,0.75_eta,0.75_init_rho,0.75_valid_obj,0.75_valid_prob,0.75_test_obj,0.75_test_prob,0.75_time
0,0.05,1.0,-0.8089421124966844,0.20205333333333333,-0.8128240554645504,0.20490133333333332,0.0005177256999999999,0.05,1.0,-0.8406464364580699,0.0,-0.8310493535157821,0.0,0.000399679,0.05,1.0,-0.7577883725012347,0.3475,-0.7914373753926085,0.345,0.000558898
1,0.1,1.0,-0.8357761591728435,0.2228933333333333,-0.8041440297176543,0.233504,0.0004678912,0.1,1.0,-0.8923135099585198,0.0,-0.8509229351565284,0.0,0.00039087,0.1,1.0,-0.7788455930179802,0.43,-0.7763023766604347,0.475,0.000525149
2,0.15,1.0,-0.8183264100427056,0.2693466666666667,-0.8144969278030381,0.271392,0.0005000529,0.15,1.0,-0.8585871561437111,0.0,-0.8454628179888097,0.0,0.000466699,0.15,1.0,-0.7654113089306462,0.57,-0.7900764246767887,0.576,0.000544029
3,0.2,1.0,-0.8457034367370599,0.2664533333333333,-0.8228791404447087,0.266928,0.0004768728,0.2,1.0,-0.9033020170651351,0.0,-0.8509530765348815,0.0,0.00038147,0.2,1.0,-0.7922380756226923,0.5774999999999999,-0.7936797110470424,0.583,0.000549039
4,0.23,1.0,-0.8396756634375601,0.28524,-0.821650264961625,0.28441066666666664,0.00046025480000000006,0.23,1.0,-0.882952871063788,0.0,-0.859627935287313,0.0,0.000362269,0.23,1.0,-0.7968753225552266,0.6174999999999999,-0.7897185336547243,0.611,0.000560239
5,0.25,1.0,-0.8260651358571096,0.29632000000000003,-0.8100070602506858,0.29800533333333334,0.0004819169,0.25,1.0,-0.8740434554092119,0.0,-0.8475996812276694,0.0,0.000396609,0.25,1.0,-0.7809553105429781,0.66,-0.7725120722971197,0.651,0.000561809
6,0.3,1.0,-0.8286412764026031,0.29841333333333336,-0.830589442807133,0.2958773333333333,0.00045172580000000004,0.3,1.0,-0.8720500322009568,0.0,-0.8629575997662148,0.0,0.000360179,0.3,1.0,-0.7842383597494001,0.66,-0.795702102677202,0.655,0.000525488
7,0.33,1.0,-0.8366048698011767,0.3129866666666667,-0.818989090554672,0.3168373333333333,0.00046713809999999995,0.33,1.0,-0.8786449972512833,0.0,-0.8554033085616704,0.0,0.00038756,0.33,1.0,-0.7894115677617227,0.69,-0.7790763607564664,0.712,0.000520559
8,0.35,1.0,-0.8270086055145984,0.3118933333333333,-0.821736442838053,0.3128053333333333,0.0004625029,0.35,1.0,-0.865599346694797,0.0,-0.8608415010777556,0.0,0.000390979,0.35,1.0,-0.7757608261810867,0.7075,-0.7921801364845414,0.699,0.000511889
