seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg,scenario_cvar,nonrob_cvar
70,70,0.642087114430274,-0.06201929558843744,0.2843885542996093,-0.6619844697601397,-0.7768268612428363,-1.0353640189379083,-0.8370600030843265,-0.8697745911348583,-0.5560550396399365,0.3197708531026706
