seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time,valid_cover,test_cover
2,0.5,2,0.1,3,1,-5.555872055592929,0.205,-5.491382671669351,0.198,0.00014224,0.3175,0.312
2,0.5408163265306123,2,0.1,3,1,-5.480669442571541,0.1775,-5.409477495860503,0.177,0.00014224,0.3725,0.352
2,0.5816326530612245,2,0.1,3,1,-5.402578655717239,0.1675,-5.3198061618937755,0.158,0.00014224,0.4125,0.392
2,0.6224489795918368,2,0.1,3,1,-5.338064765516733,0.15,-5.23841793015143,0.145,0.00014224,0.4525,0.43
2,0.6632653061224489,2,0.1,3,1,-5.269567993911014,0.1425,-5.151776221931615,0.128,0.00014224,0.49,0.477
2,0.7040816326530612,2,0.1,3,1,-5.1950367804831465,0.1325,-5.059310428297131,0.114,0.00014224,0.5275,0.516
2,0.7448979591836735,2,0.1,3,1,-5.1142059940527,0.105,-4.962082951578448,0.103,0.00014224,0.5625,0.56
2,0.7857142857142857,2,0.1,3,1,-5.029623458731709,0.095,-4.867832380544243,0.096,0.00014224,0.605,0.609
2,0.8265306122448979,2,0.1,3,1,-4.942469652867789,0.085,-4.773946057793382,0.084,0.00014224,0.6475,0.644
2,0.8673469387755102,2,0.1,3,1,-4.854177616492653,0.075,-4.677615936131404,0.072,0.00014224,0.6675,0.674
2,0.9081632653061225,2,0.1,3,1,-4.786220071460881,0.0675,-4.597511816731188,0.064,0.00014224,0.6975,0.699
2,0.9489795918367346,2,0.1,3,1,-4.714307136390552,0.06,-4.515099885131113,0.05,0.00014224,0.72,0.735
2,0.9897959183673469,2,0.1,3,1,-4.642593826120901,0.0475,-4.435067142744107,0.042,0.00014224,0.73,0.767
2,1.030612244897959,2,0.1,3,1,-4.565661950219598,0.0275,-4.353999173144806,0.038,0.00014224,0.76,0.787
2,1.0714285714285714,2,0.1,3,1,-4.487141898511274,0.0225,-4.27719383492339,0.035,0.00014224,0.7875,0.815
2,1.1122448979591835,2,0.1,3,1,-4.4083018359129245,0.0175,-4.199670312460463,0.031,0.00014224,0.815,0.836
2,1.1530612244897958,2,0.1,3,1,-4.3286447880370895,0.0125,-4.121378747390308,0.029,0.00014224,0.8475,0.854
2,1.193877551020408,2,0.1,3,1,-4.254984076913757,0.01,-4.047160275561691,0.027,0.00014224,0.8625,0.874
2,1.2346938775510203,2,0.1,3,1,-4.189284285072235,0.0075,-3.979376775005739,0.025,0.00014224,0.8875,0.885
2,1.2755102040816326,2,0.1,3,1,-4.123490149127571,0.005,-3.9111808100814733,0.022,0.00014224,0.9075,0.899
2,1.316326530612245,2,0.1,3,1,-4.057696025357716,0.005,-3.8420014880022797,0.016,0.00014224,0.9075,0.914
2,1.3571428571428572,2,0.1,3,1,-3.991324961697008,0.0025,-3.7718492527200436,0.015,0.00014224,0.925,0.93
2,1.3979591836734693,2,0.1,3,1,-3.924810028964952,0.0025,-3.70038364654006,0.01,0.00014224,0.93,0.938
2,1.4387755102040816,2,0.1,3,1,-3.8569022880110735,0.0025,-3.6279966435664543,0.008,0.00014224,0.94,0.95
2,1.4795918367346939,2,0.1,3,1,-3.793768643044359,0.0025,-3.5603330733941223,0.008,0.00014224,0.9475,0.959
2,1.5204081632653061,2,0.1,3,1,-3.733439319855813,0.0025,-3.4942823222896364,0.008,0.00014224,0.95,0.967
2,1.5612244897959182,2,0.1,3,1,-3.673109990155486,0.0025,-3.4279475055257698,0.007,0.00014224,0.9625,0.972
2,1.6020408163265305,2,0.1,3,1,-3.6107798099040234,0.0025,-3.3616018707468243,0.006,0.00014224,0.9675,0.973
2,1.6428571428571428,2,0.1,3,1,-3.5472810550044955,0.0025,-3.2950262501881786,0.006,0.00014224,0.9675,0.976
2,1.683673469387755,2,0.1,3,1,-3.4818999507032333,0.0025,-3.2283577020979886,0.005,0.00014224,0.97,0.979
2,1.7244897959183672,2,0.1,3,1,-3.4155942809424022,0.0025,-3.1613500829634935,0.002,0.00014224,0.9775,0.981
2,1.7653061224489794,2,0.1,3,1,-3.3732776440444807,0.0025,-3.1159412686794465,0.001,0.00014224,0.98,0.986
2,1.8061224489795917,2,0.1,3,1,-3.3343827875026055,0.0025,-3.0739872026631554,0.0,0.00014224,0.985,0.989
2,1.846938775510204,2,0.1,3,1,-3.293687753831735,0.0025,-3.0314907672795743,0.0,0.00014224,0.99,0.991
2,1.8877551020408163,2,0.1,3,1,-3.25142074537026,0.0025,-2.988783044550784,0.0,0.00014224,0.9925,0.994
2,1.9285714285714284,2,0.1,3,1,-3.214530645833168,0.0025,-2.951684204119908,0.0,0.00014224,0.9925,0.994
2,1.9693877551020407,2,0.1,3,1,-3.181115968386726,0.0025,-2.9159252430417495,0.0,0.00014224,0.9925,0.996
2,2.010204081632653,2,0.1,3,1,-3.1471693170117363,0.0,-2.880036740034072,0.0,0.00014224,0.9925,0.996
2,2.0510204081632653,2,0.1,3,1,-3.1128993783182555,0.0,-2.8439538602712178,0.0,0.00014224,0.9925,0.996
2,2.091836734693877,2,0.1,3,1,-3.0786049646478117,0.0,-2.8075109036510892,0.0,0.00014224,0.9925,0.997
2,2.13265306122449,2,0.1,3,1,-3.043973738866515,0.0,-2.77078548741343,0.0,0.00014224,0.9925,0.997
2,2.1734693877551017,2,0.1,3,1,-3.009069211897215,0.0,-2.733813295949518,0.0,0.00014224,0.995,0.998
2,2.2142857142857144,2,0.1,3,1,-2.974164682850518,0.0,-2.696751447764127,0.0,0.00014224,0.9975,0.998
2,2.2551020408163263,2,0.1,3,1,-2.9389476936460306,0.0,-2.659689601147837,0.0,0.00014224,0.9975,0.998
2,2.2959183673469385,2,0.1,3,1,-2.903433072003025,0.0,-2.622431686640639,0.0,0.00014224,1.0,0.998
2,2.336734693877551,2,0.1,3,1,-2.867918449910077,0.0,-2.5849510154742683,0.0,0.00014224,1.0,0.998
2,2.377551020408163,2,0.1,3,1,-2.8324038199965087,0.0,-2.5471853296832587,0.0,0.00014224,1.0,0.998
2,2.4183673469387754,2,0.1,3,1,-2.7966690090982467,0.0,-2.5093392532258587,0.0,0.00014224,1.0,0.998
2,2.4591836734693877,2,0.1,3,1,-2.7645423678526995,0.0,-2.47415897299548,0.0,0.00014224,1.0,0.999
2,2.5,2,0.1,3,1,-2.7327556468122527,0.0,-2.43905099561446,0.0,0.00014224,1.0,0.999
