,step,Lagrangian_val,Train_val,Probability_violations_train,Violations_train,Avg_prob_train,A_norm,lam_list,mu,alpha,alphagrad,gradnorm,Rho
0,0,-17.193880990042018,-4.654748414481924,[0.04],0.332205289303102,0.04,34.289299269092155,[1.33220529],1,0.0,tensor(0.0333),"[np.float64(0.6136624199953791), np.float64(9.131995783165918), np.float64(0.0), np.float64(2.424619603530999)]",1.0
1,1,-24.960077282737466,-5.167753570620054,[0.065],0.7368353985504364,0.065,31.352728061696354,[1.33220529],1,-3.3305132232577694e-06,tensor(-2.6380),"[np.float64(0.5977259495902509), np.float64(9.133705042925493), np.float64(0.02104807949888716), np.float64(2.4229144021175886)]",1.0
2,2,-29.00860487841582,-5.952012239732393,[0.155],1.7949494223690272,0.155,27.44407515288818,[1.33220529],1,0.00025780776389946206,tensor(1.9154),"[np.float64(0.5771954882732955), np.float64(9.13608531451638), np.float64(0.04913079172905996), np.float64(2.4205391856575464)]",1.0
3,3,-25.926826156349673,-6.236742420895289,[0.3],3.9505325120914354,0.3,23.977664593721194,[1.33220529],1,0.00027518015950772,tensor(1.3207),"[np.float64(0.5593305335659133), np.float64(9.138320408770568), np.float64(0.07445926385955057), np.float64(2.4183018032743533)]",1.0
4,4,-26.639679298502614,-6.249429125933384,[0.275],3.7438089392791962,0.275,24.22202568231292,[1.33220529],1,0.00015700963095946287,tensor(1.5863),"[np.float64(0.5587859950109452), np.float64(9.138529648167486), np.float64(0.07318695166615544), np.float64(2.4180879634130057)]",1.0
5,5,-29.275877308510488,-6.054959058488932,[0.17],2.043600773202347,0.17,26.988452693124767,[1.33220529],1,-9.615223652233967e-05,tensor(-4.8527),"[np.float64(0.570171383934944), np.float64(9.137414852999648), np.float64(0.054149260137435005), np.float64(2.4192191129132494)]",1.0
6,6,-28.112273714961884,-5.706178518377908,[0.12],1.3182002178234007,0.12,29.048021639322926,[1.33220529],1,0.00018659039097737676,tensor(1.8553),"[np.float64(0.5787061432018706), np.float64(9.136724567771816), np.float64(0.04114939661071765), np.float64(2.419915797347159)]",1.0
7,7,-27.380957155126673,-5.57883889865215,[0.105],1.1214802936514425,0.105,29.793647691825093,[1.33220529],1,0.0002272561074782947,tensor(1.8096),"[np.float64(0.5813558474972038), np.float64(9.136774311399767), np.float64(0.037751389351880604), np.float64(2.4198682948169816)]",1.0
8,8,-28.059082840739112,-5.697209171417241,[0.12],1.2433456697341925,0.12,29.244986603042868,[1.33220529],1,7.882936893613137e-05,tensor(1.8029),"[np.float64(0.577981612153847), np.float64(9.137536572171912), np.float64(0.04269476957883194), np.float64(2.4191050297423518)]",1.0
9,9,-29.32025971651522,-5.985805694787737,[0.155],1.6913914224664746,0.155,27.756921167498454,[1.33220529],1,-0.0002202005890302099,tensor(-4.3464),"[np.float64(0.5703340335124437), np.float64(9.138808845790122), np.float64(0.05353359989390873), np.float64(2.4178279459333543)]",1.0
10,10,-29.758512690146546,-6.237836334760468,[0.19],2.3849899886817627,0.19,26.084783587288992,[1.33220529],1,-2.478252808640633e-05,tensor(-5.3899),"[np.float64(0.5619659958688483), np.float64(9.14018870273248), np.float64(0.06591210664226335), np.float64(2.4164339676444)]",1.0
