,step,Validate_val,Lower_validate,Upper_validate,Probability_violations_validate,Violations_validate,Coverage_validate,Avg_prob_validate,Rho
0,"(0,)",-4.252044362359203,-6.560899648594961,-3.599596176684372e-09,[0.03],0.1475136406267371,0.8,0.03,1.0
1,"(100,)",-5.6561052562918075,-8.828370573599237,-0.16308982887787327,[0.23],2.2790852690716896,0.31,0.23,1.0
2,"(200,)",-5.626536158322855,-8.71697550083576,-0.1619424526815303,[0.215],1.8608583328782637,0.225,0.215,1.0
3,"(300,)",-5.749441414846603,-8.793133114419613,-0.1602569647713219,[0.26],2.54381120492954,0.22,0.26,1.0
4,"(400,)",-5.678439703497357,-8.87753365400089,-0.1607177797937842,[0.215],2.093099031306365,0.245,0.215,1.0
5,"(500,)",-5.708484486247014,-8.858031428625317,-0.16087844308156907,[0.23],2.231161625762705,0.24,0.23,1.0
