,step,Lagrangian_val,Train_val,Probability_violations_train,Violations_train,Avg_prob_train,A_norm,lam_list,mu,alpha,alphagrad,gradnorm,Rho
0,0,-21.674618874727987,-4.556914090547921,[0.05],1.0863700308234947,0.05,34.835334350106265,[2.08637003],1,0.0,tensor(-2.0864),"[np.float64(0.565849865975846), np.float64(9.158221855617407), np.float64(0.0), np.float64(2.4632301143860813)]",1.0
1,1,-23.24305081524559,-4.70058422482309,[0.065],1.3239420546915033,0.065,34.78834139282966,[2.08637003],1,9.999999952069863e-05,tensor(2.3020),"[np.float64(0.5656705231421766), np.float64(9.15836267141746), np.float64(0.0003999999997418793), np.float64(2.4630730050915646)]",1.0
2,2,-23.36409025318617,-4.70874079316314,[0.065],1.333233082919453,0.065,34.74208887467025,[2.08637003],1,8.983631725005857e-05,tensor(2.3082),"[np.float64(0.5654937140304457), np.float64(9.158501686741381), np.float64(0.0007942921555687863), np.float64(2.462917702855664)]",1.0
3,3,-23.48478723036955,-4.716874254343839,[0.065],1.3424743713158245,0.065,34.69599272126989,[2.08637003],1,4.541589849987979e-05,tensor(2.3145),"[np.float64(0.5653173631766024), np.float64(9.158640421904657), np.float64(0.0011875645673343348), np.float64(2.4627627006832413)]",1.0
4,4,-23.60514135180482,-4.725001287570603,[0.065],1.351751353367877,0.065,34.64996259782138,[2.08637003],1,-1.5651377540000568e-05,tensor(-9.7986),"[np.float64(0.5651411516535186), np.float64(9.158779109560381), np.float64(0.0015805208521663594), np.float64(2.4626077696907958)]",1.0
5,5,-23.72552929943785,-4.733125969574343,[0.065],1.360975041237945,0.065,34.60397691942585,[2.08637003],1,1.2354138664780319e-05,tensor(2.3270),"[np.float64(0.5649650007972272), np.float64(9.158917807337588), np.float64(0.001973308346493335), np.float64(2.4624528542362722)]",1.0
6,6,-23.845641276300558,-4.7412494088436095,[0.065],1.3702409320254796,0.065,34.55803033588364,[2.08637003],1,2.4930032214425148e-05,tensor(2.3332),"[np.float64(0.5647888883381745), np.float64(9.159056531710911), np.float64(0.0023659407622891758), np.float64(2.4622979398152)]",1.0
7,7,-23.965661687875176,-4.749371818677341,[0.065],1.3794963545344345,0.065,34.5121224148589,[2.08637003],1,2.5187264377090564e-05,tensor(2.3395),"[np.float64(0.5646128091722947), np.float64(9.159195286508922), np.float64(0.0027583899909215726), np.float64(2.46214302480848)]",1.0
8,8,-24.085583855404646,-4.757493110637717,[0.065],1.3887426326853105,0.065,34.46625439003304,[2.08637003],1,1.5324767673508137e-05,tensor(2.3457),"[np.float64(0.564436764125062), np.float64(9.159334071126631), np.float64(0.0031506129600806193), np.float64(2.461988112262014)]",1.0
9,9,-24.20536453428172,-4.765613092528848,[0.065],1.3979910378265108,0.065,34.42042806987393,[2.08637003],1,-3.0259814115540027e-06,tensor(-9.9304),"[np.float64(0.5642607561908325), np.float64(9.15947288329033), np.float64(0.003542560721971832), np.float64(2.461833207073016)]",1.0
10,10,-24.325001772643237,-4.773731544686534,[0.065],1.4072407208162327,0.065,34.37464543336014,[2.08637003],1,1.578252273442233e-05,tensor(2.3582),"[np.float64(0.5640847891317192), np.float64(9.159611720098395), np.float64(0.003934181988449302), np.float64(2.4616783149058095)]",1.0
11,11,-24.44130407390776,-4.781848233951239,[0.07],1.41740125211881,0.07,34.3289084659441,[2.08637003],1,2.5126069944662505e-05,tensor(2.2775),"[np.float64(0.5639088669135552), np.float64(9.159750578450936), np.float64(0.004325424739283129), np.float64(2.461523441717159)]",1.0
