,target,test_prob,test_obj,0.25_test_obj,0.75_test_obj,mv_prob,mv_obj,0.25_mv_obj,0.75_mv_obj,pre_prob,pre_obj,0.25_pre_obj,0.75_pre_obj,nonrob_prob,nonrob_obj,scenario_prob,scenario_obj,0.25_nonrob_obj,0.75_nonrob_obj,0.25_scenario_obj,0.75_scenario_obj
0,0.01,0.024,-405.899791786754,-407.4176017371016,-405.15297947894993,0.039,-398.651603357059,-400.50508566544886,-396.85456640580793,0.031199999999999995,-396.2980830394328,-398.5615413604762,-394.6019232035441,1.0,-428.3620747165796,0.8054430847132336,-411.63384223911845,-428.3625323689568,-428.2916275806795,-412.46747823570087,-410.5810396446008
0,0.02,0.0312,-407.3890735493752,-408.77032280239973,-406.1100257359845,0.035199999999999995,-398.19956156355454,-401.51931396992086,-396.71775460415114,0.03599999999999999,-397.6150195933226,-399.7577187355654,-395.1802944775874,1.0,-428.3620747165796,0.8054430847132336,-411.63384223911845,-428.3625323689568,-428.2916275806795,-412.46747823570087,-410.5810396446008
0,0.03,0.0312,-407.3890735493752,-408.77032280239973,-406.1100257359845,0.035199999999999995,-398.19956156355454,-401.51931396992086,-396.71775460415114,0.03599999999999999,-397.6150195933226,-399.7577187355654,-395.1802944775874,1.0,-428.3620747165796,0.8054430847132336,-411.63384223911845,-428.3625323689568,-428.2916275806795,-412.46747823570087,-410.5810396446008
0,0.05,0.06000000000000001,-411.06173028871234,-412.8165704713472,-409.8147845728077,0.054400000000000004,-401.1392870874107,-403.313580008113,-399.03123982437654,0.04933333333333333,-400.3715467929654,-401.8221194751536,-399.51119308069605,1.0,-428.3620747165796,0.8054430847132336,-411.63384223911845,-428.3625323689568,-428.2916275806795,-412.46747823570087,-410.5810396446008
0,0.08,0.0808,-413.13948285597496,-414.61935042384545,-411.51607535579586,0.0688,-402.9829305323102,-404.5097572689818,-402.16790903678026,0.06720000000000001,-401.495774021924,-402.72662272222215,-399.6634465470699,1.0,-428.3620747165796,0.8054430847132336,-411.63384223911845,-428.3625323689568,-428.2916275806795,-412.46747823570087,-410.5810396446008
0,0.1,0.1,-414.23152249756777,-415.46944489820606,-413.2582232968945,0.07,-403.8325584457031,-405.2697552133797,-402.517864964963,0.078,-402.7805791139432,-405.20902906082046,-400.5217929307058,1.0,-428.3620747165796,0.8054430847132336,-411.63384223911845,-428.3625323689568,-428.2916275806795,-412.46747823570087,-410.5810396446008
0,0.12,0.11839999999999999,-415.0722744038283,-415.4802352078528,-415.06102033461264,0.0912,-404.6176243911815,-405.7059345356145,-403.65820994218865,0.0864,-403.46901078570335,-405.1405167201416,-402.1207496347344,1.0,-428.3620747165796,0.8054430847132336,-411.63384223911845,-428.3625323689568,-428.2916275806795,-412.46747823570087,-410.5810396446008
0,0.15,0.1288,-416.17923234833677,-416.7498768973772,-415.4488096982895,0.12266666666666666,-406.3089830851909,-406.47641456473264,-406.0124187270403,0.13440000000000002,-405.9171542929934,-406.5907036320515,-405.1460591472251,1.0,-428.3620747165796,0.8054430847132336,-411.63384223911845,-428.3625323689568,-428.2916275806795,-412.46747823570087,-410.5810396446008
0,0.18,0.1456,-416.9766503862571,-417.77382802693813,-415.9005092593828,0.1608,-407.9090860485303,-407.8772255834581,-407.51968946141216,0.168,-407.20373046991864,-407.1787725456785,-406.5328337453604,1.0,-428.3620747165796,0.8054430847132336,-411.63384223911845,-428.3625323689568,-428.2916275806795,-412.46747823570087,-410.5810396446008
0,0.2,0.1864,-418.1761669746819,-418.8396420668644,-417.7523224006183,0.184,-409.05103739385413,-409.4783524432495,-408.674603111413,0.187,-407.850011886418,-408.01707429915814,-407.6859541913394,1.0,-428.3620747165796,0.8054430847132336,-411.63384223911845,-428.3625323689568,-428.2916275806795,-412.46747823570087,-410.5810396446008
