seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg
70,70,0.5927628872044594,0.35642282977950895,0.14001822466121527,-0.2983560783688377,-0.5171660660559592,-0.9893896298186563,-0.8027616195801199,-0.85934396931858
