,target,test_prob,test_obj,0.25_test_obj,0.75_test_obj,test_prob_o,test_obj_o,0.25_test_obj_o,0.75_test_obj_o,mv_prob,mv_obj,0.25_mv_obj,0.75_mv_obj,pre_prob,pre_obj,0.25_pre_obj,0.75_pre_obj,dro_prob,dro_obj,0.25_dro_obj,0.75_dro_obj,nonrob_prob,nonrob_obj,scenario_prob,scenario_obj,0.25_nonrob_obj,0.75_nonrob_obj,0.25_scenario_obj,0.75_scenario_obj,lcx_prob,lcx_obj,0.25_lcx_obj,0.75_lcx_obj,test_avg_o,test_avg,0.25_test_avg,0.75_test_avg,test_avg_mv,0.25_test_avg_mv,0.75_test_avg_mv,test_avg_pre,0.25_test_avg_pre,0.75_test_avg_pre,test_avg_lcx,test_avg_dro,0.25_test_avg_dro,0.75_test_avg_dro,test_avg_scene,0.25_test_avg_scene,0.75_test_avg_scene,test_in,test_in_lcx,test_in_o,test_in_pre,test_in_mv,test_in_scene,test_in_dro,test_cvar,test_o_cvar,test_mv_cvar,0.25_mv_cvar,0.75_mv_cvar,test_pre_cvar,0.25_pre_cvar,0.75_pre_cvar,test_dro_cvar,0.25_dro_cvar,0.75_dro_cvar,test_scene_cvar,test_lcx_cvar
0,0.0,0.0088,-0.6225591589994542,-0.6259252328960205,-0.6188433690516785,0.0007,-0.5649481101953926,-0.574550724423815,-0.5630069011041026,0.0029000000000000002,-0.5355689411909574,-0.5438647171298723,-0.5311025764185804,0.0023000000000000004,-0.6235231231737326,-0.6284628724617518,-0.6205554675151875,0.0028,-0.5164838376387001,-0.525506638247621,-0.5064884262385503,0.5760612137721962,-0.020576858039481432,0.15296033968510014,-0.4595290514285897,-0.045605402025259846,-0.0010974272517761496,-0.47498159274316454,-0.44421241686418966,0.00241945616210628,-0.4258887568936521,-0.4357856435567082,-0.4132023598987867,-0.8140690642418598,-0.8029680647903958,-0.807745468233387,-0.8001255760957898,-0.8033116633134535,-0.8078104601792768,-0.7985375025690591,-0.8014542063300437,-0.805449627615214,-0.7983922854748681,-0.8058306015471113,-0.8039763015932422,-0.8099785474711974,-0.7997193552605266,-0.8043981052574747,-0.8096932432614857,-0.8003635479775915,-0.42787152409027407,0.30061843763629087,0.04684476217779389,-0.36044617714737565,0.057574179169757045,-0.5251370843079688,0.10564419058332061,-0.5492452365322764,-0.4454758480233531,-0.40118277399176605,-0.4101714842640757,-0.3958387332546741,-0.5494871115353339,-0.5554090387047314,-0.5438482011084094,-0.37163141396228294,-0.3819981791470426,-0.35641576360055693,-0.3084087802209097,-0.26733776152868977
0,0.01,0.0108,-0.623143811556989,-0.6267533537321535,-0.6191603939107438,0.0023,-0.5229751223514978,-0.5430788603249066,-0.49715027442148707,0.008499999999999999,-0.535382576930201,-0.543021724064523,-0.5303561803641139,0.013500000000000002,-0.6235305126853431,-0.6279559781707145,-0.6191025826663846,0.009899999999999999,-0.5139463453767261,-0.5202634427520617,-0.5047102958670096,0.5760612137721962,-0.020576858039481432,0.15296033968510014,-0.4595290514285897,-0.045605402025259846,-0.0010974272517761496,-0.47498159274316454,-0.44421241686418966,0.00241945616210628,-0.4258887568936521,-0.4357856435567082,-0.4132023598987867,-0.8114240225546594,-0.8033972720986199,-0.8079094074091752,-0.8001495849556126,-0.8058320227157626,-0.8113561061638617,-0.8015323209211228,-0.8046529109175962,-0.8090700604466756,-0.8011056285723732,-0.8058306015471113,-0.8065224586381292,-0.8112429085678095,-0.8034021593918663,-0.8043981052574747,-0.8096932432614857,-0.8003635479775915,-0.4432173953419011,0.30061843763629087,0.057593548069292566,-0.47024389633162694,-0.20506981433906585,-0.5251370843079688,-0.18773309944443106,-0.5489644957679676,-0.3690256316407617,-0.40158822776919934,-0.4117344487358532,-0.3976896635025768,-0.5490790670218699,-0.5541755323800363,-0.5434545476409496,-0.37073542273596,-0.3783749878833958,-0.35573802935201726,-0.3084087802209097,-0.26733776152868977
0,0.02,0.0222,-0.6226597574656187,-0.6254873083103991,-0.6183307290820038,0.0023,-0.5229751223514978,-0.5430788603249066,-0.49715027442148707,0.0189,-0.5352595934263235,-0.5416088166471074,-0.530154071524908,0.023699999999999995,-0.6226084219381525,-0.6263689617302286,-0.6186945816413062,0.0196,-0.5137048849254051,-0.5205029198013222,-0.5037342478765594,0.5760612137721962,-0.020576858039481432,0.15296033968510014,-0.4595290514285897,-0.045605402025259846,-0.0010974272517761496,-0.47498159274316454,-0.44421241686418966,0.00241945616210628,-0.4258887568936521,-0.4357856435567082,-0.4132023598987867,-0.8114240225546594,-0.8056641293315607,-0.8102563638489286,-0.8009644252708983,-0.8076066062702216,-0.8126374325578999,-0.8035790798130744,-0.806305334347651,-0.8103697303895628,-0.8032176629486467,-0.8058306015471113,-0.8079939262372922,-0.8119638070879333,-0.8046939435515195,-0.8043981052574747,-0.8096932432614857,-0.8003635479775915,-0.5068362975297189,0.30061843763629087,0.057593548069292566,-0.5101503523931491,-0.3083874763659386,-0.5251370843079688,-0.277830607286874,-0.5487127450216045,-0.3690256316407617,-0.40181780855486576,-0.41252874469506307,-0.3982775953043501,-0.5482450982143618,-0.5533564277866877,-0.5425870974764397,-0.3700428848363904,-0.3772558970271728,-0.3553198191283852,-0.3084087802209097,-0.26733776152868977
0,0.03,0.0322,-0.6229922292290965,-0.6269136741071757,-0.6183307290820038,0.0023,-0.5229751223514978,-0.5430788603249066,-0.49715027442148707,0.029199999999999997,-0.5354762409555363,-0.5427465791924186,-0.5277697086520856,0.031000000000000007,-0.6223951245226114,-0.6267971860841873,-0.6184148146760627,0.033100000000000004,-0.5115077476378721,-0.5182500425454732,-0.4994726697509182,0.5760612137721962,-0.020576858039481432,0.15296033968510014,-0.4595290514285897,-0.045605402025259846,-0.0010974272517761496,-0.47498159274316454,-0.44421241686418966,0.00241945616210628,-0.4258887568936521,-0.4357856435567082,-0.4132023598987867,-0.8114240225546594,-0.8066908843037635,-0.8108769764591295,-0.8038798546908428,-0.8089970514963227,-0.8151183265382458,-0.8046019451333534,-0.8073136529301076,-0.8105406512333833,-0.8048185573178188,-0.8058306015471113,-0.8093485757131351,-0.8129581246557892,-0.8056291788444899,-0.8043981052574747,-0.8096932432614857,-0.8003635479775915,-0.5285151061642165,0.30061843763629087,0.057593548069292566,-0.5293620122559479,-0.36524612572466514,-0.5251370843079688,-0.3412966674171173,-0.5482683547252047,-0.3690256316407617,-0.4018710172904725,-0.4124240837006675,-0.39817424178514016,-0.5476043941477757,-0.5529880053413436,-0.5419109660967016,-0.3692965748584257,-0.3759387861631104,-0.3547398856896602,-0.3084087802209097,-0.26733776152868977
0,0.05,0.0497,-0.6221855597553497,-0.6275995983992932,-0.6166279973861324,0.0023,-0.5229751223514978,-0.5430788603249066,-0.49715027442148707,0.0508,-0.5370353497314657,-0.544226080999968,-0.5288722011235661,0.0546,-0.621565074176371,-0.6260977152234461,-0.6158670491592096,0.0539,-0.5119488267690908,-0.5192787182920717,-0.5016505404704097,0.5760612137721962,-0.020576858039481432,0.15296033968510014,-0.4595290514285897,-0.045605402025259846,-0.0010974272517761496,-0.47498159274316454,-0.44421241686418966,0.00241945616210628,-0.4258887568936521,-0.4357856435567082,-0.4132023598987867,-0.8114240225546594,-0.8084299362388527,-0.8128931467041944,-0.8055238734229063,-0.8115705030100362,-0.8186404763252132,-0.8068706014897922,-0.8095414751572703,-0.8128948636597908,-0.8072656903552695,-0.8058306015471113,-0.8114775053358174,-0.8146472066491233,-0.8074643739897278,-0.8043981052574747,-0.8096932432614857,-0.8003635479775915,-0.5641566561236618,0.30061843763629087,0.057593548069292566,-0.5699923748648523,-0.44049598216687713,-0.5251370843079688,-0.41734143673969337,-0.5466312421024898,-0.3690256316407617,-0.4012305401453772,-0.41161384986773936,-0.3947511245141586,-0.5451608698365301,-0.5511780731734357,-0.5388587207855571,-0.3676004087466357,-0.37323731008520855,-0.35202728115317383,-0.3084087802209097,-0.26733776152868977
0,0.08,0.0764,-0.6210097583672975,-0.6265995304157359,-0.6150013791515865,0.0023,-0.5229751223514978,-0.5430788603249066,-0.49715027442148707,0.0807,-0.5369145406941296,-0.5425320736387576,-0.5306594977113034,0.07959999999999999,-0.6208055297872689,-0.6253839924968606,-0.6171434080885405,0.0813,-0.5126489413985764,-0.5213397556694007,-0.5002111129357693,0.5760612137721962,-0.020576858039481432,0.15296033968510014,-0.4595290514285897,-0.045605402025259846,-0.0010974272517761496,-0.47498159274316454,-0.44421241686418966,0.00241945616210628,-0.4258887568936521,-0.4357856435567082,-0.4132023598987867,-0.8114240225546594,-0.8104820843190303,-0.814142026055099,-0.8080814834606592,-0.8144483181334451,-0.8211409427250302,-0.8109167136713445,-0.8114971136212352,-0.8148301175655921,-0.8092415684810489,-0.8058306015471113,-0.8140725688657338,-0.8169114017828224,-0.8101139221836426,-0.8043981052574747,-0.8096932432614857,-0.8003635479775915,-0.5954529769165765,0.30061843763629087,0.057593548069292566,-0.5963822180787524,-0.5066473439123197,-0.5251370843079688,-0.47915791886578196,-0.5437733176482171,-0.3690256316407617,-0.3997764203281745,-0.40985252591367394,-0.39071309920796404,-0.5422642813708693,-0.5481502176169323,-0.5349836684264824,-0.36499328831272376,-0.3694938479626311,-0.3484437376696676,-0.3084087802209097,-0.26733776152868977
0,0.1,0.09759999999999999,-0.619670304462522,-0.6264982690737473,-0.6132101041294367,0.0023,-0.5229751223514978,-0.5430788603249066,-0.49715027442148707,0.10470000000000002,-0.5351237691131334,-0.5413708511997704,-0.5296871932637166,0.0979,-0.6188073989820323,-0.6244283515413357,-0.6142928264242796,0.10130000000000002,-0.5110262003031637,-0.5149765332502991,-0.5010649634916202,0.5760612137721962,-0.020576858039481432,0.15296033968510014,-0.4595290514285897,-0.045605402025259846,-0.0010974272517761496,-0.47498159274316454,-0.44421241686418966,0.00241945616210628,-0.4258887568936521,-0.4357856435567082,-0.4132023598987867,-0.8114240225546594,-0.8120159475910949,-0.8155300164294937,-0.8091292976894303,-0.8165472172198806,-0.8232107040744451,-0.8127404268168412,-0.8130490128127817,-0.8170312095669373,-0.8109655619610903,-0.8058306015471113,-0.8160637681505074,-0.8186793825439733,-0.8120962976547074,-0.8043981052574747,-0.8096932432614857,-0.8003635479775915,-0.6143671957919832,0.30061843763629087,0.057593548069292566,-0.6149370684419677,-0.5428362590715304,-0.5251370843079688,-0.5141108600466571,-0.5412211587416846,-0.3690256316407617,-0.3983610900053112,-0.407350453304979,-0.3877792814903247,-0.5391642562594134,-0.5451662252721738,-0.5311455609347693,-0.3625281347515824,-0.36610605088535564,-0.3468139958888885,-0.3084087802209097,-0.26733776152868977
0,0.12,0.1145,-0.6185408244772971,-0.624921561996711,-0.6130684654724635,0.0023,-0.5229751223514978,-0.5430788603249066,-0.49715027442148707,0.1252,-0.5348103150457139,-0.5401635659887728,-0.5279001531005197,0.1169,-0.6175542087546388,-0.6216291292652864,-0.6118081299894069,0.1125,-0.511204612313299,-0.5121997271470546,-0.501691113609654,0.5760612137721962,-0.020576858039481432,0.15296033968510014,-0.4595290514285897,-0.045605402025259846,-0.0010974272517761496,-0.47498159274316454,-0.44421241686418966,0.00241945616210628,-0.4258887568936521,-0.4357856435567082,-0.4132023598987867,-0.8114240225546594,-0.8132512472095635,-0.8169665591957208,-0.8106428445756164,-0.8185856838584634,-0.8254950177773255,-0.81495715903567,-0.8143907070270833,-0.8180980117104386,-0.8118452755762224,-0.8058306015471113,-0.8175165299160554,-0.8211107382806594,-0.8135827529228745,-0.8043981052574747,-0.8096932432614857,-0.8003635479775915,-0.6281054233441973,0.30061843763629087,0.057593548069292566,-0.6288420103118187,-0.5679729814518317,-0.5251370843079688,-0.5366075195225503,-0.5388646660321433,-0.3690256316407617,-0.39677622862545203,-0.40599158318955675,-0.38538222731959726,-0.5361006199742693,-0.5427547681676048,-0.5282863319980022,-0.3609874341574361,-0.3639846174580048,-0.3463646049460921,-0.3084087802209097,-0.26733776152868977
0,0.15,0.15109999999999998,-0.6162525432797724,-0.622486924333457,-0.6107543329912687,0.0023,-0.5229751223514978,-0.5430788603249066,-0.49715027442148707,0.1451,-0.5329412569426024,-0.5390868846365466,-0.5247255568759494,0.1541,-0.6135922997986899,-0.6182151422697642,-0.6087718372398615,0.14450000000000002,-0.5110490709980473,-0.5160374536927625,-0.5001377510026914,0.5760612137721962,-0.020576858039481432,0.15296033968510014,-0.4595290514285897,-0.045605402025259846,-0.0010974272517761496,-0.47498159274316454,-0.44421241686418966,0.00241945616210628,-0.4258887568936521,-0.4357856435567082,-0.4132023598987867,-0.8114240225546594,-0.8158321679450129,-0.8197708156685338,-0.8128099389841941,-0.820752463915869,-0.8276356975044548,-0.8170694333937284,-0.8174799221715625,-0.8209847372401824,-0.8140926806080394,-0.8058306015471113,-0.8209274527762572,-0.8237771350051102,-0.8171809511502977,-0.8043981052574747,-0.8096932432614857,-0.8003635479775915,-0.6530727786719519,0.30061843763629087,0.057593548069292566,-0.6551256151791645,-0.5917230021829393,-0.5251370843079688,-0.5746881472980123,-0.5324728033442611,-0.3690256316407617,-0.3947457280382126,-0.4042152471258867,-0.3808023544576362,-0.5276409058976231,-0.5356835715959531,-0.5192946536827041,-0.35615384069724637,-0.36062585553710486,-0.34373924428016434,-0.3084087802209097,-0.26733776152868977
0,0.18,0.1826,-0.6122112281082017,-0.6189989839170896,-0.6066204291496384,0.0023,-0.5229751223514978,-0.5430788603249066,-0.49715027442148707,0.1762,-0.5313333539634697,-0.5362832642388412,-0.5205648283050937,0.1855,-0.6090618493400761,-0.6151575479428071,-0.5999941495368233,0.16999999999999998,-0.509263794937058,-0.511489265867865,-0.498102491549781,0.5760612137721962,-0.020576858039481432,0.15296033968510014,-0.4595290514285897,-0.045605402025259846,-0.0010974272517761496,-0.47498159274316454,-0.44421241686418966,0.00241945616210628,-0.4258887568936521,-0.4357856435567082,-0.4132023598987867,-0.8114240225546594,-0.818468950617182,-0.8225088234665292,-0.815265756402716,-0.824281181409242,-0.8320739508007957,-0.8210567419927196,-0.8201380107775504,-0.8238469611204143,-0.817256749393382,-0.8058306015471113,-0.8238871050009606,-0.826792674577463,-0.820037755937288,-0.8043981052574747,-0.8096932432614857,-0.8003635479775915,-0.6722097201443751,0.30061843763629087,0.057593548069292566,-0.6736128555478242,-0.6207268977137754,-0.5251370843079688,-0.6003882046262295,-0.5255070607123515,-0.3690256316407617,-0.39023932053697635,-0.39906808286312256,-0.3769024947363747,-0.5184173885853098,-0.5270548167422537,-0.512485243565369,-0.3513880249329576,-0.35624340525230447,-0.3400428632599733,-0.3084087802209097,-0.26733776152868977
