seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time,valid_cover,test_cover,valid_in,test_in,avg_val,valid_cvar,test_cvar
0,0.4,0,0.12,3,1,0.0,0.3225,0.43131691868779853,0.317,0.000194791,0.175,0.191,-7.119672226831405,-7.145226721628349,-5.566015248819374,1.447184925689458,5.127812789654782
0,0.4538461538461539,0,0.12,3,1,0.0,0.275,0.012994371551238615,0.292,0.000194791,0.2225,0.23,-6.883908446042001,-6.905175013819119,-5.5548483656257135,1.2905958811952292,4.481929569214247
0,0.5076923076923077,0,0.12,3,1,0.0,0.2525,0.0,0.267,0.000194791,0.2675,0.297,-6.648144665116952,-6.665123307392096,-5.528237485286963,1.13634522819675,1.608864349351695
0,0.5615384615384615,0,0.12,3,1,0.0,0.2175,0.0,0.239,0.000194791,0.33,0.353,-6.412380875658019,-6.425071589737618,-5.484612962521278,1.0027833772198786,1.4629342972038313
0,0.6153846153846154,0,0.12,3,1,0.0,0.195,0.0,0.208,0.000194791,0.3725,0.395,-6.1766170940793925,-6.185019882422198,-5.41824156705402,0.8745611011447295,1.3154209564971895
0,0.6692307692307693,0,0.12,3,1,0.0,0.1575,0.0,0.187,0.000194791,0.425,0.457,-5.940853327017351,-5.944968189742885,-5.335755628769471,0.7704049309810159,1.1778168036546899
0,0.7230769230769232,0,0.12,3,1,0.0,0.15,0.0,0.169,0.000194791,0.4825,0.501,-5.705089531843811,-5.704916468617171,-5.239414080839941,0.655840354407364,1.057462962566073
0,0.7769230769230769,0,0.12,3,1,0.0,0.1375,0.0,0.152,0.000194791,0.53,0.547,-5.469325748364681,-5.464864759297694,-5.1280181866317225,0.5320674478852466,0.9371152394069032
0,0.8307692307692308,0,0.12,3,1,0.0,0.1275,0.0,0.134,0.000194791,0.585,0.584,-5.226493909084982,-5.217670593560703,-5.01651628130796,0.4260180007132666,0.8377988502493685
0,0.8846153846153847,0,0.12,3,1,0.0,0.1125,0.0,0.118,0.000194791,0.625,0.634,-4.98096344193498,-4.967749393283819,-4.8994579803788865,0.35811217836170045,0.7293010044077147
0,0.9384615384615386,0,0.12,3,1,0.0,0.095,0.0,0.103,0.000194791,0.6625,0.653,-4.681535983903492,-4.663204686463705,-4.780840461560262,0.2290097487113139,0.5044651054722649
0,0.9923076923076923,0,0.12,3,1,9.693079672246085e-11,0.0725,9.693079672246085e-11,0.091,0.000194791,0.7175,0.692,-4.334873926614813,-4.305769586517922,-4.669538215011186,0.46397259495758575,0.8358008242246622
0,1.0461538461538462,0,0.12,3,1,6.082269132789975e-10,0.0525,6.082269132789975e-10,0.071,0.000194791,0.7675,0.732,-3.976307099354111,-3.934015278191654,-4.552740869157473,0.45059245528573433,0.7692724824277918
0,1.1,0,0.12,3,1,1.2717138453410826e-09,0.03,1.8276944402373374e-09,0.056,0.000194791,0.825,0.778,-3.5925150035519082,-3.5325956829699763,-4.438754184570962,0.3001103598455275,0.7513228716230513
0,1.1538461538461537,0,0.12,3,1,9.74744729376198e-10,0.025,9.74744729376198e-10,0.049,0.000194791,0.855,0.811,-3.200739699270342,-3.1226606648843336,-4.338091535303803,0.4197275828326861,0.6679570616097223
0,1.2076923076923078,0,0.12,3,1,7.325966500104641e-10,0.0225,7.325966500104641e-10,0.038,0.000194791,0.875,0.834,-2.8089643991436333,-2.7127256517282703,-4.234070781616935,0.4042951449564969,0.6657406473960236
0,1.2615384615384615,0,0.12,3,1,5.462721386351177e-10,0.0225,1.0835901065320286e-09,0.031,0.000194791,0.8975,0.861,-2.4171890957020334,-2.3027906342782343,-4.125887782291539,0.2681811773900355,0.6737015125685776
0,1.3153846153846156,0,0.12,3,1,4.024485189546567e-10,0.0225,8.886900104698725e-10,0.028,0.000194791,0.9075,0.887,-2.0063038099561528,-1.8748922326695974,-4.01987033777015,0.25753811542229266,0.6535750378187821
0,1.3692307692307693,0,0.12,3,1,2.7691182680200654e-10,0.015,2.7691182680200654e-10,0.024,0.000194791,0.9225,0.903,-1.5663863376308766,-1.4195674138237229,-3.9169902455033387,0.35799782944352004,0.6178001044803509
0,1.4230769230769234,0,0.12,3,1,1.1857239634593952e-09,0.0125,1.1857239634593952e-09,0.018,0.000194791,0.9375,0.917,-1.1172923372210364,-0.9555490439400643,-3.814347474197687,0.3533312436504038,0.6233086799533549
0,1.476923076923077,0,0.12,3,1,1.2372436630769812e-08,0.01,1.2372436630769812e-08,0.012,0.000194791,0.9575,0.93,-0.652051839112491,-0.47833266904079025,-3.7215373180103386,0.35273579100076463,0.6236835374778689
0,1.5307692307692307,0,0.12,3,1,1.1230830598840669e-08,0.0075,1.1230830598840669e-08,0.012,0.000194791,0.965,0.944,-0.18439181442052324,0.0008614129974384638,-3.629521777841324,0.3521403178102404,0.6240583718559798
0,1.5846153846153848,0,0.12,3,1,1.019034256977136e-08,0.0075,1.019034256977136e-08,0.01,0.000194791,0.9725,0.958,0.2832682286967405,0.4800555073350649,-3.5371231739808247,0.3515448499345111,0.6244332091995344
0,1.6384615384615384,0,0.12,3,1,9.228518060844237e-09,0.005,9.228518060844237e-09,0.007,0.000194791,0.98,0.971,0.7787605556317263,0.9867889157611874,-3.444342624413753,0.35094937561576445,0.6248080573334422
0,1.6923076923076925,0,0.12,3,1,8.387791572417314e-09,0.005,8.387791572417314e-09,0.005,0.000194791,0.9875,0.979,1.2746391228128982,1.4939045007091898,-3.3503712773237924,0.3503539080963059,0.625182900980714
0,1.7461538461538462,0,0.12,3,1,9.216206464657262e-09,0.0025,9.216206464657262e-09,0.005,0.000194791,0.99,0.98,1.778974809627138,2.0094772042852527,-3.2626764350751096,0.34975844211551427,0.6205742116825347
0,1.8000000000000003,0,0.12,3,1,2.395686404810249e-08,0.0025,2.395686404810249e-08,0.003,0.000194791,0.99,0.984,2.307175709133962,2.54903142304257,-3.177300355871761,0.3491629887057986,0.6588489697313727
0,1.853846153846154,0,0.12,3,1,2.467113713322533e-08,0.0025,2.467113713322533e-08,0.0,0.000194791,0.99,0.988,2.837019999783514,3.0902463305569055,-3.0899398805096596,0.3485675293304609,0.658549079013147
0,1.9076923076923076,0,0.12,3,1,3.073295651301322e-08,0.0,3.073295651301322e-08,0.0,0.000194791,0.9925,0.99,3.3668642754195357,3.6314612309151064,-3.0024969364201066,0.3479720804274702,0.6198513070963103
0,1.9615384615384617,0,0.12,3,1,3.816059668260152e-08,0.0,3.816059668260152e-08,0.0,0.000194791,0.9975,0.997,3.8972580129525345,4.173147096961164,-2.926133072360829,0.3473766109368932,0.6195689211142472
0,2.0153846153846153,0,0.12,3,1,4.483940074795356e-08,0.0,4.483940074795356e-08,0.0,0.000194791,0.9975,0.998,4.428203333231643,4.715305747427893,-2.86054126732989,0.3467811528580623,0.6192865216581139
0,2.0692307692307694,0,0.12,3,1,5.0823759423224146e-08,0.0,5.0823759423224146e-08,0.0,0.000194791,0.9975,0.998,4.964646157042974,5.262390159609986,-2.7913988292317997,0.3506964694539739,0.6212656745176622
0,2.123076923076923,0,0.12,3,1,9.856936156182883e-09,0.0,1.655853454352041e-08,0.0,0.000194791,0.9975,0.999,5.525347276357702,5.83911550002632,-2.735440214829756,0.23847445775396042,0.6705176211853857
0,2.176923076923077,0,0.12,3,1,1.2756828926541175e-08,0.0,1.2756828926541175e-08,0.0,0.000194791,0.9975,0.999,6.097313719713051,6.429811775201388,-2.685924318776487,0.35861218133951295,0.656993407033233
0,2.230769230769231,0,0.12,3,1,1.5247143991814482e-08,0.0,1.5247143991814482e-08,0.0,0.000194791,0.9975,0.999,6.669280151510493,7.020508038730968,-2.6357534198443546,0.3625700477207588,0.6554427234363974
0,2.284615384615385,0,0.12,3,1,9.046215332375596e-09,0.0,9.046215332375596e-09,0.0,0.000194791,0.9975,1.0,7.242878880243556,7.612538552229146,-2.583517914594855,0.33243225626178624,0.6718890207486208
0,2.3384615384615386,0,0.12,3,1,1.2519330905291781e-08,0.0,1.2519330905291781e-08,0.0,0.000194791,0.9975,1.0,7.826912475425798,8.2130984114441,-2.525750035210911,0.33602194809018093,0.6702956562450791
0,2.3923076923076922,0,0.12,3,1,1.4323344732503074e-08,0.0,1.4323344732503074e-08,0.0,0.000194791,0.9975,1.0,8.41094607395652,8.813658273865906,-2.467913213720603,0.33235760625154975,0.6638069551639204
0,2.4461538461538463,0,0.12,3,1,2.024619227825042e-08,0.0,2.024619227825042e-08,0.0,0.000194791,0.9975,1.0,8.994979609541865,9.414218060025817,-2.409649370450278,0.3713817806790952,0.6471656932282074
0,2.5,0,0.12,3,1,2.1104693104234684e-08,0.0,2.1104693104234684e-08,0.0,0.000194791,0.9975,1.0,9.579013206368554,10.014777920784983,-2.3512432760675526,0.3604717226193293,0.6481475794298024
