seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg,scenario_cvar,nonrob_cvar
0,0,0.5844239441446476,-0.1681414329138505,0.2874678734076651,-0.6441841818065659,-0.7806018047584622,-1.0810352102138179,-0.8710463632822597,-0.9574930295219424,-0.5508320170768998,0.18042240855331332
