seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time,valid_cover,test_cover,valid_in,test_in,avg_val,valid_cvar,test_cvar
8,0.6,8,0.25,5,1,1.659319359692546e-08,0.09,1.659319359692546e-08,0.208,0.000138499,0.37,0.256,0.2740331271721559,-0.9715766181566238,-2.2617162123036096,0.37022403349006844,1.4666811017813284
8,0.6736842105263158,8,0.25,5,1,1.3465228265729934e-08,0.08,1.208732225421727e-09,0.148,0.000138499,0.41,0.304,0.9342939012413095,-0.39759962210774347,-2.210377876132209,0.32911616677189987,0.8364213766783719
8,0.7473684210526316,8,0.25,5,1,8.860661315779339e-09,0.08,8.867298006975943e-10,0.124,0.000138499,0.45,0.372,1.60805569090149,0.1898783864690357,-2.1417277289045416,0.3148869392373878,0.7823800120702096
8,0.8210526315789473,8,0.25,5,1,3.1500893005187436e-09,0.06,6.271836383575646e-10,0.12,0.000138499,0.46,0.424,2.281817521286746,0.7773564338498019,-2.0669039718455786,0.30096371060369315,0.6898796848310825
8,0.894736842105263,8,0.25,5,1,9.545754664497252e-08,0.05,1.2906935964451804e-08,0.108,0.000138499,0.5,0.488,2.967886767559471,1.37303943273537,-1.9861179950171104,0.3294248745163714,0.7013667538552666
8,0.9684210526315788,8,0.25,5,1,3.908996393242603e-08,0.04,2.4184215963174438e-08,0.096,0.000138499,0.58,0.524,3.655286248129154,1.9698005111004608,-1.9082227358684172,0.32968208530463144,0.542613966639033
8,1.0421052631578946,8,0.25,5,1,2.8849668431973896e-08,0.03,1.2784040714919342e-08,0.068,0.000138499,0.64,0.584,4.356115112218662,2.5896029519468717,-1.834026118262166,0.32601133746167404,0.5319487262100187
8,1.1157894736842104,8,0.25,5,1,3.896154954219355e-08,0.02,9.395407563062008e-09,0.048,0.000138499,0.67,0.624,5.067148180389439,3.2237026737377774,-1.760318122693581,0.32028986270759435,0.5847958966500657
8,1.1894736842105262,8,0.25,5,1,4.6034541512085525e-08,0.01,1.1579702530184477e-08,0.048,0.000138499,0.7,0.68,5.783368070355294,3.86454525731842,-1.688851788066174,0.31256829789364826,0.5713446504438398
8,1.263157894736842,8,0.25,5,1,1.2715446029432087e-08,0.01,1.2715446029432087e-08,0.028,0.000138499,0.76,0.72,6.4995880166591755,4.505387845149933,-1.6158469538423599,0.3980532108287719,0.7505633264442704
8,1.3368421052631578,8,0.25,5,1,1.3584633862251394e-08,0.01,1.3584633862251394e-08,0.02,0.000138499,0.78,0.776,7.242793657361821,5.171417116966318,-1.5512212724781862,0.24618211576311635,0.5397311168277054
8,1.4105263157894736,8,0.25,5,1,1.4504196066411623e-08,0.01,1.4504196066411623e-08,0.012,0.000138499,0.78,0.812,7.991962994242506,5.8430125027592865,-1.485020731635966,0.23792108359502168,0.5574639101927826
8,1.4842105263157892,8,0.25,5,1,1.503301083616293e-08,0.0,1.503301083616293e-08,0.008,0.000138499,0.81,0.86,8.741132336231466,6.514607892642569,-1.4123296012165394,0.2319151702896652,0.5593685679536055
8,1.5578947368421052,8,0.25,5,1,4.474392023556817e-08,0.0,3.3134345045482405e-08,0.008,0.000138499,0.85,0.884,9.490301610090295,7.186203254877841,-1.3374050431794466,0.28773254395584275,0.6236918752600373
8,1.6315789473684208,8,0.25,5,1,4.1453438792693476e-08,0.0,3.6585912965847456e-08,0.004,0.000138499,0.86,0.908,10.239470950154047,7.857798642069493,-1.2614347823202996,0.2805135643133563,0.6272427013799358
8,1.7052631578947368,8,0.25,5,1,3.763979972148945e-08,0.0,3.763979972148945e-08,0.0,0.000138499,0.88,0.916,11.003021038114644,8.545427472936858,-1.1874504026411234,0.18804052946626884,0.636589669033648
8,1.7789473684210524,8,0.25,5,1,3.329761855130897e-08,0.0,3.329761855130897e-08,0.0,0.000138499,0.92,0.932,11.778222706060092,9.248347508942045,-1.125155213174336,0.18338903711514065,0.613589190856963
8,1.8526315789473684,8,0.25,5,1,2.843951629749597e-08,0.0,2.843951629749597e-08,0.0,0.000138499,0.94,0.948,12.55889007931551,9.958535527191328,-1.0766203528963265,0.17903511490647334,0.574776788884697
8,1.926315789473684,8,0.25,5,1,2.3178643671073473e-08,0.0,2.3178643671073473e-08,0.0,0.000138499,0.95,0.96,13.342287959530298,10.678624338298322,-1.0418992067214021,0.1749109071424552,0.5638627401044035
8,2.0,8,0.25,5,1,1.7691272446995754e-08,0.0,1.7691272446995754e-08,0.0,0.000138499,0.96,0.972,14.1328250289868,11.411915771172712,-1.0145464528408343,0.1710254587697234,0.5226409787898265
