seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj
80,0.5,80,0.15,0.75,1,-0.9032066146076368,0.925,-0.9034882396988777,0.92,0.6280819423308299,-0.9180576338431778,0.3593259263376523,-0.8563818148566822
80,0.5423728813559322,80,0.15,0.75,1,-0.902318919147408,0.9225,-0.9024206937046115,0.923,0.6280819423308299,-0.9180576338431778,0.3593259263376523,-0.8563818148566822
80,0.5847457627118644,80,0.15,0.75,1,-0.901776427952393,0.93,-0.9016908423505617,0.922,0.6280819423308299,-0.9180576338431778,0.3593259263376523,-0.8563818148566822
80,0.6271186440677966,80,0.15,0.75,1,-0.9013981795354027,0.9225,-0.9011316065169471,0.917,0.6280819423308299,-0.9180576338431778,0.3593259263376523,-0.8563818148566822
80,0.6694915254237288,80,0.15,0.75,1,-0.9010082742470505,0.9225,-0.900647654635203,0.908,0.6280819423308299,-0.9180576338431778,0.3593259263376523,-0.8563818148566822
80,0.711864406779661,80,0.15,0.75,1,-0.9005727449114809,0.9125,-0.9001418603887706,0.902,0.6280819423308299,-0.9180576338431778,0.3593259263376523,-0.8563818148566822
80,0.7542372881355932,80,0.15,0.75,1,-0.9001135054404985,0.8875,-0.899630481605047,0.898,0.6280819423308299,-0.9180576338431778,0.3593259263376523,-0.8563818148566822
80,0.7966101694915254,80,0.15,0.75,1,-0.8997541742766688,0.8675,-0.8992251798799135,0.885,0.6280819423308299,-0.9180576338431778,0.3593259263376523,-0.8563818148566822
80,0.8389830508474576,80,0.15,0.75,1,-0.8994623863021736,0.8425,-0.8988929063083126,0.851,0.6280819423308299,-0.9180576338431778,0.3593259263376523,-0.8563818148566822
80,0.8813559322033898,80,0.15,0.75,1,-0.8992016442762835,0.7975,-0.8986091869964804,0.799,0.6280819423308299,-0.9180576338431778,0.3593259263376523,-0.8563818148566822
80,0.923728813559322,80,0.15,0.75,1,-0.8989688446920292,0.7,-0.8983638916918899,0.69,0.6280819423308299,-0.9180576338431778,0.3593259263376523,-0.8563818148566822
80,0.9661016949152542,80,0.15,0.75,1,-0.8987678630010152,0.495,-0.8981512066889973,0.47,0.6280819423308299,-0.9180576338431778,0.3593259263376523,-0.8563818148566822
80,1.0084745762711864,80,0.15,0.75,1,-0.8985921129493074,0.2875,-0.8979645618906287,0.291,0.6280819423308299,-0.9180576338431778,0.3593259263376523,-0.8563818148566822
80,1.0508474576271185,80,0.15,0.75,1,-0.8984368036660078,0.1625,-0.8977990994180696,0.174,0.6280819423308299,-0.9180576338431778,0.3593259263376523,-0.8563818148566822
80,1.0932203389830508,80,0.15,0.75,1,-0.8982585254257773,0.0975,-0.8976161487173546,0.112,0.6280819423308299,-0.9180576338431778,0.3593259263376523,-0.8563818148566822
80,1.1355932203389831,80,0.15,0.75,1,-0.8980704096016141,0.065,-0.8974152055482327,0.072,0.6280819423308299,-0.9180576338431778,0.3593259263376523,-0.8563818148566822
80,1.1779661016949152,80,0.15,0.75,1,-0.8979011445587153,0.0525,-0.8972198407428582,0.045,0.6280819423308299,-0.9180576338431778,0.3593259263376523,-0.8563818148566822
80,1.2203389830508473,80,0.15,0.75,1,-0.8977507824997908,0.0425,-0.8970425617709723,0.032,0.6280819423308299,-0.9180576338431778,0.3593259263376523,-0.8563818148566822
80,1.2627118644067796,80,0.15,0.75,1,-0.8976072575781222,0.035,-0.896845914719953,0.026,0.6280819423308299,-0.9180576338431778,0.3593259263376523,-0.8563818148566822
