seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in
50,50,0.6394632580076044,0.40105956183146174,0.2847770609774922,-0.4988302528601277,-0.7430335277697654,-1.0781238391762256
