seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in
60,60,0.5875023293780783,0.30670323746142747,0.30167884823012925,-0.5320757967746622,-0.748797204597555,-1.0336543176905861
