seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time
20,0.0001,20,0.23,1,1,-0.9146432506002128,0.53,-0.8391592490997948,0.564,0.002421974
20,0.00021544346900318845,20,0.23,1,1,-0.9146432506584165,0.53,-0.8391592490488442,0.564,0.002421974
20,0.00046415888336127773,20,0.23,1,1,-0.9146432505252315,0.53,-0.8391592492820994,0.562,0.002421974
20,0.001,20,0.23,1,1,-0.9146432505164194,0.525,-0.8391592492938287,0.558,0.002421974
20,0.002154434690031882,20,0.23,1,1,-0.9146432505535672,0.52,-0.8391592491918579,0.55,0.002421974
20,0.004641588833612777,20,0.23,1,1,-0.9146432506214375,0.5,-0.8391592486926086,0.542,0.002421974
20,0.01,20,0.23,1,1,-0.9148371517712987,0.48,-0.8366236253155738,0.528,0.002421974
20,0.021544346900318822,20,0.23,1,1,-0.9104381051452237,0.455,-0.833816341049974,0.5,0.002421974
20,0.046415888336127774,20,0.23,1,1,-0.9299367972839062,0.385,-0.8161317436187536,0.45,0.002421974
20,0.1,20,0.23,1,1,-0.9407177500813149,0.305,-0.8171094246736902,0.374,0.002421974
20,0.11,20,0.23,1,1,-0.9462910076205966,0.3,-0.8165983568638887,0.368,0.002421974
20,0.14708333333333334,20,0.23,1,1,-0.9636009226507318,0.255,-0.8134481185969016,0.324,0.002421974
20,0.18416666666666667,20,0.23,1,1,-0.9668726236136677,0.215,-0.8129417301043899,0.296,0.002421974
20,0.22125,20,0.23,1,1,-0.955316166077254,0.16,-0.8277270134628448,0.208,0.002421974
20,0.25833333333333336,20,0.23,1,1,-0.9627885198591648,0.13,-0.830911406866993,0.168,0.002421974
20,0.29541666666666666,20,0.23,1,1,-0.964086146990006,0.105,-0.8318622764201502,0.138,0.002421974
20,0.3325,20,0.23,1,1,-0.964471493610927,0.065,-0.8324110531898952,0.13,0.002421974
20,0.3695833333333333,20,0.23,1,1,-0.9647889322355684,0.05,-0.8327774248456347,0.102,0.002421974
20,0.4066666666666667,20,0.23,1,1,-0.9649112306152497,0.035,-0.8331391571332576,0.078,0.002421974
20,0.44375000000000003,20,0.23,1,1,-0.9649973320943664,0.025,-0.833432075964372,0.06,0.002421974
20,0.48083333333333333,20,0.23,1,1,-0.9651538968695539,0.005,-0.8336486169075505,0.05,0.002421974
20,0.5179166666666667,20,0.23,1,1,-0.9655054403418936,0.005,-0.8355408623246774,0.034,0.002421974
20,0.555,20,0.23,1,1,-0.9656343051314553,0.005,-0.8382804000727069,0.024,0.002421974
20,0.5920833333333334,20,0.23,1,1,-0.9656970596397048,0.005,-0.8397684132174048,0.024,0.002421974
20,0.6291666666666667,20,0.23,1,1,-0.9657458982797833,0.005,-0.840745398868886,0.016,0.002421974
20,0.66625,20,0.23,1,1,-0.965763706252394,0.005,-0.8413863262789791,0.014,0.002421974
20,0.7033333333333334,20,0.23,1,1,-0.9657718013618687,0.0,-0.8418625164615328,0.012,0.002421974
20,0.7404166666666667,20,0.23,1,1,-0.9657777578501043,0.0,-0.8422460715122508,0.012,0.002421974
20,0.7775000000000001,20,0.23,1,1,-0.96578796220553,0.0,-0.8425678074783638,0.008,0.002421974
20,0.8145833333333333,20,0.23,1,1,-0.9658686714658359,0.0,-0.8428826516302862,0.006,0.002421974
20,0.8516666666666667,20,0.23,1,1,-0.9658624456874148,0.0,-0.8431765646816095,0.006,0.002421974
20,0.88875,20,0.23,1,1,-0.965826008999483,0.0,-0.8434424908340984,0.002,0.002421974
20,0.9258333333333334,20,0.23,1,1,-0.9657948634856405,0.0,-0.8436957150459279,0.002,0.002421974
20,0.9629166666666668,20,0.23,1,1,-0.965767772206492,0.0,-0.8439403082765898,0.002,0.002421974
