seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj
30,0.01,30,0.08,0.25,1,-0.8965500234880552,0.7275,-0.8837511724806932,0.695,0.6381849710538071,-0.8644556439627319,0.27516381464699535,-0.8201642549493924
30,0.08122448979591837,30,0.08,0.25,1,-0.9003772608680245,0.685,-0.8984190940353761,0.662,0.6381849710538071,-0.8644556439627319,0.27516381464699535,-0.8201642549493924
30,0.15244897959183676,30,0.08,0.25,1,-0.8963037096650219,0.6325,-0.8930398731459659,0.613,0.6381849710538071,-0.8644556439627319,0.27516381464699535,-0.8201642549493924
30,0.22367346938775512,30,0.08,0.25,1,-0.8907857357548369,0.6175,-0.8895892181795237,0.582,0.6381849710538071,-0.8644556439627319,0.27516381464699535,-0.8201642549493924
30,0.2948979591836735,30,0.08,0.25,1,-0.8849393880765716,0.5975,-0.8860896892992264,0.539,0.6381849710538071,-0.8644556439627319,0.27516381464699535,-0.8201642549493924
30,0.3661224489795919,30,0.08,0.25,1,-0.8824065040040345,0.56,-0.882212548516893,0.479,0.6381849710538071,-0.8644556439627319,0.27516381464699535,-0.8201642549493924
30,0.43734693877551023,30,0.08,0.25,1,-0.8743175306146691,0.4775,-0.8763754468993663,0.431,0.6381849710538071,-0.8644556439627319,0.27516381464699535,-0.8201642549493924
30,0.5085714285714286,30,0.08,0.25,1,-0.8699363222852484,0.37,-0.8713055985124869,0.342,0.6381849710538071,-0.8644556439627319,0.27516381464699535,-0.8201642549493924
30,0.579795918367347,30,0.08,0.25,1,-0.8666778717417197,0.295,-0.8671187872711932,0.269,0.6381849710538071,-0.8644556439627319,0.27516381464699535,-0.8201642549493924
30,0.6510204081632653,30,0.08,0.25,1,-0.8620735770900295,0.2,-0.8619180037476435,0.202,0.6381849710538071,-0.8644556439627319,0.27516381464699535,-0.8201642549493924
30,0.7222448979591838,30,0.08,0.25,1,-0.8597141683013103,0.13,-0.8591124847301392,0.142,0.6381849710538071,-0.8644556439627319,0.27516381464699535,-0.8201642549493924
30,0.7934693877551021,30,0.08,0.25,1,-0.8582748027511216,0.0775,-0.8568551421526314,0.093,0.6381849710538071,-0.8644556439627319,0.27516381464699535,-0.8201642549493924
30,0.8646938775510205,30,0.08,0.25,1,-0.8565386400286812,0.0525,-0.8549131546824802,0.06,0.6381849710538071,-0.8644556439627319,0.27516381464699535,-0.8201642549493924
30,0.9359183673469389,30,0.08,0.25,1,-0.8551566419431609,0.04,-0.8533743081326279,0.047,0.6381849710538071,-0.8644556439627319,0.27516381464699535,-0.8201642549493924
30,1.0071428571428571,30,0.08,0.25,1,-0.8541139536978296,0.025,-0.8522281902940849,0.039,0.6381849710538071,-0.8644556439627319,0.27516381464699535,-0.8201642549493924
30,1.0783673469387756,30,0.08,0.25,1,-0.8531979695038838,0.02,-0.8511076164265119,0.03,0.6381849710538071,-0.8644556439627319,0.27516381464699535,-0.8201642549493924
30,1.149591836734694,30,0.08,0.25,1,-0.8524256426136455,0.015,-0.8501452459048552,0.024,0.6381849710538071,-0.8644556439627319,0.27516381464699535,-0.8201642549493924
30,1.2208163265306125,30,0.08,0.25,1,-0.8515444508145638,0.0125,-0.8491418480863855,0.021,0.6381849710538071,-0.8644556439627319,0.27516381464699535,-0.8201642549493924
30,1.2920408163265307,30,0.08,0.25,1,-0.8507291253665211,0.0125,-0.8482396756832925,0.02,0.6381849710538071,-0.8644556439627319,0.27516381464699535,-0.8201642549493924
30,1.3632653061224491,30,0.08,0.25,1,-0.8501276643717032,0.0125,-0.8475647126586232,0.022,0.6381849710538071,-0.8644556439627319,0.27516381464699535,-0.8201642549493924
30,1.4344897959183676,30,0.08,0.25,1,-0.8496011981772601,0.015,-0.8469928494558971,0.021,0.6381849710538071,-0.8644556439627319,0.27516381464699535,-0.8201642549493924
30,1.5057142857142858,30,0.08,0.25,1,-0.8491627597949828,0.01,-0.8465155632284491,0.02,0.6381849710538071,-0.8644556439627319,0.27516381464699535,-0.8201642549493924
30,1.5769387755102042,30,0.08,0.25,1,-0.8487278906851512,0.0125,-0.8460018850582604,0.021,0.6381849710538071,-0.8644556439627319,0.27516381464699535,-0.8201642549493924
30,1.6481632653061227,30,0.08,0.25,1,-0.8483361555132192,0.015,-0.8455149004521961,0.02,0.6381849710538071,-0.8644556439627319,0.27516381464699535,-0.8201642549493924
30,1.719387755102041,30,0.08,0.25,1,-0.8479836634222453,0.015,-0.8450914504151756,0.019,0.6381849710538071,-0.8644556439627319,0.27516381464699535,-0.8201642549493924
30,1.7906122448979593,30,0.08,0.25,1,-0.8476664735749688,0.015,-0.8447164566151976,0.017,0.6381849710538071,-0.8644556439627319,0.27516381464699535,-0.8201642549493924
30,1.8618367346938778,30,0.08,0.25,1,-0.8472876127210887,0.015,-0.8442380998588703,0.016,0.6381849710538071,-0.8644556439627319,0.27516381464699535,-0.8201642549493924
