,Rho,Test_insample,Test_val,Test_cvar,Lower_test,Upper_test,Probability_violations_test,Violations_test,Coverage_test,Avg_prob_test,step,Validate_insample,Validate_cvar,Validate_val,Probability_violations_validate,Violations_validate,Avg_prob_validate
0,0.1,-422.2669667230504,-422.37551568392536,-413.6254847254721,-425.75323218072344,-419.72391141316785,[0.46],3.3190349911627557,0.0,0.46,"(0,)",-422.8384142315187,-413.63288353303477,-422.9381050782189,[0.47],3.4581109044265186,0.47
1,0.22040816326530613,-418.30828671045873,-418.5294026744073,-409.8484971454346,-421.8752703712672,-415.88818742114336,[0.338],2.4949167704701023,0.0,0.338,"(0,)",-418.8756999723984,-409.85556658050774,-419.08909993731766,[0.365],2.62293001366869,0.365
2,0.3408163265306122,-414.4137265671084,-414.74671105547515,-406.1414982251945,-418.0638768929882,-412.1247594370422,[0.248],1.8790481118765032,0.0,0.248,"(0,)",-414.97685158997444,-406.14752089688795,-415.3019510408413,[0.27],1.9600347505538718,0.27
3,0.46122448979591835,-410.5751397337515,-411.0163478179363,-402.4880508633359,-414.31873279296536,-408.39979713897446,[0.198],1.5003559352125444,0.0,0.198,"(0,)",-411.1334270883895,-402.4940893989636,-411.56904914262225,[0.21],1.5350180862352658,0.21
4,0.5816326530612245,-406.9317281641109,-407.45988580099834,-399.0156077990788,-410.70941645325814,-404.8449253892803,[0.226],1.573188498220115,0.0,0.226,"(0,)",-407.4857232925112,-399.0026340877789,-407.9993796838328,[0.2],1.5504581626526817,0.2
5,0.7020408163265306,-403.64011530498277,-404.23602737957935,-395.87666107429584,-407.44499990846657,-401.6019931576344,[0.232],1.7997779530996816,0.0,0.232,"(0,)",-404.19041085284783,-395.87076956245,-404.76638515066975,[0.24],1.7709087687616174,0.24
6,0.8224489795918367,-400.6455422521169,-401.29520795564633,-393.0057603428939,-404.5488499062969,-398.66637098345853,[0.25],2.0172216469856403,0.0,0.25,"(0,)",-401.19228683917316,-392.9568207817558,-401.83292388140273,[0.24],2.1253073655548675,0.24
7,0.9428571428571428,-397.9226268936425,-398.6291431182285,-390.40103159328953,-401.83404799377047,-395.9817297283171,[0.262],2.25790513826411,0.0,0.262,"(0,)",-398.4660484008283,-390.3895353116175,-399.1570149945235,[0.29],2.512726585136897,0.29
8,1.063265306122449,-395.43733368210474,-396.1978900079834,-388.01908011234224,-399.4186276961515,-393.56959636912035,[0.236],1.9988545415344199,0.0,0.236,"(0,)",-395.97810467450296,-388.00975687306334,-396.72497808862653,[0.255],2.274623658560332,0.255
9,1.183673469387755,-393.00137665624635,-393.8338883514203,-385.70018293635974,-397.0208620065814,-391.2207861015165,[0.216],1.6871271176150349,0.0,0.216,"(0,)",-393.5393374849409,-385.70359940755543,-394.356981181235,[0.235],1.970922431455691,0.235
10,1.3040816326530613,-390.5905769981743,-391.49370382470744,-383.4016874792212,-394.6794284214577,-388.9002552722735,[0.182],1.4125928433241313,0.0,0.182,"(0,)",-391.12577397798333,-383.4093496029688,-392.0126090149294,[0.18],1.7140362464939705,0.18
