,mean_eta,mean_init_rho,mean_valid_obj,mean_valid_prob,mean_test_obj,mean_test_prob,mean_nonrob_prob,mean_nonrob_obj,mean_scenario_probs,mean_scenario_obj,0.25_eta,0.25_init_rho,0.25_valid_obj,0.25_valid_prob,0.25_test_obj,0.25_test_prob,0.25_nonrob_prob,0.25_nonrob_obj,0.25_scenario_probs,0.25_scenario_obj,0.75_eta,0.75_init_rho,0.75_valid_obj,0.75_valid_prob,0.75_test_obj,0.75_test_prob,0.75_nonrob_prob,0.75_nonrob_obj,0.75_scenario_probs,0.75_scenario_obj
0,0.01,1.0,-0.7811881275723341,0.012316666666666667,-0.7819777392324841,0.011923333333333333,0.6333999119253197,-0.8814745103966741,0.29939748656081644,-0.8377790152742243,0.01,1.0,-0.8177334474527657,0.0,-0.8122967708200505,0.0,0.6133562769097132,-0.8836488311156103,0.2945352685916004,-0.8404526436235911,0.01,1.0,-0.7474307556068179,0.0025,-0.7611297343797873,0.0,0.643206609600977,-0.8791352912951522,0.3020523825985548,-0.8372668662912996
1,0.05,1.0,-0.8262479804783105,0.07789166666666666,-0.8230820155139769,0.07982,0.6333999119253197,-0.8814745103966741,0.29939748656081644,-0.8377790152742243,0.05,1.0,-0.8425175328426976,0.0125,-0.8411391860758397,0.013,0.6133562769097132,-0.8836488311156103,0.2945352685916004,-0.8404526436235911,0.05,1.0,-0.8123542110730348,0.050625,-0.808662374776614,0.056,0.643206609600977,-0.8791352912951522,0.3020523825985548,-0.8372668662912996
2,0.08,1.0,-0.8644337496308329,0.120475,-0.8643742133874436,0.11638666666666665,0.6333999119253197,-0.8814745103966741,0.29939748656081644,-0.8377790152742243,0.08,1.0,-0.8763844648469744,0.0075,-0.875484191757396,0.009,0.6133562769097132,-0.8836488311156103,0.2945352685916004,-0.8404526436235911,0.08,1.0,-0.8551290664701782,0.08625000000000001,-0.8550391602353273,0.07275,0.643206609600977,-0.8791352912951522,0.3020523825985548,-0.8372668662912996
3,0.1,1.0,-0.8680286801779941,0.14225,-0.8683431916774932,0.14144,0.6333999119253197,-0.8814745103966741,0.29939748656081644,-0.8377790152742243,0.1,1.0,-0.8773460079046994,0.01,-0.8776139495029882,0.01,0.6133562769097132,-0.8836488311156103,0.2945352685916004,-0.8404526436235911,0.1,1.0,-0.8596751112690357,0.078125,-0.8577818491519444,0.074,0.643206609600977,-0.8791352912951522,0.3020523825985548,-0.8372668662912996
4,0.12,1.0,-0.8785488473227783,0.13833333333333334,-0.8791061470998423,0.13582333333333332,0.6333999119253197,-0.8814745103966741,0.29939748656081644,-0.8377790152742243,0.12,1.0,-0.886267348028327,0.0,-0.8860072163355158,0.001,0.6133562769097132,-0.8836488311156103,0.2945352685916004,-0.8404526436235911,0.12,1.0,-0.8716749407500497,0.050625,-0.873003355525928,0.04725,0.643206609600977,-0.8791352912951522,0.3020523825985548,-0.8372668662912996
5,0.15,1.0,-0.8866729618646294,0.16688333333333333,-0.8883524082022078,0.16547,0.6333999119253197,-0.8814745103966741,0.29939748656081644,-0.8377790152742243,0.15,1.0,-0.8922261786299113,0.005,-0.893306395871959,0.003,0.6133562769097132,-0.8836488311156103,0.2945352685916004,-0.8404526436235911,0.15,1.0,-0.8821239854524814,0.088125,-0.8839181331743866,0.07875,0.643206609600977,-0.8791352912951522,0.3020523825985548,-0.8372668662912996
6,0.18,1.0,-0.8917223937016625,0.15604166666666666,-0.8922700065596147,0.15599333333333334,0.6333999119253197,-0.8814745103966741,0.29939748656081644,-0.8377790152742243,0.18,1.0,-0.8965862691564223,0.0025,-0.8978543469803536,0.002,0.6133562769097132,-0.8836488311156103,0.2945352685916004,-0.8404526436235911,0.18,1.0,-0.8866957963463198,0.063125,-0.8868445643328897,0.06825,0.643206609600977,-0.8791352912951522,0.3020523825985548,-0.8372668662912996
7,0.2,1.0,-0.8942398027374359,0.16193333333333332,-0.8943872642525759,0.16179,0.6333999119253197,-0.8814745103966741,0.29939748656081644,-0.8377790152742243,0.2,1.0,-0.8981741483370949,0.005,-0.8989553512905082,0.003,0.6133562769097132,-0.8836488311156103,0.2945352685916004,-0.8404526436235911,0.2,1.0,-0.8900181484157258,0.081875,-0.8896888831878629,0.08675,0.643206609600977,-0.8791352912951522,0.3020523825985548,-0.8372668662912996
8,0.23,1.0,-0.8945581017374525,0.14988333333333334,-0.894958186455353,0.14824,0.6333999119253197,-0.8814745103966741,0.29939748656081644,-0.8377790152742243,0.23,1.0,-0.8989706357428122,0.005,-0.9001344571272658,0.007,0.6133562769097132,-0.8836488311156103,0.2945352685916004,-0.8404526436235911,0.23,1.0,-0.8894118589293428,0.07187500000000001,-0.8891815203610812,0.0765,0.643206609600977,-0.8791352912951522,0.3020523825985548,-0.8372668662912996
9,0.25,1.0,-0.8982656151679671,0.15588333333333335,-0.8982250275870228,0.15643666666666667,0.6333999119253197,-0.8814745103966741,0.29939748656081644,-0.8377790152742243,0.25,1.0,-0.9030193536121341,0.005,-0.9039871445390656,0.006,0.6133562769097132,-0.8836488311156103,0.2945352685916004,-0.8404526436235911,0.25,1.0,-0.8941028060974576,0.0975,-0.8930056005386411,0.09325,0.643206609600977,-0.8791352912951522,0.3020523825985548,-0.8372668662912996
