seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in
0,0,0.6099884441490194,0.2588502575228761,0.3040177256478091,-0.4936157545290893,-0.7405677647962697,-1.0490610340656024
