,mean_eta,mean_init_rho,mean_valid_obj,mean_valid_prob,mean_test_obj,mean_test_prob,mean_nonrob_prob,mean_nonrob_obj,mean_scenario_probs,mean_scenario_obj,0.25_eta,0.25_init_rho,0.25_valid_obj,0.25_valid_prob,0.25_test_obj,0.25_test_prob,0.25_nonrob_prob,0.25_nonrob_obj,0.25_scenario_probs,0.25_scenario_obj,0.75_eta,0.75_init_rho,0.75_valid_obj,0.75_valid_prob,0.75_test_obj,0.75_test_prob,0.75_nonrob_prob,0.75_nonrob_obj,0.75_scenario_probs,0.75_scenario_obj
0,0.01,1.0,-0.797547823852224,0.019558333333333334,-0.8014072978330694,0.018600000000000002,0.6211522834089945,-0.8793730010721009,0.2088343082401129,-0.8109385527712595,0.01,1.0,-0.8116660182228672,0.0,-0.8188533768207817,0.0,0.6115869301313491,-0.8749058626402537,0.1976132634213857,-0.8159439270375695,0.01,1.0,-0.7829616405951795,0.005,-0.7944856943860423,0.006,0.6330067837351556,-0.8640571324379571,0.2220559709274646,-0.8016615412486183
1,0.05,1.0,-0.8244292646034268,0.11256666666666668,-0.8255739034320129,0.10605333333333333,0.6211522834089945,-0.8793730010721009,0.2088343082401129,-0.8109385527712595,0.05,1.0,-0.8331638922793017,0.0075,-0.8333225438699494,0.008,0.6115869301313491,-0.8749058626402537,0.1976132634213857,-0.8159439270375695,0.05,1.0,-0.8162865261756773,0.07,-0.8194155924453032,0.06225,0.6330067837351556,-0.8640571324379571,0.2220559709274646,-0.8016615412486183
2,0.08,1.0,-0.838228228907091,0.14844166666666667,-0.8378116318109617,0.14129,0.6211522834089945,-0.8793730010721009,0.2088343082401129,-0.8109385527712595,0.08,1.0,-0.8436606244769892,0.0125,-0.8434894940402875,0.009,0.6115869301313491,-0.8749058626402537,0.1976132634213857,-0.8159439270375695,0.08,1.0,-0.8309011442911308,0.07,-0.8297811456969901,0.066,0.6330067837351556,-0.8640571324379571,0.2220559709274646,-0.8016615412486183
3,0.1,1.0,-0.8480017576327863,0.15490833333333331,-0.8495649059674553,0.15312333333333333,0.6211522834089945,-0.8793730010721009,0.2088343082401129,-0.8109385527712595,0.1,1.0,-0.851364989449933,0.0025,-0.8540922494319527,0.01,0.6115869301313491,-0.8749058626402537,0.1976132634213857,-0.8159439270375695,0.1,1.0,-0.8432591644350727,0.07375,-0.8441167567011886,0.07875,0.6330067837351556,-0.8640571324379571,0.2220559709274646,-0.8016615412486183
4,0.12,1.0,-0.8510824985315898,0.15679166666666666,-0.8526420074943796,0.15547,0.6211522834089945,-0.8793730010721009,0.2088343082401129,-0.8109385527712595,0.12,1.0,-0.8558585633569635,0.01,-0.8571126935404352,0.00775,0.6115869301313491,-0.8749058626402537,0.1976132634213857,-0.8159439270375695,0.12,1.0,-0.846698239792879,0.069375,-0.8493143321781347,0.07675,0.6330067837351556,-0.8640571324379571,0.2220559709274646,-0.8016615412486183
5,0.15,1.0,-0.8538936921575235,0.15630833333333333,-0.8550040287541617,0.15487333333333334,0.6211522834089945,-0.8793730010721009,0.2088343082401129,-0.8109385527712595,0.15,1.0,-0.8588501429856215,0.0,-0.8598790984838012,0.002,0.6115869301313491,-0.8749058626402537,0.1976132634213857,-0.8159439270375695,0.15,1.0,-0.8490964209860392,0.063125,-0.8500115407803738,0.0635,0.6330067837351556,-0.8640571324379571,0.2220559709274646,-0.8016615412486183
6,0.18,1.0,-0.8568508647257932,0.16059166666666666,-0.8589041012761258,0.15780333333333332,0.6211522834089945,-0.8793730010721009,0.2088343082401129,-0.8109385527712595,0.18,1.0,-0.861226293308726,0.0025,-0.863182495033324,0.00575,0.6115869301313491,-0.8749058626402537,0.1976132634213857,-0.8159439270375695,0.18,1.0,-0.8531050126998299,0.06,-0.8547257097538815,0.06675,0.6330067837351556,-0.8640571324379571,0.2220559709274646,-0.8016615412486183
7,0.2,1.0,-0.8573187599966536,0.15280833333333332,-0.8602146731347989,0.15074666666666667,0.6211522834089945,-0.8793730010721009,0.2088343082401129,-0.8109385527712595,0.2,1.0,-0.8623005821335499,0.0025,-0.8652656212938395,0.00375,0.6115869301313491,-0.8749058626402537,0.1976132634213857,-0.8159439270375695,0.2,1.0,-0.8528220619693132,0.07062500000000001,-0.8549632097770739,0.06825,0.6330067837351556,-0.8640571324379571,0.2220559709274646,-0.8016615412486183
8,0.23,1.0,-0.8571114612537181,0.15076666666666666,-0.8597747464797,0.15083333333333335,0.6211522834089945,-0.8793730010721009,0.2088343082401129,-0.8109385527712595,0.23,1.0,-0.8620491058171684,0.0075,-0.8649633184598834,0.008,0.6115869301313491,-0.8749058626402537,0.1976132634213857,-0.8159439270375695,0.23,1.0,-0.8522495741883171,0.0825,-0.854945721169238,0.0825,0.6330067837351556,-0.8640571324379571,0.2220559709274646,-0.8016615412486183
9,0.25,1.0,-0.8578681560067942,0.15694166666666667,-0.8600764697177362,0.15806,0.6211522834089945,-0.8793730010721009,0.2088343082401129,-0.8109385527712595,0.25,1.0,-0.8647977575232663,0.01,-0.8659786331008216,0.013,0.6115869301313491,-0.8749058626402537,0.1976132634213857,-0.8159439270375695,0.25,1.0,-0.8511297598959204,0.085625,-0.8542536801887209,0.0945,0.6330067837351556,-0.8640571324379571,0.2220559709274646,-0.8016615412486183
