,Rho,Test_other_obj,Test_obj,Test_val,Lower_test,Upper_test,Probability_violations_test,Violations_test,Coverage_test,Avg_prob_test,step,Validate_obj,Validate_val,Probability_violations_validate,Violations_validate,Avg_prob_validate
0,0.0001,-0.9115662942202936,-0.9414189602456673,0.2838551004034402,0.2838551004034402,0.2838551004034402,[0.524],5.5313366101999,0.0,0.524,"(0,)",-0.9414189602456683,0.29681400343916253,[0.52],5.224126472992711,0.52
1,0.00021544346900318845,-0.9115662943154776,-0.9413361716315108,0.2838551020100955,0.2838551020100955,0.2838551020100955,[0.524],5.530468991500189,0.0,0.524,"(0,)",-0.9413361716315084,0.29681400496536264,[0.52],5.223265476979968,0.52
2,0.00046415888336127773,-0.9115662943674891,-0.9411578087266496,0.2838551028163076,0.2838551028163076,0.2838551028163076,[0.524],5.528599751228816,0.0,0.524,"(0,)",-0.9411578087266455,0.2968140057386401,[0.52],5.221410505555913,0.52
3,0.001,-0.911566294342239,-0.940773537292644,0.2838551025213233,0.2838551025213233,0.2838551025213233,[0.522],5.524581864019428,0.0,0.522,"(0,)",-0.9407735372926389,0.2968140054406398,[0.52],5.217414081636374,0.52
4,0.002154434690031882,-0.9115662942418116,-0.9399456495004685,0.28385510041150913,0.28385510041150913,0.28385510041150913,[0.522],5.515938707517361,0.0,0.522,"(0,)",-0.9399456495004718,0.2968140034794809,[0.52],5.2088040412461645,0.52
5,0.004641588833612777,-0.9115662939583312,-0.9381620192822799,0.2838550972157677,0.2838550972157677,0.2838550972157677,[0.522],5.4973175964649625,0.0,0.522,"(0,)",-0.9381620192821503,0.29681400046747364,[0.52],5.1902542763036745,0.52
6,0.01,-0.9115662937771836,-0.9343193050822496,0.2838550918091758,0.2838550918091758,0.2838550918091758,[0.522],5.457199639130409,0.0,0.522,"(0,)",-0.9343193050835964,0.2968139953366271,[0.52],5.150290029129804,0.52
7,0.021544346900318822,-0.9115662940892839,-0.9260404292990617,0.2838550947871013,0.2838550947871013,0.2838550947871013,[0.518],5.37090507112507,0.0,0.518,"(0,)",-0.9260404292984705,0.2968139989015414,[0.51],5.065060699498306,0.51
8,0.046415888336127774,-0.9085457108829094,-0.9112386834080185,-0.05484890657486077,-0.05484890657486077,-0.05484890657486077,[0.514],3.6752019132960996,0.0,0.514,"(0,)",-0.9112386834079986,0.05030332534514658,[0.475],3.7490306225026373,0.475
9,0.1,-0.9080821778529825,-0.8874287966253641,-0.1301290718050338,-0.1301290718050338,-0.1301290718050338,[0.486],3.0743682571001907,0.0,0.486,"(0,)",-0.8874287966253136,-0.0280227542585318,[0.455],3.2862317815267548,0.455
