seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in
10,10,0.6363061562930378,0.287963545330275,0.5014500167498668,-0.41450103576428443,-0.828580312243654,-1.1259832286440796
