,step,Validate_val,Lower_validate,Upper_validate,Probability_violations_validate,Violations_validate,Coverage_validate,Avg_prob_validate,Rho
0,"(0,)",-4.319267360816321,-6.493547706821413,0.0,[0.075],0.5704464878639373,0.72,0.075,1.0
1,"(100,)",-4.695205778870288,-6.9956676381987,-0.08618772451760892,[0.135],1.2925415676221477,0.635,0.135,1.0
2,"(200,)",-4.763430086344924,-7.093059731223416,-0.12921975709447758,[0.135],1.4377509097566459,0.625,0.135,1.0
3,"(300,)",-4.7812865794202875,-7.115992892332418,-0.1294922834812654,[0.14],1.4660352123985398,0.625,0.14,1.0
4,"(400,)",-4.786811883955976,-7.123995250682473,-0.12921312904112026,[0.14],1.4723512363105642,0.625,0.14,1.0
5,"(500,)",-4.788528820833279,-7.126239199100057,-0.12920784683565958,[0.14],1.4747378306193855,0.625,0.14,1.0
