seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time,valid_cover,test_cover
60,0.0001,60,0.45,0.5,1,-0.8461082701738742,1.0,-0.8417424573852621,0.988,0.004029456,0.0,0.0
60,0.00021544346900318845,60,0.45,0.5,1,-0.8461082701904161,1.0,-0.8417424573366923,0.988,0.004029456,0.0,0.0
60,0.00046415888336127773,60,0.45,0.5,1,-0.8461082701906141,1.0,-0.8417424573594767,0.988,0.004029456,0.0,0.0
60,0.001,60,0.45,0.5,1,-0.8461082701619996,1.0,-0.8417424573077816,0.988,0.004029456,0.0,0.0
60,0.002154434690031882,60,0.45,0.5,1,-0.8461082701831054,1.0,-0.8417424573418962,0.988,0.004029456,0.0,0.0
60,0.004641588833612777,60,0.45,0.5,1,-0.8461082701899401,1.0,-0.8417424573337512,0.988,0.004029456,0.0,0.0
60,0.01,60,0.45,0.5,1,-0.8461082702307041,1.0,-0.8417424573588658,0.988,0.004029456,0.0,0.0
60,0.021544346900318822,60,0.45,0.5,1,-0.8461082701429996,1.0,-0.8417424573678908,0.988,0.004029456,0.0,0.0
60,0.046415888336127774,60,0.45,0.5,1,-0.8482937660393673,1.0,-0.8418123161457713,0.988,0.004029456,0.0,0.0
60,0.1,60,0.45,0.5,1,-0.8497831504588649,1.0,-0.8418599239592338,0.988,0.004029456,0.0,0.0
60,0.11,60,0.45,0.5,1,-0.8498710370682946,1.0,-0.8418627332444474,0.988,0.004029456,0.0,0.0
60,0.14708333333333334,60,0.45,0.5,1,-0.8500842180140249,1.0,-0.8418695474858202,0.988,0.004029456,0.0,0.0
60,0.18416666666666667,60,0.45,0.5,1,-0.8499880399024491,1.0,-0.8482167823390632,0.98,0.004029456,0.0,0.0
60,0.22125,60,0.45,0.5,1,-0.8486460283514665,1.0,-0.8502875058358316,0.976,0.004029456,0.0,0.0
60,0.25833333333333336,60,0.45,0.5,1,-0.8478732025114027,0.99,-0.8512572637297892,0.972,0.004029456,0.0,0.0
60,0.29541666666666666,60,0.45,0.5,1,-0.8473599032086457,0.99,-0.8518492625718592,0.964,0.004029456,0.0,0.0
60,0.3325,60,0.45,0.5,1,-0.8470053551370514,0.99,-0.8521130785810419,0.964,0.004029456,0.0,0.0
60,0.3695833333333333,60,0.45,0.5,1,-0.8467527942410397,0.98,-0.8519625205898601,0.96,0.004029456,0.0,0.0
60,0.4066666666666667,60,0.45,0.5,1,-0.8465517057432299,0.96,-0.8517423515447379,0.936,0.004029456,0.0,0.0
60,0.44375000000000003,60,0.45,0.5,1,-0.8463891293170659,0.94,-0.8515596554923299,0.924,0.004029456,0.0,0.0
60,0.48083333333333333,60,0.45,0.5,1,-0.8462547296424233,0.92,-0.8514056769228526,0.912,0.004029456,0.0,0.0
60,0.5179166666666667,60,0.45,0.5,1,-0.8461415666002483,0.89,-0.8512740953273815,0.896,0.004029456,0.0,0.0
60,0.555,60,0.45,0.5,1,-0.8460448841434173,0.85,-0.8511603235254668,0.86,0.004029456,0.0,0.0
60,0.5920833333333334,60,0.45,0.5,1,-0.8459612145757219,0.82,-0.8510609177832134,0.812,0.004029456,0.0,0.0
60,0.6291666666666667,60,0.45,0.5,1,-0.8458880904334874,0.76,-0.8509734098927046,0.768,0.004029456,0.0,0.0
60,0.66625,60,0.45,0.5,1,-0.8458236370428992,0.68,-0.8508957995324712,0.732,0.004029456,0.0,0.0
60,0.7033333333333334,60,0.45,0.5,1,-0.8457663054054194,0.61,-0.8508263317517297,0.696,0.004029456,0.0,0.0
60,0.7404166666666667,60,0.45,0.5,1,-0.8457150143073272,0.56,-0.8507639913206019,0.608,0.004029456,0.0,0.0
