seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg
20,20,1.0,-418.3506783418643,0.4688298545112966,-397.09455207664115,-397.01632011436806,-427.47965823848807,-397.250660664571,-428.67875548543907
