,Rho,Test_insample,Test_val,Test_cvar,Lower_test,Upper_test,Probability_violations_test,Violations_test,Coverage_test,Avg_prob_test,step,Validate_insample,Validate_cvar,Validate_val,Probability_violations_validate,Violations_validate,Avg_prob_validate
0,0.00015000000000000001,-426.38236036539627,-426.3825491167288,-420.1306906113818,-429.42045860565617,-422.26477774565336,[1.],151.04062971482335,0.0,1.0,"(0,)",-426.83427265198304,-420.1307821298566,-426.8343985474514,[1.],148.58026542780308,1.0
1,0.004743416490252569,-426.3236073370767,-426.3236124793766,-420.06577546260115,-429.37395492217206,-422.1641008089616,[1.],150.7439771852643,0.0,1.0,"(0,)",-426.77413353447446,-420.06577845941473,-426.77413847403864,[1.],148.482478601428,1.0
2,0.15000000000000002,-424.4656637725394,-424.4656643362517,-418.0093037538435,-427.91492966975295,-420.84357412255383,[1.],133.78047769712288,0.0,1.0,"(0,)",-424.8723574761534,-418.0093039688979,-424.8723581849567,[1.],132.07199376454102,1.0
3,0.165,-424.27380238066684,-424.2738028552588,-417.7969411165027,-427.76426320946007,-420.72391116886433,[1.],132.06174888724078,0.0,1.0,"(0,)",-424.6759697520917,-417.7969412389496,-424.67597018201093,[1.],130.4034362782457,1.0
4,0.3142105263157895,-422.3652851997998,-422.3652854383941,-415.3697521955485,-426.2655284761879,-419.0413087069765,[0.99],115.34355517354838,0.0,0.99,"(0,)",-422.72242699975146,-415.3863173238255,-422.7224271805207,[1.],113.9882896081219,1.0
5,0.46342105263157896,-420.4567677330067,-420.45676808590014,-412.0938357119744,-424.76679458712067,-417.3389495686124,[0.958],99.4583061653372,0.006,0.958,"(0,)",-420.76888391718785,-412.17163570584324,-420.7688842806123,[0.975],98.18131756563712,0.975
6,0.6126315789473684,-418.54825061385793,-418.5482508214858,-408.817919265329,-423.2549621658022,-415.6365905495816,[0.904],84.49575127048232,0.008,0.904,"(0,)",-418.81534119550315,-408.95695416426423,-418.8153413984505,[0.93],83.33017302136912,0.93
7,0.7618421052631579,-416.6397331163681,-416.63973345273115,-405.54200290843494,-421.4822398764578,-413.93423106596526,[0.822],70.90126521860215,0.02,0.822,"(0,)",-416.86179799760777,-405.7422727487017,-416.86179844570245,[0.865],69.48413581373998,0.865
8,0.9110526315789473,-414.7312159034999,-414.7312161383582,-402.26608641883195,-419.68049073592306,-412.2318724804244,[0.728],59.013532500226006,0.038,0.728,"(0,)",-414.90825530484284,-402.5275912369589,-414.90825548198904,[0.79],57.1878067543725,0.79
9,1.0602631578947368,-412.82269869346237,-412.82269888734027,-398.99016993090044,-417.59386428881373,-410.5295133344573,[0.644],48.595713488626096,0.066,0.644,"(0,)",-412.9547124104044,-399.31290969624985,-412.95471261828794,[0.685],46.40169900554884,0.685
