seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg
90,90,1.0,-417.6229676423618,0.43594040697453734,-389.6368569543192,-389.51645017301814,-428.23934527019617,-389.99854559061225,-428.49428631442134
