seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg,scenario_cvar,nonrob_cvar
40,40,1.0,-419.45238395102035,0.7623766558016538,-400.15492855000804,-400.1209540041648,-429.0832326557417,-400.3908678107243,-428.14024129478577,-400.0102211745312,-417.5207569949588
