seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time,valid_cover,test_cover
60,0.0001,60,0.23,0.5,1,-0.8959615963744229,0.81,-0.8435518544606712,0.81,0.000472251,0.0,0.0
60,0.00021544346900318845,60,0.23,0.5,1,-0.8959615963420837,0.81,-0.8435518544409252,0.81,0.000472251,0.0,0.0
60,0.00046415888336127773,60,0.23,0.5,1,-0.8959615963950719,0.81,-0.8435518544739123,0.81,0.000472251,0.0,0.0
60,0.001,60,0.23,0.5,1,-0.8959615964302415,0.81,-0.8435518545087789,0.81,0.000472251,0.0,0.0
60,0.002154434690031882,60,0.23,0.5,1,-0.8959615964134724,0.81,-0.8435518544952525,0.81,0.000472251,0.0,0.0
60,0.004641588833612777,60,0.23,0.5,1,-0.8959615963709507,0.81,-0.8435518544451734,0.81,0.000472251,0.0,0.0
60,0.01,60,0.23,0.5,1,-0.8959615963482059,0.805,-0.8435518544166639,0.798,0.000472251,0.0,0.0
60,0.021544346900318822,60,0.23,0.5,1,-0.8959615963528568,0.8,-0.8435518544240347,0.79,0.000472251,0.0,0.0
60,0.046415888336127774,60,0.23,0.5,1,-0.8959615963793816,0.765,-0.8435518544464568,0.77,0.000472251,0.0,0.0
60,0.1,60,0.23,0.5,1,-0.8959615963966736,0.715,-0.8435518542729576,0.706,0.000472251,0.0,0.0
60,0.11,60,0.23,0.5,1,-0.8967375550419971,0.695,-0.8398882103757169,0.702,0.000472251,0.0,0.0
60,0.14708333333333334,60,0.23,0.5,1,-0.8898995682436416,0.655,-0.8318331138247401,0.648,0.000472251,0.0,0.0
60,0.18416666666666667,60,0.23,0.5,1,-0.8778960835967498,0.615,-0.8322337340349284,0.608,0.000472251,0.0,0.0
60,0.22125,60,0.23,0.5,1,-0.8739336807828306,0.6,-0.8318220460779212,0.568,0.000472251,0.0,0.0
60,0.25833333333333336,60,0.23,0.5,1,-0.8718609353322254,0.545,-0.8327298331261047,0.546,0.000472251,0.0,0.0
60,0.29541666666666666,60,0.23,0.5,1,-0.8742472014770766,0.505,-0.8383076818503721,0.51,0.000472251,0.0,0.0
60,0.3325,60,0.23,0.5,1,-0.874632520061891,0.455,-0.8402196188544064,0.474,0.000472251,0.0,0.0
60,0.3695833333333333,60,0.23,0.5,1,-0.8745501223789995,0.42,-0.8411276442483877,0.424,0.000472251,0.0,0.0
60,0.4066666666666667,60,0.23,0.5,1,-0.8710272002732152,0.38,-0.8438727948112178,0.382,0.000472251,0.0,0.0
