seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time
20,0.0001,20,0.33,0.5,1,-423.2175287383389,0.995,-422.83487158945974,1.0,0.008250088
20,0.00021544346900318845,20,0.33,0.5,1,-423.21429465221064,1.0,-422.8312689352348,1.0,0.008250088
20,0.00046415888336127773,20,0.33,0.5,1,-423.21041621304045,1.0,-422.8271970078105,1.0,0.008250088
20,0.001,20,0.33,0.5,1,-423.2020640570565,1.0,-422.8187725486191,1.0,0.008250088
20,0.002154434690031882,20,0.33,0.5,1,-423.1843000256255,1.0,-422.8009910001769,1.0,0.008250088
20,0.004641588833612777,20,0.33,0.5,1,-423.14612383246225,1.0,-422.76280501037326,1.0,0.008250088
20,0.01,20,0.33,0.5,1,-423.0639298635075,1.0,-422.6806097283649,1.0,0.008250088
20,0.021544346900318822,20,0.33,0.5,1,-422.8868484495041,1.0,-422.5035231260899,1.0,0.008250088
20,0.046415888336127774,20,0.33,0.5,1,-422.50533999004824,0.995,-422.1220106766825,1.0,0.008250088
20,0.1,20,0.33,0.5,1,-421.68340920176473,0.975,-421.3000692537081,0.996,0.008250088
20,0.11,20,0.33,0.5,1,-421.53001838483266,0.975,-421.1466765185418,0.994,0.008250088
20,0.17357142857142857,20,0.33,0.5,1,-420.5548908822072,0.96,-420.1715375145816,0.976,0.008250088
20,0.23714285714285716,20,0.33,0.5,1,-419.5797635550091,0.94,-419.196398577596,0.94,0.008250088
20,0.3007142857142857,20,0.33,0.5,1,-418.60463614445035,0.875,-418.2212598260752,0.9,0.008250088
20,0.36428571428571427,20,0.33,0.5,1,-417.6295089514913,0.855,-417.24612113090546,0.85,0.008250088
20,0.4278571428571428,20,0.33,0.5,1,-416.6543816990124,0.78,-416.27098248703896,0.788,0.008250088
20,0.49142857142857144,20,0.33,0.5,1,-415.67925443889135,0.71,-415.29584377061593,0.71,0.008250088
20,0.555,20,0.33,0.5,1,-414.70412720648557,0.655,-414.3207050839907,0.644,0.008250088
20,0.6185714285714285,20,0.33,0.5,1,-413.7289999635145,0.605,-413.3455663921052,0.59,0.008250088
20,0.6821428571428572,20,0.33,0.5,1,-412.7538727979698,0.53,-412.37042776936784,0.526,0.008250088
20,0.7457142857142857,20,0.33,0.5,1,-411.7787456063911,0.465,-411.3952891168019,0.456,0.008250088
20,0.8092857142857143,20,0.33,0.5,1,-410.80361833619304,0.39,-410.42015040637295,0.394,0.008250088
20,0.8728571428571429,20,0.33,0.5,1,-409.8284910910089,0.32,-409.4450117453956,0.364,0.008250088
20,0.9364285714285714,20,0.33,0.5,1,-408.85336397866007,0.28,-408.46987315543964,0.304,0.008250088
20,1.0,20,0.33,0.5,1,-407.8782367462208,0.24,-407.494734493615,0.25,0.008250088
20,1.1,20,0.33,0.5,1,-406.344328801293,0.195,-405.96080852549494,0.192,0.008250088
20,1.2625000000000002,20,0.33,0.5,1,-403.8517283743934,0.13,-403.46817888930804,0.114,0.008250088
20,1.425,20,0.33,0.5,1,-401.35912798862455,0.085,-400.9755492538699,0.068,0.008250088
20,1.5875000000000001,20,0.33,0.5,1,-398.8665274848989,0.075,-398.48291951898517,0.036,0.008250088
20,1.75,20,0.33,0.5,1,-396.3739270541598,0.04,-395.99028982781715,0.018,0.008250088
20,1.9125,20,0.33,0.5,1,-393.88132655233596,0.01,-393.49766010811777,0.006,0.008250088
20,2.075,20,0.33,0.5,1,-391.38872604181824,0.005,-391.00503036614145,0.0,0.008250088
20,2.2375,20,0.33,0.5,1,-388.8961255901249,0.005,-388.5124006772437,0.0,0.008250088
20,2.4000000000000004,20,0.33,0.5,1,-386.39734504161845,0.005,-386.0128752997277,0.0,0.008250088
20,2.5625,20,0.33,0.5,1,-383.89143668331934,0.005,-383.5075369274472,0.0,0.008250088
20,2.725,20,0.33,0.5,1,-381.3736137095451,0.005,-380.99095965424283,0.0,0.008250088
20,2.8875,20,0.33,0.5,1,-378.8391019927627,0.005,-378.45696358547,0.0,0.008250088
20,3.0500000000000003,20,0.33,0.5,1,-376.2949913314227,0.0,-375.9131994569559,0.0,0.008250088
20,3.2125000000000004,20,0.33,0.5,1,-373.74321291845,0.0,-373.3614542485907,0.0,0.008250088
20,3.375,20,0.33,0.5,1,-371.1887271568003,0.0,-370.80751035968706,0.0,0.008250088
20,3.5375,20,0.33,0.5,1,-368.6295198613202,0.0,-368.24861044764026,0.0,0.008250088
20,3.7,20,0.33,0.5,1,-366.0561396607965,0.0,-365.6740692571424,0.0,0.008250088
20,3.8625000000000003,20,0.33,0.5,1,-363.4401556977821,0.0,-363.0530477484973,0.0,0.008250088
20,4.025,20,0.33,0.5,1,-360.73118561136437,0.0,-360.33610817002915,0.0,0.008250088
20,4.1875,20,0.33,0.5,1,-357.9349955573857,0.0,-357.5302218790305,0.0,0.008250088
20,4.35,20,0.33,0.5,1,-355.04303464455336,0.0,-354.62747357893363,0.0,0.008250088
20,4.5125,20,0.33,0.5,1,-352.02014481831606,0.0,-351.5975807309806,0.0,0.008250088
20,4.675000000000001,20,0.33,0.5,1,-348.8539345604698,0.0,-348.43280989739446,0.0,0.008250088
20,4.8375,20,0.33,0.5,1,-345.56231491753783,0.0,-345.1493091010325,0.0,0.008250088
20,5.0,20,0.33,0.5,1,-342.15301344851997,0.0,-341.75382675562,0.0,0.008250088
