seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in
40,40,0.5610357366963488,0.29315754305988406,0.19641209003937837,-0.34068872101347564,-0.5855959601552652,-0.9858642794975353
