seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg,scenario_cvar,nonrob_cvar
0,0,1.0,-420.2474200361473,0.48346065992021653,-396.0116956564142,-395.8945237477426,-428.5274208272017,-396.0980410548198,-427.9062980117477,-395.97624457292153,-416.8018781509867
