seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg,scenario_cvar,nonrob_cvar
70,70,1.0,-420.9164939346674,0.46251865579830975,-392.38623384510345,-392.3121704486948,-429.326510353537,-392.54463041176524,-428.7719291694822,-392.3123886215847,-417.60889244446116
